Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Colonna3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;dubbi;Commenti
TOC1003;#179102;doc#24;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOC1003&begin=370066&end=384352;370066;384352;TOC1003;;0,012349537;;https://search.corpuskiparla.it/corpus/conversations/TOC1003.html;https://search.corpuskiparla.it/corpus/conversations/TOC1003_jefferson.html;56-60;M;;intell;;;piemonte;phd;2;esame;chilo di di pane o un etto di prosciutto è evidente che sarà impegnato lui solo e non potrà essere coinvolta la sua azienda;comunque;va bene insomma // questa parte finale alcuni la sanno e alcuni alcuni noneh non la sanno // ehmh vediamo una cosa in tema;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2007;#191255;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=709758&end=713168;709758;713168;BOD2007;;0,019583333;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;c'' è ho una stanza mia poi volendo vado su in mansarda quindi // e mi piacerebbe abitare in una casa larga cioè spaziosa;comunque;// sì // eh quindi boh se fosse in centro non c''è magari ci sono case // spaziose anche in centro però // è più raro? // cioè;;;;1;1;1;;;;;;;;;;;;;1;;;;;;;;;;;0;;
BOD2007;#194459;doc#26;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2007&begin=1665625&end=1668651;1665625;1668651;BOD2007;;0,019583333;;https://search.corpuskiparla.it/corpus/conversations/BOD2007.html;https://search.corpuskiparla.it/corpus/conversations/BOD2007_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;trovi bene a girare // sì ci si trova molto bene comunque // non hai lo stress delle grandi città e // comunque c'' è tutto //;comunque;sì hai c'' è tutto abbastanza servizi // cioè tutto tutto no perché culturalmente siamo un po'' carenti però // // beh tra un;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBC023;#196919;doc#27;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC023&begin=1007230&end=1011469;1007230;1011469;PBC023;;0,035706019;;https://search.corpuskiparla.it/corpus/conversations/PBC023.html;https://search.corpuskiparla.it/corpus/conversations/PBC023_jefferson.html;66-70;F;;pens;;;emilia-romagna;med;2;intervista semistrutturata;i giovedì ci vengono a trovare ci vengono a salutare anche se non vengono ad acquistare però ci vengono a salutare // eh;comunque;riusciamo specialmente i mesi estivi che c''è più // più gente più persone anche su a monghidoro a fare dei buoni incassi;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS006;#227674;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=197653&end=199286;197653;199286;KPS006;;0,02375;;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;51-55;F;;intell;;;puglia;dip_tec_prof;5;pasto;mettere // allora // anche se // xx // voglio dire // si fosse sposata // uno dice vabbè non va via di casa di nascosto però //;comunque;sarebbe andata via // è grande // non è che // eh // sarebbe stata una cosa // comunque // che sarebbe successa // xxx //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS006;#231358;doc#31;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=1619532&end=1621798;1619532;1621798;KPS006;;0,02375;;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;81-85;F;;intell;;;basilicata;laurea;5;pasto;buono // sì // la corteccia // quando mando a prendere quel formaggio xx le cortecce // nei posti che per il cane // che;comunque;un cane ce l''ha il marito // ah // mh // in casa // sì // eh // sì // addirittura glielo fa mangiare // lui così // dev''essere il;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
BOD2016;#233866;doc#32;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2016&begin=528843&end=533056;528843;533056;BOD2016;;0,006851852;;https://search.corpuskiparla.it/corpus/conversations/BOD2016.html;https://search.corpuskiparla.it/corpus/conversations/BOD2016_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;2;intervista semistrutturata;si vede il mare // la tua casa ideale insomma un po'' // sì // riprende un po'' // l'' idea // l'' idea sì // ehm avete sempre;comunque;quattro cioè tre stanze nel senso // sì tre stanze~ tre stanze da letto più un una mansardina per gli ospiti // mh mh //;;;;1;1;;;;;;;;;;;1;;;;;;;;;1;;;;;0;;
PTB026;#243120;doc#34;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB026&begin=2235510&end=2236903;2235510;2236903;PTB026;;0,047141204;;https://search.corpuskiparla.it/corpus/conversations/PTB026.html;https://search.corpuskiparla.it/corpus/conversations/PTB026_jefferson.html;26-30;M;;intell;;;piemonte;phd;3;intervista semistrutturata;per piasi? // eh // sa insomma per chiudere // dimmi pure // a collegno si vive bene o si vive male? // bene // bene? // beh;comunque;vi trovate bene // no no per quello sì // di collegno abbiam parlato poco // comunque abbiamo sto parco che é favoloso // eh;;;;1;1;1;1;;;;;;;;;1;;;;;;;;;;;;;;1;;
PBB001;#264968;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=720900&end=724000;720900;724000;PBB001;;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;51-55;F;;comm;;;estero;dip_lic;2;intervista semistrutturata;figli per cui // non ho se~ conseguito // la strada della mia laurea // ci ho provato // è abbastanza // difficile perchè;comunque;devi // avere un obiettivo bello fisso e // poi alla fine ho fatto delle altre scelte dopo quando ho ricominciato // ho;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
PBB001;#265193;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=808311&end=809300;808311;809300;PBB001;;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;di essere piccola // eh ti aiuta // sì // sì sì // ehm ehm // e invece sì tornando al discorso tempo libero // ehm // adesso;comunque;// mh quando // magari esci anche cioè in famiglia così quali sono // i posti // bah al~ // che f~ // adesso in famiglia se fai;;;;1;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBB001;#265240;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=825947&end=829640;825947;829640;PBB001;;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;51-55;F;;comm;;;estero;dip_lic;2;intervista semistrutturata;// che f~ // adesso in famiglia se fai la passeggiata che può essere il parco di vicino casa come i giardini // mh // e sono;comunque;raggiungibilissimi vai a fare la passeggiata in centro // e // per esempio io faccio anche attività sportiva e ci vado a;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB001;#265684;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=979966&end=986488;979966;986488;PBB001;;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;51-55;F;;comm;;;estero;dip_lic;2;intervista semistrutturata;nel senso // di tipologie di persone // mh // mentre prima // mh // c''eravamo noi che venivamo da dall''italia ma sempre;comunque;italiani adesso invece c''è più gente straniera // ed è una cosa che com~ ho notato di più negli ultimi anni // perchè mh;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB001;#266126;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=1135694&end=1137883;1135694;1137883;PBB001;;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;dei figli sia dell''uno che dell''altro eh il gruppo di amicizia si è si è spostato // okay // okay // mhmh // e quindi;comunque;tutta gente // bene o male della // del quartiere o // sì più o meno sì // tutta gente più o meno del quartiere // mh // okay //;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB001;#267073;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=1457622&end=1459672;1457622;1459672;PBB001;;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// mh non lo so i gli strumenti per valutare diciamo però secondo te // questa rivalità // che c''è tra virtus e fortitudo;comunque;// cioè è una cosa // buona cioè che non sfocia se secondo te f~ // a volte // sono // effettivamente pericolose tipo queste;;;;1;1;1;;;;;;;;;;;;;;;;1;;;;;;1;;0;;
PBB001;#267189;doc#36;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB001&begin=1495911&end=1499200;1495911;1499200;PBB001;;0,036527778;;https://search.corpuskiparla.it/corpus/conversations/PBB001.html;https://search.corpuskiparla.it/corpus/conversations/PBB001_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;x sì // sì // solo così competizione // x sì // sì infatti // xx // okay // e pensi che sia una cosa buona per la città di bologna;comunque;avere // x sì // cioè // una // sì sì // e // quindi tu sei stata al paladozza // hai vissuto ma anche lo stadio // anche se non;;;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;;0;;
TOA3012;#272691;doc#37;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3012&begin=300458&end=303069;300458;303069;TOA3012;;0,751388889;;https://search.corpuskiparla.it/corpus/conversations/TOA3012.html;https://search.corpuskiparla.it/corpus/conversations/TOA3012_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;4;conversazione libera;xxx // scusa // non dire queste parole // scusa la data è oggi la data? // no è domani la data // di day // il di day // sto male //;comunque;se vede che è fusa eh xxx // è nata storta poverella // chi? // io // ti sembro fusa? // sì // // eheh vedi? // come aldo proprio;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
PBB004;#277323;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=402580&end=404380;402580;404380;PBB004;;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;3;intervista semistrutturata;// io prima abitavo a pianoro ma ero sempre a bologna comunque cioè // mh // e // rispetto cioè quindi prima a pianoro //;comunque;immagino sia un piccolo comune // beh insomma piccolo neanche tanto insomma // è un bel comune // abbastanza grandino;;;;1;1;;;;;;;;;;;1;;;;;;;;;1;;;;;0;;
PBB004;#279393;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=1048370&end=1052545;1048370;1052545;PBB004;;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;56-60;M;;oper;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;i portici sono dappertutto // sì // e quando vi capita di andare in altre città // che effetto fa non vederli // beh è;comunque;in emilia romagna tutte le città hanno dei portici nei centri storici eh // non come bologna ma tutte le città li hanno //;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;1;;
PBB004;#279962;doc#38;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=1237183&end=1240449;1237183;1240449;PBB004;;0,024930556;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;56-60;M;;oper;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;// per l''agricoltura per la potatura dell''agricoltura // mhmh // mh // è già da un po'' di tempo che faccio questo lavoro //;comunque;sì monto monto macchine agricole per eh // per la raccolta delle olive per la potatura degli alberi quelle cose lì //;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS021;#283593;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=251286&end=252797;251286;252797;KPS021;;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;stud;;;campania;laurea in corso;3;pasto;// no perché in realtà se non è stato fatto per questo il pane // mh // quindi mi sembrava inutile renderlo bruschetta //;comunque;sono buone le zucchi~ // eh sono buone // io non le ho fatte così buone l''altra volta // olè // sanno di zucchine;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS021;#284412;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=523928&end=526195;523928;526195;KPS021;;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;secondo me lei lo sorpassa questo limite mia mamma usa olio // xxx // e in più di quanto io lo uso di quando cucino io però //;comunque;sempre con oculatezza cioè non // matteo ma tu devi pensare anche che // non esagera // amo comunque ste cose sono orrende;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
KPS021;#288770;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=1851017&end=1854760;1851017;1854760;KPS021;;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;// ma lei le sapeva a memoria non ho capito perché // ma erano belle? // eh perché le ha scritte lei se le ricorda s~ sono;comunque;// eh vabbè xxx // hanno un significato quindi // esatto // è difficile che te le dimenti~ // tipo quella del tramonto che;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
KPS021;#290499;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=2348069&end=2352154;2348069;2352154;KPS021;;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;stud;;;campania;laurea in corso;3;pasto;stile margaret atwood che amo // beh non lo farò mai probabilmente però oggi l''ho pensato // beh sarebbe interessante;comunque;registrare tutta la storia // il problema è farla parlare perché vedi oggi l''ha fatto però poi è sempre un po'' // restia //;;;;1;1;;;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS021;#291956;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=2785526&end=2785842;2785526;2785842;KPS021;;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;quando ne parli si sente proprio che papà ancora ne soffre // giustamente credo vabbè // ma assolutamente ua scherzi //;comunque;// sì teneva ventitré ventiquattro anni che ce~ mo~ cioè venticinque // sì perché papà si è sposato che teneva ventitré;;;;1;1;;1;;;;;;;;;1;;;;;;;;;;;;;;0;;
KPS021;#292439;doc#39;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS021&begin=2924606&end=2929706;2924606;2929706;KPS021;;0,037731481;;https://search.corpuskiparla.it/corpus/conversations/KPS021.html;https://search.corpuskiparla.it/corpus/conversations/KPS021_jefferson.html;26-30;M;;disocc;;;campania;laurea;3;pasto;mio padre in parte // no non per la questione della sorella che poi è morta ma per la questione del lavoro // del lavoro //;comunque;cioè questa tata non so come definirla adesso la figura professionale di questa donna ma // si chiamava luisa // questa;;;;1;1;1;;;;;;;;;;1;;;;;;;;;;;;;;1;;
TOA3008;#296437;doc#40;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1955986&end=1960020;1955986;1960020;TOA3008;;0,063726852;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;// e poi l'' ultima parte invece // sullamh sulla traduzione di di sulla traduzione e su gli // la funzione degli ipotesti;comunque;piùmh // di di analisi dei testi proprio e mi hanno inserito lì // mh mh // e ho parlato // ho fatto il mio intervento io ero;;;;1;1;1;;;;;;;;;;;;;1;;;1;;;;;;;;0;;
