Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;
PBA003;#2881123;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2228604&end=2230366;2228604.0;2230366.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;di svago // esatto // ehm // ma invece prima dicevi della quarantena no quella l''avevi fatta giù vero? // sì // okay //;praticamente;sì tutta giù // cioè quando ha chiuso l''università verso fine febbraio // ero qui a bologna // e mi stavo preparando per un;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA003;#2881151;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2240224&end=2243558;2240224.0;2243558.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;// cioè quando ha chiuso l''università verso fine febbraio // ero qui a bologna // e mi stavo preparando per un esame // e;praticamente;il giorno prima dell''esame // è arrivata una mail che comunicava che l''università sarebbe stata chiusa gli esami;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA003;#2881254;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2292178&end=2295873;2292178.0;2295873.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;a prendere // i miei genitori // e son tornata giù // quindi sì alla fine tutta la quarantena l''ho fatta a casa // uscendo;praticamente;mai perchè comunque anche // per dire // andare a fare la spesa // la faceva sempre mia mamma io a volte glielo dicevo mamma;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBA003;#2881308;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2312773&end=2315753;2312773.0;2315753.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;vado io invece lei non si fidava non lo so oppure faceva forse piacere anche a lei uscire // mh // e quindi // e quindi sì;praticamente;// sempre a casa // però // la cosa positiva è stata che quando son ritornata giù // ho dovuto dare gli ultimi esami // che mi;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBA003;#2881399;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2352997&end=2353539;2352997.0;2353539.0;PBA003;BOR015;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;21-25;F;;stud;;;umbria;laurea;2;intervista semistrutturata;a casa perchè mi tenevo impegnata alla fine // e poi niente // poi son ritornata su l''estate // quindi appena hai potuto //;praticamente;// appena ho potuto sì erano i primi di giugno e ho iniziato // il tirocinio in presenza // e inizialmente andavo;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;
PBA003;#2881519;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2413598&end=2416303;2413598.0;2416303.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;come si doveva gestire il laboratorio era la sua // e // i ragazzi che erano sotto di lui i suoi studenti // li faceva stare;praticamente;tutti a casa // o comunque anche loro lavoravano bene da casa e quindi non venivano in laboratorio // invece io e matteo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA003;#2881719;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2492632&end=2504529;2492632.0;2504529.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;hai preferito stare qui a bologna // cioè n~ // sì // // sì assolutamente anche perchè dopo non so quanti mesi due tre mesi;praticamente;di quarantena dentro casa coi miei genitori cioè sentivo anche proprio il bisogno di // di ritornare a bologna // in quel;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PBA003;#2882601;doc#400;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA003&begin=2869548&end=2874953;2869548.0;2874953.0;PBA003;BOI056;00:53:16;;https://search.corpuskiparla.it/corpus/conversations/PBA003.html;https://search.corpuskiparla.it/corpus/conversations/PBA003_jefferson.html;26-30;F;;intell;;;lazio;laurea;2;intervista semistrutturata;volta che son venuta qua a bologna // e ci poi ci son salita altre volte tutte le volte che mi è venuto a trovare qualcuno;praticamente;son salita sulle torri // // anche prima di laurearmi quindi ho sfatato questo mito del // // non si laurea chi sale sopra;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;
KPS016;#2915545;doc#405;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS016&begin=1740708&end=1742864;1740708.0;1742864.0;KPS017;PKP083;00:35:06;;https://search.corpuskiparla.it/corpus/conversations/KPS016.html;https://search.corpuskiparla.it/corpus/conversations/KPS016_jefferson.html;21-25;F;;stud;;;sardegna;laurea in corso;3;pasto;specie // sì // sì che te l''ho dato // non è il problema della specie se è ce~ cancerogeno o meno ma le quantità che // quindi;praticamente;se tu ti mangi // xx // cinquanta semi di mela // muori // diventi un albero // bello // è c~ è come dire // cioè // non mangiate;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOA3008;#2927318;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1064715&end=1067821;1064715.0;1067821.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;non sapevo che cazzo fare mi siedo // a un certo punto inc~ vedo verdi da da lontano e allora vado e c'' è verdi con gli altri //;praticamente;questo problema l'' ha avuto anche un altro ragazzo che // noi pensavamo che lo prenotava l'' organizzazione quando ce l'';;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
TOA3008;#2927623;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1173150&end=1179605;1173150.0;1179605.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;euro e poi me li rimoborsano l'' anno cioè seicento euro che poi mi rimborsano l'' anno prossimo // ah mh beh // eh e allora;praticamente;uno degli organizzatori italiani m'' ha detto che potevo dormire da lui quella notte // e e poi per il giorno dopo avremmo;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOA3008;#2927781;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1233371&end=1241234;1233371.0;1241234.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;cardinale stefan wyszynski // eh allora comincio a parlare // e uno di quelli che era tipo quello che stava perché allora;praticamente;c'' è rossi che è tipo l'' autorità no? // è tipo quello là che // sì // eh sa tutto si è laureato con blu con una tesi su eliot;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;
TOA3008;#2928072;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1351405&end=1354546;1351405.0;1354546.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;non l'' ha detto con me // blu // comunque // ma che vo'' di''? // loro xx a te dammi del tu // comunque // eh // eh // // // e allora;praticamente;// cosa? // eh // dai // buffona // // il mio asso nella manica // e allora praticamente ehmh // okay // questo qua del eh demh;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOA3008;#2928091;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1369821&end=1372263;1369821.0;1372263.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;comunque // eh // eh // // // e allora praticamente // cosa? // eh // dai // buffona // // il mio asso nella manica // e allora;praticamente;ehmh // okay // questo qua del eh demh del manifesto // eh legge // una poe~ e e e parla di una poesia di cu~ che avrei dovuto;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOA3008;#2928139;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1394737&end=1397337;1394737.0;1397337.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;una poesia di cu~ che avrei dovuto analizzare io // // il giorno dopo // // quindi cagatissimo // paura della xx~ // ehmh e;praticamente;// eh glielo dico a verdi // e verdi simpaticissimo con le sue battute del cazzo molto simpatico un tipo alla mano una;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOA3008;#2928502;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1538620&end=1539676;1538620.0;1539676.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;mh // cioè prima tropp~ prima troppo poco e adesso troppo // va bene così // certo che va bene così // eh // e allora;praticamente;// figure di // certo // xxxxxxxxxx // aspetta deve essere perfetto xx xx così // sì era perfetto perché l'' hai xx xx;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
TOA3008;#2929130;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1832550&end=1836531;1832550.0;1836531.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;per domenica il biglietto // ragazzi che facciamo stasera? ah cazzo io devo partire // ecco una cosa del genere // eh;praticamente;il secondo giorno hanno parlato dei germanisti // prima di me // e hanno parlato di una funzione xxx // suiin fortini per;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
TOA3008;#2929469;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=1975744&end=1980316;1975744.0;1980316.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;ho fatto il mio intervento io ero emozionatissimo ho letto // invece di di di di andare a braccio // di andare a braccio //;praticamente;ho parlato fortissimo mi sono accorto dopo perché ero proprio agitato no? // ho saltato un mare di cose // perché? //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOA3008;#2940499;doc#407;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3008&begin=5476518&end=5478488;5476518.0;5478488.0;TOA3009;TO052;01:31:46;;https://search.corpuskiparla.it/corpus/conversations/TOA3008.html;https://search.corpuskiparla.it/corpus/conversations/TOA3008_jefferson.html;26-30;M;;stud;;;sicilia;laurea in corso;4;conversazione libera;e mi sbaciucchia // siamo stati anche al mare // ho visto la foto // no la foto quella è dell'' anno scorso // ora è una bambina;praticamente;// in effetti certo xx è piccola // eh // con marzia poi ne riparleremo // però // lei vorrebbe tornare insieme però io non;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;
PBB025;#2959429;doc#411;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=75394&end=85064;75394.0;85064.0;PBB025;BOI092;00:45:12;;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;;artig;;;emilia-romagna;med;2;intervista semistrutturata;per tutta bologna // e la tua zona ti piace? // e mi piaceva di più e quando sono venuta ad abitare qui perchè adesso si è;praticamente;e troppo // mh no c~ come si puo dire evoluta? boh non so e sono aumentati molto i voli sono aumentati molto i // i come si;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBB025;#2960228;doc#411;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=374047&end=386698;374047.0;386698.0;PBB025;BOI092;00:45:12;;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;;artig;;;emilia-romagna;med;2;intervista semistrutturata;del fatto che ci sia la tor~ la garisel~ ngda che stia per crollare // mh ah penso che è un peccato perchè sono il simbolo;praticamente;di bologna e spero e spero che facciano qualcosa per eh per eh non farla crollare // e anche se devono chiudere il centro io;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
PBB025;#2961938;doc#411;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=1013707&end=1022967;1013707.0;1022967.0;PBB025;BOI092;00:45:12;;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;;artig;;;emilia-romagna;med;2;intervista semistrutturata;dati in prestito o li avevi pre~ proprio comprati per l''occasione // no beh io mi sono fatta ho fatto un fai da me // e;praticamente;avevo questa tuta di jeans tutta aderente poi gli stivali li avevo il il cappello l''ho preso l''ho comprato da toys // e e;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB025;#2962975;doc#411;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=1392247&end=1400253;1392247.0;1400253.0;PBB025;BOI092;00:45:12;;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;;artig;;;emilia-romagna;med;2;intervista semistrutturata;// tipo? // buonissime // e c''è la cotoletta alla bolognese che per me è la più buona di tutta bologna quella lì // che è;praticamente;la cotoletta di maiale con den~ con sopra la crema di parmigiano e il prosciutto crudo // che è quella alla bolognese;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBB025;#2963772;doc#411;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=1685423&end=1687990;1685423.0;1687990.0;PBB025;BOI092;00:45:12;;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;;artig;;;emilia-romagna;med;2;intervista semistrutturata;invece che co~ // tacchino e piselli invece che con il manzo eccetera // e sono un po'' rivisitate come come ricette // e e;praticamente;insomma però // mi sono resa conto che negli ultimi anni due tre anni cucino molto meno // mi dedico più a altre cose ecco;;;;;1;1.0;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA025;#2968360;doc#413;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA025&begin=116586&end=120991;116586.0;120991.0;PBA026;BOR034;00:29:28;;https://search.corpuskiparla.it/corpus/conversations/PBA025.html;https://search.corpuskiparla.it/corpus/conversations/PBA025_jefferson.html;;M;;stud;;;;laurea in corso;2;intervista semistrutturata;// sud nel tera è tipo vicino al mare // ah // è // quasi sulla punta però non proprio proprio // ah okay // e // quindi sei;praticamente;bologn~ se~ sei bolognase diciamo // cento per cento cioè sei di // profondamente bolognese e // ci sono // diciamo //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA025;#2972017;doc#413;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA025&begin=1397336&end=1403119;1397336.0;1403119.0;PBA025;BOI096;00:29:28;;https://search.corpuskiparla.it/corpus/conversations/PBA025.html;https://search.corpuskiparla.it/corpus/conversations/PBA025_jefferson.html;16-20;F;;stud;;;emilia-romagna;med;2;intervista semistrutturata;quelle le aree dove // becchi gli ingorghi di persone sotto i portici sono quelle le aree insomma fai fatica a camminare;praticamente;// aha // ad esempio non immagino // oggi che son cominciati i saldi ci sarà e so~ ed è festa // ci sarà sarà terribile in;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
KPN001;#2975018;doc#415;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=153381&end=157696;153381.0;157696.0;KPN001;PKP007;00:53:21;;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;26-30;F;;intell;;;piemonte;phd;2;pasto;come il papà di elena // mh? // sei come il papà il papà di elena // te l''ho raccontato del papà di elena che mi ha aggredito;praticamente;perchè non conoscevo un vino? // veramente? // no vabbè aggredito no però sì // praticamente sono arrivata la domenica;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPN001;#2975034;doc#415;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN001&begin=160600&end=162820;160600.0;162820.0;KPN001;PKP007;00:53:21;;https://search.corpuskiparla.it/corpus/conversations/KPN001.html;https://search.corpuskiparla.it/corpus/conversations/KPN001_jefferson.html;26-30;F;;intell;;;piemonte;phd;2;pasto;di elena che mi ha aggredito praticamente perchè non conoscevo un vino? // veramente? // no vabbè aggredito no però sì //;praticamente;sono arrivata la domenica mattina // tipo? // dovevamo andare a questa cena dai parenti // mhmh // da la sorella della;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
