Reference;;;;annotation.audio_file;;;;;;;;;;;;;;;;;;;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;;
PTD015;#1641023;doc#224;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD015&begin=710896&end=712110;710896.0;712110.0;PTD015;TOI073;00:48:55;;https://search.corpuskiparla.it/corpus/conversations/PTD015.html;https://search.corpuskiparla.it/corpus/conversations/PTD015_jefferson.html;36-40;F;;intell;;;piemonte;laurea;4;intervista semistrutturata;é una zona abbastanza residenziale poi c''é la caserma // eh sempre su corso bramante per cui é tutto un // mh mh // un rione;praticamente;// utilizzato dalla vita di chi la vive insomma di chi abita lì // ehm invece via castelgomberto é una é é decisame~ perché;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPC008;#1652547;doc#226;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC008&begin=14480&end=20603;14480.0;20603.0;KPC008;PKP069;00:40:28;;https://search.corpuskiparla.it/corpus/conversations/KPC008.html;https://search.corpuskiparla.it/corpus/conversations/KPC008_jefferson.html;46-50;F;;intell;;;piemonte;phd;2;pasto;che erano le mie coinquiline all''università // grazie // da~ a trieste // a gorizia esattamente // ah a gorizia // e;praticamente;loro di queste due monica e beatrice si chiamano no una vive a milano // mhmh // eh vabbè più o meno è facile l''altra vive a;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPN022;#1661486;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN022&begin=26402&end=34366;26402.0;34366.0;KPN022;PKP076;00:31:25;;https://search.corpuskiparla.it/corpus/conversations/KPN022.html;https://search.corpuskiparla.it/corpus/conversations/KPN022_jefferson.html;56-60;F;;artig;;;veneto;med;4;pasto;arrivate in bici fino al capitello quello qua vicino alla cooperativa // poi c''e~ lì c''era un indizio // ehm dovevamo;praticamente;andare dal campetto quello di cemento dove giocano a calcio // ciao marco grazie ciao // ehm perchè c''erano vari indizi e;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPN022;#1661626;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN022&begin=76657&end=78337;76657.0;78337.0;KPN022;PKP076;00:31:25;;https://search.corpuskiparla.it/corpus/conversations/KPN022.html;https://search.corpuskiparla.it/corpus/conversations/KPN022_jefferson.html;56-60;F;;artig;;;veneto;med;4;pasto;a vabbè sì // maria rossi // vabbè e c''è sta cosa che ha il filo spinato sopra // eh // non ho la più pallida idea di cosa sia // e;praticamente;// lì siamo state dieci minuti a cercare sto biglietto // perchè non sapevamo dove fosse // e c''era anche una macchina in;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
KPN022;#1662788;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN022&begin=483494&end=488510;483494.0;488510.0;KPN024;PKP070;00:31:25;;https://search.corpuskiparla.it/corpus/conversations/KPN022.html;https://search.corpuskiparla.it/corpus/conversations/KPN022_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;posto // e quindi adesso cioè nel senso ha una posizione migliore // che figo // sempre // dentro a quell''azienda // sì // e;praticamente;si ve~ si dev~ si occupa delle vendite m // per al~ sì // m per altre varie az~ altre varie aziende eh di facebook // che figo;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPN022;#1663549;doc#228;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN022&begin=711390&end=715100;711390.0;715100.0;KPN024;PKP070;00:31:25;;https://search.corpuskiparla.it/corpus/conversations/KPN022.html;https://search.corpuskiparla.it/corpus/conversations/KPN022_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;paola na volta // no~ dove ti fermi davanti // dalla l''altra p~ lato della strada // #so mama so mama // sì dove ci sono tipo;praticamente;case popolari perchè ok // sì sì quelle quelle // sì sì // eh // è ancora // è lì // là abitava // dove andavo io quando // // //;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
KPS017;#1672880;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=825090&end=826450;825090.0;826450.0;KPS017;PKP085;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;16-20;M;;stud;;;sardegna;laurea in corso;4;pasto;al tegamino? // eh ma quella al tegamino quanti spicchi la tagli? // quella al tegami~ otto // è la la pizza torinese // è è;praticamente;è alta // è minuscola // è piccolina // eh // ah è piccola // x // ah ma è pronta? // è stranissima // no no no no praticamente si;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPS017;#1672910;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=830560&end=833260;830560.0;833260.0;KPS017;PKP085;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;16-20;M;;stud;;;sardegna;laurea in corso;4;pasto;è è praticamente è alta // è minuscola // è piccolina // eh // ah è piccola // x // ah ma è pronta? // è stranissima // no no no no;praticamente;si fa si fa adesso cerco una foto // no // cioè è gro~ // e allora? // è alta // tipo una tort~ cioè // è una pizza che si fa eh eh //;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPS017;#1676541;doc#230;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=1562070&end=1563190;1562070.0;1563190.0;KPS017;PKP085;00:40:23;;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;16-20;M;;stud;;;sardegna;laurea in corso;4;pasto;fatto lui tutto questo pia~ // la pasta l''ho l''ho l''ho finit~ // ma e questa pasta? // sono paccheri // cosa sono? // però;praticamente;ho fatto così // ho fatto // eh ho messo il guanciale in padella così suda bene e esce tutto il grasso // il guanciale;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3001;#1681458;doc#231;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=86057&end=88798;86057.0;88798.0;BOA3001;BO002;01:08:22;;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;2;conversazione libera;// lui era quello che si scriveva // con quella // che poi si è messa co un altro e l'' ha trattato malissimo // ah sì // cioè lei;praticamente;l'' ha illuso poi // l'' ha mollato // sì // quindi secondo me lui sarebbe anche capace di mantenere una relazione anche a;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
BOA3001;#1687220;doc#231;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2124207&end=2129983;2124207.0;2129983.0;BOA3001;BO002;01:08:22;;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;2;conversazione libera;un altro ier sera nun ce la facevo però son rimasta a metà // no sì sì // // lì lì // che c'' è aragon bellissimo // cioè;praticamente;frodo sta sv~ tipo muoren~ morendo no però svenendo // sì // sì // e invece e vede aragon uscire dall'' ombra con il fuoco in;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
TOD1005;#1698864;doc#232;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1005&begin=2472943&end=2474193;2472943.0;2474193.0;TOD1005bis;TO017;01:02:06;;https://search.corpuskiparla.it/corpus/conversations/TOD1005.html;https://search.corpuskiparla.it/corpus/conversations/TOD1005_jefferson.html;31-35;M;;intell;;;piemonte;phd;1;lezione;perché ovviamente fare un atlante con // questo grado di precisione // su un'' area enorme come il mondo arabo // è;praticamente;impossibile // okay // ehmh // ci si può lavorare è stato fatto su alcune zone ci sono a~ aree // più dettagliate però // è un;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;
PBB004;#1711507;doc#234;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB004&begin=1143822&end=1148152;1143822.0;1148152.0;PBB004;BOI012;00:35:54;;https://search.corpuskiparla.it/corpus/conversations/PBB004.html;https://search.corpuskiparla.it/corpus/conversations/PBB004_jefferson.html;56-60;M;;oper;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;i cavalli e i carri quelle cose lì // mh // anche secondo te gina // penso di sì non c''ho mai pensato // per eh ci dividere;praticamente;la gente a piedi da dal traffico // coi carri gli animali quelle cose lì // e secondo voi a che periodo risalgono i portici;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPN013;#1717887;doc#235;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN013&begin=1023773&end=1031020;1023773.0;1031020.0;KPN017;PKP057;00:54:45;;https://search.corpuskiparla.it/corpus/conversations/KPN013.html;https://search.corpuskiparla.it/corpus/conversations/KPN013_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;pasto;capito io // xxx // era così brutta che nessuno ci poteva pensare // sto male // e // è buono? // è buonissimo raga // e niente;praticamente;lei ha pubblicato nel novantotto una serie di racconti che però non sono mai stati trovati in altre lingue no? //;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
KPN013;#1717918;doc#235;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN013&begin=1034940&end=1038090;1034940.0;1038090.0;KPN017;PKP057;00:54:45;;https://search.corpuskiparla.it/corpus/conversations/KPN013.html;https://search.corpuskiparla.it/corpus/conversations/KPN013_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;pasto;di racconti che però non sono mai stati trovati in altre lingue no? // racconti brevi allora hanno scelto uno // che io;praticamente;devo tradurre in italiano // e poi commentare la mia traduzione // bello // faccio la tesi su x cioè è un racconto di da;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PTB008;#1724954;doc#236;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB008&begin=123278&end=129830;123278.0;129830.0;PTB008;TOI024;00:25:20;;https://search.corpuskiparla.it/corpus/conversations/PTB008.html;https://search.corpuskiparla.it/corpus/conversations/PTB008_jefferson.html;76-80;F;;pens;;;piemonte;med;3;intervista semistrutturata;i dialetti // come mh con i suoi genitori quando era piccola fratelli // eh // ma eh diciamo mh // in famiglia eh piemontese;praticamente;solo che c''era mio nonno che abitavamo insieme // che era calabrese // ah // papà di mia mamma // e quindi lui parlava;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PBA026;#1734603;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=29530&end=31758;29530.0;31758.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;che abito a bologna // perché prima ho vissuto a san lazzaro // cioè prima alla ponticella poi a san lazzaro // mhmh // per;praticamente;tutta la mia vita // e a settembre duemilaventitré mi son trasferito qui // quindi bologna bologna // ci sono nato e ci sto;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PBA026;#1735559;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=399984&end=403100;399984.0;403100.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;ha mh la sede a modena quindi dove lavora // eh e quindi dovendo uscire // praticament~ prima del covid // dovendo uscire;praticamente;ogni giorno per andare a modena // ci portava alla fermata del bus già diciamo in in città // in città // sì sì certo ha senso;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA026;#1737002;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=988391&end=991100;988391.0;991100.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;che prendon sempre voti alti // tutta la classe con lei in matematica e in elettrotecnica aveva sempre sei // o meno //;praticamente;nessuno riusciva a prender più di sei // e lei si lamentava con noi diceva eh non studiate non studiate // ma dopo tre anni;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PBA026;#1737266;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=1089462&end=1090621;1089462.0;1090621.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;niente // mhmh // e questo atteggiamento poi // allora non ce l''aveva mica solo lui ce l''avevano tutti i professori //;praticamente;quindi // anche lì è stato è stato molto difficile // ehm se c''eran dei problemi metterli a posto // perché // eh;;;;;1;1.0;;;;;;;;;;;1;;;;;;;;;;;;;;
PBA026;#1739193;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=1880887&end=1882480;1880887.0;1882480.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;quattro metri e cinquanta // quindi fatta per saltare oltre i cinque metri // stavo stavo provando quest''asta qui // e;praticamente;// più l''asta è lunga // più // tu ci devi mettere forza e più devi correre veloce // per riuscire a piegare quest''asta // io;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBA026;#1739920;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=2196317&end=2199391;2196317.0;2199391.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;non seppe darmi una risposta // ehm // due settimane dopo i campionati italiani di squadra // il il mio allenatore // eh;praticamente;non riuscì più a seguirmi // perché e il presidente // gli aveva mandato un sacco di ragazzi aveva formato un gruppo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA026;#1740284;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=2343787&end=2348259;2343787.0;2348259.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;cavallo // ehm sbarra e parallele // io faccio sbarra e parallele // c''ho le mani aperte // aperte // sì // e quindi // sono;praticamente;fermo adesso perché no~ posso fare solo potenziamento // mhmh // ah beh dai ma t~ guarirai subito // penso // mah eh // cioè;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;
PBA026;#1740791;doc#238;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA026&begin=2515234&end=2520840;2515234.0;2520840.0;PBA026;BOI105;00:55:57;;https://search.corpuskiparla.it/corpus/conversations/PBA026.html;https://search.corpuskiparla.it/corpus/conversations/PBA026_jefferson.html;16-20;M;;tec;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;però i~ natale lo passi in famiglia comunque? // x xx // natale in famiglia sempre passato in famiglia // e la sera mi sono;praticamente;sempre visto con con i miei amici quindi // la la mia tradizione a natale è il pranzo // alla mattina e pranzo con la;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
KPC003;#1744893;doc#240;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC003&begin=385026&end=391752;385026.0;391752.0;KPC002;PKP093;00:30:56;;https://search.corpuskiparla.it/corpus/conversations/KPC003.html;https://search.corpuskiparla.it/corpus/conversations/KPC003_jefferson.html;21-25;M;;stud;;;toscana;laurea in corso;2;pasto;// ma te io vedo un cerchio // no ma ve~ le luci che fanno tipo a~ e h asterisco // no io vedo un cerchio // no il cerc~ cioè //;praticamente;il cerchio è diciamo tipo il il il faro da cui parte la luce ma poi dopo c''è una specie di asterisco // forse sei astigmatico;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;
KPC003;#1745807;doc#240;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC003&begin=854484&end=858050;854484.0;858050.0;KPC002;PKP093;00:30:56;;https://search.corpuskiparla.it/corpus/conversations/KPC003.html;https://search.corpuskiparla.it/corpus/conversations/KPC003_jefferson.html;21-25;M;;stud;;;toscana;laurea in corso;2;pasto;è il mio nonno paterno e mh // mh mh // e poi n''ha avuto un altro di questi macchinari non so se era per la pressione // però era;praticamente;per il coso che che ti buchi un dito // quello è per mh la glicemia il diabete // eh sì per la glicemia sì perchè div~ mh mh ci ha;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;1
PBB011;#1750742;doc#241;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB011&begin=868038&end=869807;868038.0;869807.0;PBB009;BOR007;00:22:57;;https://search.corpuskiparla.it/corpus/conversations/PBB011.html;https://search.corpuskiparla.it/corpus/conversations/PBB011_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;sotto questo aspetto // non riescono più ad avere // senso civico ecco // mhmh // sì // sì // ehm // essendo // i portici // mh;praticamente;ovunque a bologna no? // cioè magari quando vai ne~ in un''altra città oppure nella tua città natale // cioè che effetto f~;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBA018;#1771550;doc#244;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA018&begin=629281&end=632883;629281.0;632883.0;PBA018;BOI082;00:35:01;;https://search.corpuskiparla.it/corpus/conversations/PBA018.html;https://search.corpuskiparla.it/corpus/conversations/PBA018_jefferson.html;21-25;M;;oper;;;campania;dip_lic;2;intervista semistrutturata;// sì no dicevo che i lati positivi di sto lavoro // che mh // cioè non è un lavoro fisso // mh // quindi ti permette cioè;praticamente;da contratto sarebbe che // okay // tu devi farti minimo ottanta giornate // massimo centottanta // mh nell''arco di // di;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;
PBA018;#1772115;doc#244;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA018&begin=799158&end=801874;799158.0;801874.0;PBA018;BOI082;00:35:01;;https://search.corpuskiparla.it/corpus/conversations/PBA018.html;https://search.corpuskiparla.it/corpus/conversations/PBA018_jefferson.html;21-25;M;;oper;;;campania;dip_lic;2;intervista semistrutturata;in eh // quaranta persone più o meno // okay // quindi sia~ siamo in un po'' // e ogni giorno sei con gente diversa // cioè te;praticamente;arrivi in magazzino c''hai un foglio // in cui stanno scritte tutte le squadre // okay // con i mezzi che devi portarti i;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;
PBC013;#1777769;doc#245;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=955490&end=961160;955490.0;961160.0;PBC013;BOI035;01:08:09;;https://search.corpuskiparla.it/corpus/conversations/PBC013.html;https://search.corpuskiparla.it/corpus/conversations/PBC013_jefferson.html;76-80;F;;pens;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;preso un camioncino e ha cominciato a fare l''autotrasportatore // e abbiamo anche cambiato casa ma passando di fronte;praticamente;mh // e dopo qualche anno ancora di nuovo andando un pochino più avanti la bolognina è sempre stata il luogo dove han;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
PBC013;#1785297;doc#245;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC013&begin=3985307&end=3986352;3985307.0;3986352.0;PBC013;BOI035;01:08:09;;https://search.corpuskiparla.it/corpus/conversations/PBC013.html;https://search.corpuskiparla.it/corpus/conversations/PBC013_jefferson.html;76-80;F;;pens;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;// qui facciamo una mangiata di pizza che ci facciamo portare da quella pizzeria // in modo tale da dargli del lavoro //;praticamente;// sì sì sì // e e da lasciargli anche un margine nel senso quel compagno ha novantadue anni sai? // però // io gli voglio un;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PBB015;#1791632;doc#247;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB015&begin=620283&end=625751;620283.0;625751.0;PBC013;BOR009;00:22:45;;https://search.corpuskiparla.it/corpus/conversations/PBB015.html;https://search.corpuskiparla.it/corpus/conversations/PBB015_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;intervista semistrutturata;// mamma mia // è vero ormai sono ovunque // sì sì // quindi // ma e rispetto alle biciclette come com~ cioè bologna;praticamente;è popolata da biciclette // n~ io quando sono a piedi mi disturbano le biciclette // okay // dovessi guidare un autobus;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;
BOD1006;#1798878;doc#248;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=2068128&end=2069723;2068128.0;2069723.0;BOD1006;BO099;01:31:07;;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;66-70;F;;intell;;;emilia-romagna;phd;1;lezione;o anche con l'' atto unico insomma // i futuristi sostenevano la necessità di un'' estrema sintesi // quindi erano;praticamente;// come dei canovacci della commedia dell'' arte i loro testi erano appunto si chiamano sintesi di una paginetta;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PTB004;#1807000;doc#249;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB004&begin=266831&end=270759;266831.0;270759.0;PTB005;TOI019;00:43:01;;https://search.corpuskiparla.it/corpus/conversations/PTB004.html;https://search.corpuskiparla.it/corpus/conversations/PTB004_jefferson.html;over 85;F;;pens;;;basilicata;elem;3;intervista semistrutturata;a imparare il mestiere avevano messo la bottega insieme // e sono andati avanti sempre insieme li ha divisi la morte;praticamente;// cioè erano come fratelli in pratica // come fratelli sì // e tu lavoravi ad avigliano avevi un lavoro? // io // allora //;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PTB004;#1807186;doc#249;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB004&begin=328239&end=329759;328239.0;329759.0;PTD016;TOR004;00:43:01;;https://search.corpuskiparla.it/corpus/conversations/PTB004.html;https://search.corpuskiparla.it/corpus/conversations/PTB004_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;intervista semistrutturata;il filo // e si faceva tessere si portava così mia mamma tesseva per gli altri così // certo // ecco // e // quindi tu l~;praticamente;// e io praticamente eh // non è che una giù impara solo quella cosa lì // c''è il telaio in casa allora // ero anche ero anche;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;
PTB004;#1807590;doc#249;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB004&begin=450869&end=452904;450869.0;452904.0;PTD016;TOR004;00:43:01;;https://search.corpuskiparla.it/corpus/conversations/PTB004.html;https://search.corpuskiparla.it/corpus/conversations/PTB004_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;intervista semistrutturata;mh sì // o si andava alla fiume no il fiume non c''è a avigliano cioè mh // ci son le fiumare // mh // ah che è un come un torrente;praticamente;// sì // e quindi poi ci sono i lavatoi // pubblici così e insomma // si cercava di andare a quello perchè a quello c''era;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;
PTB004;#1811723;doc#249;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB004&begin=1774363&end=1777985;1774363.0;1777985.0;PTB005;TOI019;00:43:01;;https://search.corpuskiparla.it/corpus/conversations/PTB004.html;https://search.corpuskiparla.it/corpus/conversations/PTB004_jefferson.html;over 85;F;;pens;;;basilicata;elem;3;intervista semistrutturata;poi non v~ xx nella scuola in tutto s~ da g~ siamo cresciuti con quello // certo // fino a quindi~ mh fino al quarantacinque;praticamente;// eh già perchè tu hai fatto scuola in quel periodo // io ho fatto scuola dal trentasette al quarantatrè // com''era;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;
BOD2017;#1817230;doc#250;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2017&begin=1064525&end=1067168;1064525.0;1067168.0;BOD2017;BO121;00:25:10;;https://search.corpuskiparla.it/corpus/conversations/BOD2017.html;https://search.corpuskiparla.it/corpus/conversations/BOD2017_jefferson.html;21-25;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;ho sempre avutohm // il primo anno ero proprio lontano da tutti i @abitantipaese // proprio era una cosa che mi imponevo;praticamente;// quindi hai fatto amici all'' università e poi // quindi ho passato il mio primo anno a vivere completamente con eh //;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;
PBC020;#1818786;doc#251;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=178670&end=183022;178670.0;183022.0;PBC020;BOI047;00:50:27;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;71-75;M;;pens;;;emilia-romagna;dip_lic;3;intervista semistrutturata;oppure eh dislocate altrove e così via per cui la caratterizzazione di quartiere operaio // eh è venuta a mancare;praticamente;// e pur rimanendo qui molte eh abitazioni molti palazzi palazzoni eccetera eccetera di edilizia popolare o meno // eh;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;
KPC009;#1836580;doc#252;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=2851856&end=2853686;2851856.0;2853686.0;KPC009;PKP090;01:04:17;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;pasto;che me guardasse // poi dopo me sembra che un''altra volta uguale el venerdì sera ha fissato tutto el tempo // mh // e in più;praticamente;eh // c''ero solo io e la madda quindi ovvio che ha salutato a me perchè dietro c''avevo dietro mh c''avevo el muro //;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
KPC009;#1836605;doc#252;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC009&begin=2860660&end=2867270;2860660.0;2867270.0;KPC009;PKP090;01:04:17;;https://search.corpuskiparla.it/corpus/conversations/KPC009.html;https://search.corpuskiparla.it/corpus/conversations/KPC009_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;pasto;eh // c''ero solo io e la madda quindi ovvio che ha salutato a me perchè dietro c''avevo dietro mh c''avevo el muro //;praticamente;è venuto là e m''ha fatto m''ha guardato e m''ha fatto ma vicino eh m''ha fatto ciao // io così // // cioè ma chi el conosce? // è;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;
