Reference;Token number;Document number;Anno di raccolta;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;annotation.audio_file;Left;KWIC;Right;Non SD;Test dell'omissione;Test della reggenza sintattica;Test prosodico;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PBC024;#784759;doc#111;;1967030;1974120;BOI103;PBC024;;;https://search.corpuskiparla.it/corpus/conversations/PBC024.html;https://search.corpuskiparla.it/corpus/conversations/PBC024_jefferson.html;over 85;F;;pens;;;emilia-romagna;med;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC024&begin=1967030&end=1974120;// mhmh // poi dopo lo lo faccio cuoce~ lo metto dentro tutto o~ assieme che de~ de~ diventa tutto un zabaglione // mhmh //;diciamo;così poi dopo lo mollo~ lo metto dentro nel tegame dove c''è la camicia e la metto a cuocere // poi lo copro lo metto dentro a; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBC018;#795887;doc#112;;1978060;1980500;BOI043;PBC018;;;https://search.corpuskiparla.it/corpus/conversations/PBC018.html;https://search.corpuskiparla.it/corpus/conversations/PBC018_jefferson.html;71-75;M;;pens;;;emilia-romagna;med;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC018&begin=1978060&end=1980500;niente io // io qua non mi ricoro quando e~ guidavo delle volte per dire f~ eh dato che delle linee bologna // molte sono //;diciamo;fanno lo stesso percorso poi dopo // deviano per andare // dove devono andare delle volte // dovevi pensare aspetta //; ;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;
PTA001;#829595;doc#118;;1161310;1162705;TOI001;PTA001;;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1161310&end=1162705;vai fai // #no cazzo la domanda è spiega il papocc giulio // # ah il papocc // #eh il papocc è // ma proprio l''origine // vabbè;diciamo;che // è il nome di un personaggio de dedelle mie parti // ehm // xxx // ed è diventato anche un nome di un cocktail di un;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA001;#830641;doc#118;;1507011;1510517;TOI001;PTA001;;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=1507011&end=1510517;te il tempo // anche se poi non sempre ti sarà possibile ma // mhmhmh // beh sei più autonomo nel farlo comunque // sì;diciamo;che se voglio andare a prendere i miei figli a scuola perchè diciamo che a villarbasse // xxxx // qualcuno li deve andare a;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA001;#832856;doc#118;;2110510;2116000;TOI001;PTA001;;;https://search.corpuskiparla.it/corpus/conversations/PTA001.html;https://search.corpuskiparla.it/corpus/conversations/PTA001_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA001&begin=2110510&end=2116000;uno di quei calcioni che // vabbè // ma io dico ai campetti // mi recuperano la gamba // // // in un altro stadio // // mh eh //;diciamo;che se sali di livello col gioco è più facile per tu~ cioè per gente come me è più facile // cioè finche giochi in campi come;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS017;#860219;doc#120;;2276675;2278755;PKP087;KPS017;;;https://search.corpuskiparla.it/corpus/conversations/KPS017.html;https://search.corpuskiparla.it/corpus/conversations/KPS017_jefferson.html;81-85;F;;pens;;;sardegna;med;4;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS017&begin=2276675&end=2278755;certo // e io ne ho grattugiata una simile a quella li // poi io // ce n''erano due // queste eh // no questa è questa è vecchia;diciamo;// è stata aperta // ah si // una volta che prende aria // e diventa // e diventa com~ // diventa così piano piano // ah //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTB014;#875069;doc#122;;2439765;2443504;TOI049;PTB014;;;https://search.corpuskiparla.it/corpus/conversations/PTB014.html;https://search.corpuskiparla.it/corpus/conversations/PTB014_jefferson.html;over 85;M;;pens;;;veneto;elem;5;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB014&begin=2439765&end=2443504;qualche // avete fatto voi certo // sì // scaramuccia perché // ma come // i tedeschi comincia~ quando c''é stato la fine;diciamo;// mh // adesso eh é lì che non riesco // ah mh mh eh a legare // // mh mh // quando c''é stata la liberazione // ogni paese aveva; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PTB014;#876407;doc#122;;2797000;2801409;TOI050;PTB014;;;https://search.corpuskiparla.it/corpus/conversations/PTB014.html;https://search.corpuskiparla.it/corpus/conversations/PTB014_jefferson.html;over 85;F;;pens;;;puglia;elem;5;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB014&begin=2797000&end=2801409;gino a me mi mi // mi eh medicavano al campo santo dove c''era il campo santo lì // mi mi c''era una cosa che disinfettavano;diciamo;tutte ste ferite // mh mh // lì delle bombe incediarie o cosa // mh mh // le schegge // però é andato tutto perso ma tanto noi; ;;;;1;;;;;;;;;;;;;;;;;1;;;;1;;;;0;;
PTB014;#878033;doc#122;;3247924;3251614;TOI050;PTB014;;;https://search.corpuskiparla.it/corpus/conversations/PTB014.html;https://search.corpuskiparla.it/corpus/conversations/PTB014_jefferson.html;over 85;F;;pens;;;puglia;elem;5;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB014&begin=3247924&end=3251614;da fare qua // // ma faccio le foto guardi non si preo~ fai tu? // sì noi faccio io? // come vuoi // qui c''é tutto il racconto;diciamo;dei venti mesi // #ma me o d''auti? // no di tutti // no valle po é roba sua questa // valle po // é roba mia sono stato anche lì //; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA011;#898397;doc#125;;60404;63989;BOI070;PBA011;;;https://search.corpuskiparla.it/corpus/conversations/PBA011.html;https://search.corpuskiparla.it/corpus/conversations/PBA011_jefferson.html;21-25;M;;comm;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA011&begin=60404&end=63989;piace la vostra zona? // sì // a te? // abbastanza dai // perchè? // eh è una zona in cui comunque sei cresciuto e quindi // //;diciamo;che mi ha dato xxxxxx però // // perchè ridi? // vedo perchè // che dire cioè nel senso quando cresci in una zona dove //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA011;#902704;doc#125;;1278069;1279337;BOI070;PBA011;;;https://search.corpuskiparla.it/corpus/conversations/PBA011.html;https://search.corpuskiparla.it/corpus/conversations/PBA011_jefferson.html;21-25;M;;comm;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA011&begin=1278069&end=1279337;ci sono anche dei periodi dove vai più in discoteca e te ne sbatti il cazzo di andare zamboni o in piazza verdi no? // vero //;diciamo;che è è varia // a volte invece vai a fare una passeggiata in piazza maggiore ti siedi nella scalinata e stai lì eh // cioè //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA011;#905054;doc#125;;1874415;1877192;BOI070;PBA011;;;https://search.corpuskiparla.it/corpus/conversations/PBA011.html;https://search.corpuskiparla.it/corpus/conversations/PBA011_jefferson.html;21-25;M;;comm;;;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA011&begin=1874415&end=1877192;vi // fare parte di // certo di quel mondo eh // del successo di una persona // certo // è bello no? // quindi // eh ovvio //;diciamo;che abbiam bevuto tutti no? // tipico da universitari no? // e infatti noi noi i bolognesi li prendiamo proprio per il;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#907240;doc#126;;202606;211020;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=202606&end=211020;stanze quindi non ci sono molti // dei~ dei gran spazi però // sono due appartamenti piccolini che però insomma sommati;diciamo;che la rendono comunque abbastanza vivibile ecco non troppo angusta // bene // però non è non è molto grande ecco // e il;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#907433;doc#126;;276766;283306;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=276766&end=283306;bello // ehm c'' è una stanza preferita in casa o // eh sì c'' è una stanza che è quella che condividiamo io e mia sorella dove;diciamo;// abbiamo // un salottino con un divano una tv con sky quindi diciamo che quello è un po'' la stanza combattuta e entrambi; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD2008;#907823;doc#126;;424758;432663;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=424758&end=432663;// quindi buoni primi e però comunque con anche // con anche possibilità di magari mangiare qualcosa di un po'' più;diciamo;raffinato non so delle carni // gnocco e tigelle è comunque un un ristorante tipico non troppo rustico diciamo // bene //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOD2008;#908047;doc#126;;521617;530345;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=521617&end=530345;persone era molto piccolo e infatti // quando io sono iniziato a crescere // abbiamo abbiamo avuto l'' opportunità di;diciamo;di di comprare anche l'' appartamento sottostante quindi abbiamo potuto // eh collegarli e quindi ampliare la la casa; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
BOD2008;#908646;doc#126;;738201;746428;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=738201&end=746428;spesso e // mh // ed è una cosa che si sente per quanto io mi trovi bene // e in famiglia e in casa però ogni tanto senti un po'' lo;diciamo;l'' oppressione data semplicemente dal fatto che a una certa età // uno vuole ritagliarsi anche i suoi spar~ i propri; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
BOD2008;#909197;doc#126;;942149;947536;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=942149&end=947536;diciamo che quando appoggi la pentola cioè lui scalda molto pri~ fa molto prima del gas cioè del fuoco // okey // e poi cioè;diciamo;che è un~ è un metodo nuovo di cioè // di cottur~ cioè di dimh no? di cottura però cioè per // per sistemare un piano cottura;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#909232;doc#126;;954479;955072;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=954479&end=955072;// di cottur~ cioè di dimh no? di cottura però cioè per // per sistemare un piano cottura // ma è più ecologico anche? //;diciamo;evi~ // eh questo non lo so sinceramente però tipo eviti // molti molti sprechi secondo me e anche molto // cioè ad esempio; ;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;0;;
BOD2008;#910143;doc#126;;1231746;1235019;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1231746&end=1235019;però // poi // no sì sì abbiam fatto // ma andavate a scuola? facevate dei corsi? // sì facevam~ beh quella settimana lì;diciamo;che lui // con con i ragazzi con cui ovviamente con me era da solo con gli altri ragazzi francesi speso giravano // senza di;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#910559;doc#126;;1349590;1352590;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1349590&end=1352590;// pazzesco // un po'' sì // no ci sta // e in erasmus però non sei andato // no no // come mai? non ti piacerebbe non // mh no no;diciamo;chemh // non essendo cioè non essendo mai stato in pari con gli studi no~ diciamo che non mi è mai venuto neanche in mente l'';1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#910828;doc#126;;1437309;1440300;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1437309&end=1440300;no gli esami me ne mancano mh paradossalmente pochi ma mi sembra un'' infinità perché mi mancano cinque esami // però sono;diciamo;che faccio // faccio fatica con la // con la quotidianeità che mi sono creato adesso a ritagliare a ritagliare spazi per;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2008;#911347;doc#126;;1623470;1628177;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1623470&end=1628177;che è una cosa un po'' a chiamata quando // beh però ogni tanto // quando ha bisogno il weekend un giorno a settimana capita;diciamo;// quindi anche lì dipende un po'' da ovviamente dalla // ah okay // dallemh // dalla mia disponibilità ma anche dal // da; ;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
BOD2008;#911453;doc#126;;1665511;1669659;BO053;BOD2008;;;https://search.corpuskiparla.it/corpus/conversations/BOD2008.html;https://search.corpuskiparla.it/corpus/conversations/BOD2008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1665511&end=1669659;comunque un po'' ritagliare appunto da dedicare ai miei amici // a eventuali ragazze // qualsiasi cosa capiti però // io;diciamo;che lui lo dice un po'' all'' ultimo e questa cosa un po'' gliela critico // lui mi critica la poca voglia di andare ma io;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD019;#917994;doc#128;;702609;708417;TOI011;PTD019;;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=702609&end=708417;sono comodo nel posto di lavoro dove abito e insomma e e quindi diciamo che // mhmh // // certo // e e e essendo comunque;diciamo;tendenzialmente una città un pochino più a misura d''uomo rispetto ad altre città // io non mi trovo male // mhmh mh // e; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PTD019;#918070;doc#128;;726055;729678;TOI011;PTD019;;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=726055&end=729678;// anche da un punto di vista della tecnologia diciamo che milano è proprio lab // dove crescono le cose e dove ci sono;diciamo;le aziende // mh mhmh // che fanno innovazione e che fanno cose un po'' più fighe // mhmh // poi anche qua ci sono un sacco di; ;;;;1;;;;;;;;;;;;;;;;1;;;;;1;;;;1;;
PTD019;#918251;doc#128;;784080;787897;TOI011;PTD019;;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=784080&end=787897;genere di città con stipendi più alti ma anche con un costo della vita diverso // e in linea di massima n~ non mi lamento;diciamo;// okay // quindi la soluzioneè? // xxx // quindi la soluzione è xxarsi esatto // // ehm e appunto pensate sarebbe meglio; ;;;;1;;;;;;;;;;;;1;;;;;;;;;;;1;;1;;
PTD019;#918656;doc#128;;908089;914655;TOI011;PTD019;;;https://search.corpuskiparla.it/corpus/conversations/PTD019.html;https://search.corpuskiparla.it/corpus/conversations/PTD019_jefferson.html;31-35;M;;comm;;;lombardia;dip_tec_prof;4;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD019&begin=908089&end=914655;e quindi per me cioè nel senso non è casa mia // mhmh // mh io sono n~ nato e cresciuto in un altro posto che non è una città con;diciamo;tutte le altre logiche // mhmh // e // tendenzialmente a me pe~ piacerebbe o comunque sono nel processo di // // e di; ;;;;1;;;;;;;;;;;;;1;;;;;;;;;;1;;1;;
