Reference;Token number;Document number;Anno di raccolta;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;annotation.audio_file;Left;KWIC;Right;Non SD;Test dell'omissione;Test della reggenza sintattica;Test prosodico;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
PBB012;#633300;doc#89;;1832810;1834770;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=1832810&end=1834770;siccome anche conosco bene valentino dell''anpi // da lì anch''io dopo ho cercato di di fare il possibile per // mantenere;diciamo;questo filo // questo contatto con // con le scuole e // per dare la mia testimonianza molto indiretta // però insomma; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBB012;#634503;doc#89;;2263130;2264670;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2263130&end=2264670;marani a ricostruire la vicenda anche questa // è interessante ascoltarlo da lui // perchè // già questa è una storia;diciamo;// perchè all''inizio non è stato facile // è andato a // intanto ha sc~ // è partito dai registri delle scuole // cioè lui ha; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBB012;#634928;doc#89;;2444775;2448655;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2444775&end=2448655;insomma quest''amico di // di robert e eh è ricercato lui scappò nei boschi // // e dice che probabilmente fu quello //;diciamo;la scintilla che fece poi catturare i weisz // ah cavolo // perchè dopo // e anche andarono a casa di la polizia //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBB012;#635427;doc#89;;2631385;2635130;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2631385&end=2635130;// fosse stato un // un lavoratore in qualche altro settore normale non so // un impiegato // o mh // una persona;diciamo;con un lavoro normale fra virgolette cioè non // senza notorietà diciamo // mh // eh sarebbe sì eh // mio papà si è; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBB012;#635998;doc#89;;2849590;2850290;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2849590&end=2850290;di matteo marani // e un po'' quello che mi ha detto mio p~ mio papà insomma // e soprattutto dalle mh // da quello che si può //;diciamo;// eh // trarre proprio dalle lettere // queste poche lettere // e // appunto come dicevo prima // anche lì cercando di; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBB012;#636084;doc#89;;2888495;2890405;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2888495&end=2890405;// ecco eh // mh // e // sempre una speranza di comunque di // farsi una nuova vita // e quindi questa // questo olocausto;diciamo;questa // è stato veramente // mh // nascosto fino alla fine in senso come // eh // mh // soluzione finale diciamo ecco // sì; ;;;;1;;;;;;;;;;;;;;1;;;1;;;;;;;;0;;
PBB012;#636107;doc#89;;2898230;2899750;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2898230&end=2899750;diciamo questa // è stato veramente // mh // nascosto fino alla fine in senso come // eh // mh // soluzione finale;diciamo;ecco // sì // è stato tutto una // ben architet~ ben architettato ecco perchè // infatti come sì // ripeto ancora come; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBB012;#636140;doc#89;;2908910;2912320;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2908910&end=2912320;ben architettato ecco perchè // infatti come sì // ripeto ancora come matteo marani ha detto è stato un lento scivolare;diciamo;// mhmh // quasi // senza percepire // diciamo la fine ecco // quale sarebbe stata la fine // mh // eh dov''è che sono; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBB012;#636255;doc#89;;2949415;2952685;BOI039;PBB012;;;https://search.corpuskiparla.it/corpus/conversations/PBB012.html;https://search.corpuskiparla.it/corpus/conversations/PBB012_jefferson.html;51-55;M;;comm;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB012&begin=2949415&end=2952685;sta~ le ha~ le conservano loro // adesso non credo le abbiano in esposizione // okay // ma le hanno le conservano loro ecco;diciamo;// sono queste sono solo le // delle fotocopie // delle lettere // tra l''altro qui si vede // ecco la prima è risultata; ;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;0;;
KPC008;#641215;doc#90;;1597964;1602267;PKP063;KPC008;;;https://search.corpuskiparla.it/corpus/conversations/KPC008.html;https://search.corpuskiparla.it/corpus/conversations/KPC008_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;2;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC008&begin=1597964&end=1602267;// e // eccolo foer se nulla importa perchè mangiamo gli animali // però // ah // questi poi sono tutti quelli legati al;diciamo;ecco l''ambiente alimentare // mh // anche il dilemma dell''onnivoro è interessante // mh // vandana shiva il bene comune; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBB014;#643916;doc#91;;51405;55318;BOR005;PBB014;;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=51405&end=55318;trasferita qua da piccolina poi io sono cresciuta a casalecchio // mhmh // okay // ehm appunto casalecchio? // quindi;diciamo;negli anni in cui ci sei cresciuta come ti sembrava come quartiere? // ma molto tranquillo io poi abitavo // nella zona; ;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBB014;#644528;doc#91;;197598;201188;BOR005;PBB014;;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=197598&end=201188;belli aspetti non nego però questa cosa è nostra dai // x // esa~ // sì che la rende proprio unica // sì // mhmh mhmh // e però;diciamo;che alcuni portici potrebbero essere tenuti un po'' meglio // // sì sì sicuramete ma ci son delle zone vip // // che c''è il;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB014;#644948;doc#91;;295638;297180;BOR005;PBB014;;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=295638&end=297180;quello no però // // bello // quello // quello sì assolutamente // e poi ecco hai detto che ci sono delle zone che sono //;diciamo;un po'' più trasandate // mh // credo non solo a livello di portici intendevi // no no no no no no no no proprio a livello di //; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBB014;#645146;doc#91;;344621;346240;BOR005;PBB014;;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;21-25;M;;stud;;;marche;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=344621&end=346240;case nuove adesso non so se hai presente proprio f~ visivamente la ona però negli anni han costruito molto x x // mhmh sì //;diciamo;dall''autostrada si vede un po'' // sì però costruirono hanno costruito qualche anno fa molti edifici molte case e; ;;;;1;;1;;;;;;;;;1;;;;;;;;;;1;;;;1;;
PBB014;#646304;doc#91;;633246;634909;BOI041;PBB014;;;https://search.corpuskiparla.it/corpus/conversations/PBB014.html;https://search.corpuskiparla.it/corpus/conversations/PBB014_jefferson.html;46-50;F;;oper;;;estero;dip_lic;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=633246&end=634909;urbano non l''hai mai fatto // sì no lo facciamo perchè noi negli anni poi ci hanno rie~ mh // mh // nel mezzo del nostru turno;diciamo;nei // mh a unità di turni ci danno delle dei tratti di turni urbani // mhmh // ci danno un due tre quattro ore di urbano da; ;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;0;;
PTD021;#653153;doc#92;;614950;619919;TOI012;PTD021;;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=614950&end=619919;// fuori dal mondo no assolutamente no la fumetteria perchè comunque è il mondo in cui son cresciuto // fin da bambino;diciamo;che quello che sono oggi in parte lo devo a tutte quelle persone che ho conosciuto in questi negozi // mh mh // e tuttora c~;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD021;#653432;doc#92;;690836;692007;TOI012;PTD021;;;https://search.corpuskiparla.it/corpus/conversations/PTD021.html;https://search.corpuskiparla.it/corpus/conversations/PTD021_jefferson.html;31-35;M;;oper;;;piemonte;dip_tec_prof;5;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD021&begin=690836&end=692007;co~ infatti infatti infatti certo // ma quello in tu~ qualunque cosa tu stia andando a comprare // sì sì sì sì // certo //;diciamo;che ovviamente // il commesso che vende // conoscendo quello che sta vendendo oltre a darti quello che vuoi tu // fa come;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD2015;#677197;doc#94;;889585;893080;BO114;BOD2015;;;https://search.corpuskiparla.it/corpus/conversations/BOD2015.html;https://search.corpuskiparla.it/corpus/conversations/BOD2015_jefferson.html;21-25;F;;stud;;;veneto;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2015&begin=889585&end=893080;già // vabbè tanto avrai già tutti i materiali e le informazioni immagino // sì ho già una bibliografia provvisoria;diciamo;così // ma prima vorrei finire gli esami // e te ne mancano? // due domani ne ho uno // e il cinque febbraio ne ho un altro //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
TOD2012;#695264;doc#97;;1927760;1930493;TO071;TOD2012;;;https://search.corpuskiparla.it/corpus/conversations/TOD2012.html;https://search.corpuskiparla.it/corpus/conversations/TOD2012_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2012&begin=1927760&end=1930493;abitudinari e comunque // come ti dico // in quel quartiere ci si conosce tutti // ehmh // conosce i negozi il fruttarolo;diciamo;// quindi per una persona anziana // sì sì conosci il fruttarolo non so lo paghi una volta al mese quando // a mio nonno; ;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTD022;#700359;doc#98;;643086;644898;TOI009;PTD022;;;https://search.corpuskiparla.it/corpus/conversations/PTD022.html;https://search.corpuskiparla.it/corpus/conversations/PTD022_jefferson.html;31-35;M;;comm;;;piemonte;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD022&begin=643086&end=644898;tu~ tutto l''anno che programma a gennaio il eh // okay // okay // // però se ci sono // quando vado al concerto mi diverto;diciamo;// eh // ci vado non sono uno di quelli che prende il biglietto appena esce che esce // okay // il ah che aspetta su ticketone; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
KPS011;#705674;doc#99;;1811785;1814843;PKP048;KPS011;;;https://search.corpuskiparla.it/corpus/conversations/KPS011.html;https://search.corpuskiparla.it/corpus/conversations/KPS011_jefferson.html;81-85;F;;disocc;;;veneto;elem;4;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS011&begin=1811785&end=1814843;// lo riconosco // e pensa che a sua madre non gliel''ha manco portata // x se? // x non c''era // x // // mh // mh // non ce lo;diciamo;a nonna paola se no si offende no // ma non c''era era chiuso // paola dove mangi? // mh non si offende se xxx casa xx la zia //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA014;#707449;doc#101;;51480;52381;BOI076;PBA014;;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=51480&end=52381;di più // di più // okay ho capito // ehm quindi hai incominciato a stare qui a bologna col lavoro // sì esatto mi sono //;diciamo;eh // spostato più verso bologna // dopo le superiori // ho iniziato un po'' a // viverla diciamo un po'' di più comunque a; ;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PBA014;#707538;doc#101;;82480;85040;BOI076;PBA014;;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=82480&end=85040;// allora faccio le ricostruzioni di contatori elettrici per l''enel quindi sono // tutto anche se dico qua vicino però;diciamo;// vicino alla zona lame // okay okay molto bene molto bene // e quando hai incominciato a vivere di più la città? // ehm che; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA014;#708106;doc#101;;286675;288455;BOI076;PBA014;;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=286675&end=288455;// sì // ti porta a viaggiare tanto dico sia in città sia nei dintorni? // allora // di base mi muovo parecchio tra // le loro;diciamo;due sedi comunque // dove lavorano loro che una è qua nella nella noce e l''altro è a zola predosa // okay // okay // quindi mi; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBA014;#708137;doc#101;;294520;298340;BOI076;PBA014;;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=294520&end=298340;// dove lavorano loro che una è qua nella nella noce e l''altro è a zola predosa // okay // okay // quindi mi capita spesso di;diciamo;fare avanti indietro comunque // per magari degli spettacoli in cui devo far il tecnico oppure // per venire qua che qua; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA014;#709603;doc#101;;860670;861534;BOR019;PBA014;;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=860670&end=861534;della legge // ma sì // trovo che sia una città abbastanza sicura // okay // okay // e nonostante questi // due lavori //;diciamo;// sì // trovi magari tempo per mh // mh fare a~ attività // mh nella città perchè dicevi che è una città molto attiva // sì //; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA014;#710891;doc#101;;1365360;1367900;BOI076;PBA014;;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=1365360&end=1367900;molto caldo // certo // dentro perchè appunto è gremito di solito di persone magari il palazzetto // e e quindi ti senti;diciamo;// trasportare un po'' dall''adrenalina generale che c''è in tutto il palazzetto appunto // okay ah okay // che sia per la; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBA014;#711548;doc#101;;1615750;1617362;BOI076;PBA014;;;https://search.corpuskiparla.it/corpus/conversations/PBA014.html;https://search.corpuskiparla.it/corpus/conversations/PBA014_jefferson.html;21-25;M;;oper;;;emilia-romagna;dip_tec_prof;2;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA014&begin=1615750&end=1617362;ritrovi di estate ragazzi // e si va su in mandrie di bambini e persone per // arrivare a san luca e fare questa // festa;diciamo;tutti insieme // quindi sì mi è capitato più di una volta di andarci // io mi ricordo anch''io ho fatto estate ragazzi e mi;m;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
KPN003;#725072;doc#103;;1877861;1880509;PKP015;KPN003;;;https://search.corpuskiparla.it/corpus/conversations/KPN003.html;https://search.corpuskiparla.it/corpus/conversations/KPN003_jefferson.html;21-25;F;;tec;;;emilia-romagna;laurea;3;pasto;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=1877861&end=1880509;online // no // però vediamo // non andiamo lì // tanto non c''è // mh // mh // non sarà lì neanche lui // no infatti // poi se gli;diciamo;non possiamo entrare verrà fuori // è a bazzano // oppure gli dici ah noi tra poco arriviamo // okay prendo il monopattino;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB008;#730047;doc#104;;412340;417020;BOR006;PBB008;;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=412340&end=417020;ad esempio cioè mia curiosità personale eh il fatto di aver scelto // eh casa in in @nomeluogo // cioè la una delle vie clou;diciamo;della città è capitato oppure // allora quello è capitato // per puro caso nel senso che cercavo casa veramente da tanto; ;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;0;;
PBB008;#730775;doc#104;;674000;678000;BOI026;PBB008;;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;46-50;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=674000&end=678000;costate // parecchio anche famose adesso non mi vengono i nomi // e era venuta una docente universitaria anche di grido;diciamo;// per ehm // fare questa mediazione // e insomma ehm // era venuto fuori insomma in quell''occasione // stavo dicendo? //; ;;;;1;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;
PBB008;#734562;doc#104;;2126485;2131905;BOR004;PBB008;;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=2126485&end=2131905;c''entra assolutamente nulla con la resistenza // eh ma piace tanto quella canzone // eh quindi infatti // // sì mh // cioè;diciamo;che lì viene cantata da questo gruppo di rapinatori che entra alla zecca di stato e viene utilizzata come canzone della;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBB008;#735116;doc#104;;2282250;2286760;BOR006;PBB008;;;https://search.corpuskiparla.it/corpus/conversations/PBB008.html;https://search.corpuskiparla.it/corpus/conversations/PBB008_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB008&begin=2282250&end=2286760;quello che ha detto perchè c''è // vuol dire infatti non pensavo che fosse così popolare // internazionalmente // magari;diciamo;cioè sì appunto il ritmo e fa un po'' canzone antisistema // però non credo colgano proprio il significato // poi non lo so; ;;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PTD001;#744266;doc#106;;553501;557548;TOI020;PTD001;;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=553501&end=557548;// com''è la lavorare lì dal punto di vista umano nel senso chi ti capita // eh beh i~ hai di tutto // sì? // hai di tutto //;diciamo;che uman~ eh allora il periodo dove // ho vissuto eh la pesantezza del periodo // è stato nell''ufficio lavoro // mh mh //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD001;#745376;doc#106;;941998;945236;TOI020;PTD001;;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=941998&end=945236;lì e andato a // a a finire perchè non essendoci più fondi non c''è // a~ non c''era più niente quindi leh l''ufficio;diciamo;// ah de~ c''è stato poi per un periodo che facevano solo dei curriculum // e poi basta perchè cosa cosa offri? // no in; ;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;0;;
PTD001;#747365;doc#106;;1595399;1597035;TOI020;PTD001;;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;;pens;;;basilicata;dip_tec_prof;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1595399&end=1597035;tutto quanto // però io avevo questa necessità // di avere un''identità // di avere un''identità // sì sì sì // questo sì // e;diciamo;che poi // col tempo ho avuto // cioè io // io non ho mai // pur lavorando in comune come marcello // pur avendo avuto poi il;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD001;#748087;doc#106;;1828136;1830045;TOR004;PTD001;;;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1828136&end=1830045;con noi // e quin~ // e son stati anni belli ecco poi // e non è mai successo niente di // no no // no neh // vi siete divertiti;diciamo;anche // sì no io non ho noi non abbiamo avut~ io non ho mai avuto problemi di // problemi // no no coneh no // assolutamente; ;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB005;#756957;doc#107;;1278156;1281430;BOR001;PBB005;;;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1278156&end=1281430;praticamente sui viali appena prima della rotonda prima della certosa // sì? // che c''ha un xxx cioè il l~ dallo stradone;diciamo;così // xx // sì sì sì sì ho capito ho capito sì sì // ehm in uno di quei palazzoni che ci sono lì // e lei tipo la sera se anche; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
PBB005;#757358;doc#107;;1372349;1376917;BOR001;PBB005;;;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1372349&end=1376917;che // son dei ragazzini // mica e xx // però c''è anche un po'' di pregiudizio xxx non so xxxx capito? // xxx un po'' più allerta;diciamo;non so // sì esatto vedi tu vedi tutti questi gruppettini di ragazzini // che magari fumano eccettera così hai la la; ;;;;1;;;;;;;;;;;;;;;;;;;1;;;;1;;1;;
TOA1006;#777045;doc#110;;1272957;1275711;TO078;TOA1006;;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;3;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=1272957&end=1275711;// no // bisogna poi consegnarla l''undi~ // dall'' undici al venti febbraio mi sembra // sì // quindi dovrà essere pronta;diciamo;per fine gennaio // oh sì // eh anche dopo // anche dopo // no per diciamo // sì sì lei lo faccia // una copia decente dovrebbe; ;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;0;;
TOA1006;#779722;doc#110;;2303385;2306298;TO074;TOA1006;;;https://search.corpuskiparla.it/corpus/conversations/TOA1006.html;https://search.corpuskiparla.it/corpus/conversations/TOA1006_jefferson.html;41-45;M;;intell;;;piemonte;phd;3;ricevimento studenti;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1006&begin=2303385&end=2306298;anche da qualche collega // ma parlo in generale viene sottovalutato questa // questa mh dimensione // riflessiva // e;diciamo;le cose chiaramente anche filosofica // del // certo // del eh // eh de~ dell'' educazione // che invece è decisiva //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
