Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1: Regge qualcosa come una subordinata o un obliquo?;Test 2: Ha un soggetto?;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;;
PTB023;#1820863;doc#256;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB023&begin=2821420&end=2821980;2821420;2821980;PTB023;;00:47:59;;https://search.corpuskiparla.it/corpus/conversations/PTB023.html;https://search.corpuskiparla.it/corpus/conversations/PTB023_jefferson.html;21-25;F;;stud;;;lombardia;laurea in corso;2;intervista semistrutturata;avuto i peli // madonna io c''ho un paziente adesso // andiamo // ma sei carina // stiamo insieme tutta la vita mari //;va bene;// no dai sentiam~ cioè ci sentiamo // tu vai via? // no // st''estate // faccio // boh tipo quattro giorni lì // due là // più;;;;;1;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;
TOA3004;#1827590;doc#258;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3004&begin=1116718&end=1117964;1116718;1117964;TOA3004;;00:34:49;;https://search.corpuskiparla.it/corpus/conversations/TOA3004.html;https://search.corpuskiparla.it/corpus/conversations/TOA3004_jefferson.html;21-25;F;;stud;;;piemonte;laurea in corso;4;conversazione libera;la foto e ne riparliamo // cosa stai succedendo? // minchia ho bevuto l'' acqua e ho sentito un crac al dente // okay grande;va bene;// un bacio // cosa vuole dire un crac // ciao mari ciao ciao // come se fosse stato una un crac // cos'' hai fatto? // ho bevuto;;;;;1;1;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;
BOC1006;#1843896;doc#261;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=487830&end=491750;487830;491750;BOC1006;;00:23:00;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;61-65;M;;intell;;;emilia-romagna;phd;2;esame;appunto come dicevo prima trovando appunto analogie // e magari a volte anche insomma differenze // certo // sì sì //;va bene;senti che cos'' è il quadro comune europero di riferimento per le lingue? // qual è il suo valore // allora il quadro //;;;;;1;1;1;;1;;;;;;;1;1;;;;;;;;;;;;;;;;;
BOC1006;#1844579;doc#261;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=691660&end=695280;691660;695280;BOC1006;;00:23:00;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;;F;;stud;;;;laurea in corso;2;esame;in maniera differente da persona a persona // quindi // diciamo che probabilmente noneh non ci può essere un metodo che;va bene;per tutti // perché appunto // diverse sdiversissime possono essere le situazioni che si incontrano nella prassi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOC1006;#1845930;doc#261;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1006&begin=1132760&end=1135808;1132760;1135808;BOC1006;;00:23:00;;https://search.corpuskiparla.it/corpus/conversations/BOC1006.html;https://search.corpuskiparla.it/corpus/conversations/BOC1006_jefferson.html;61-65;M;;intell;;;emilia-romagna;phd;2;esame;appunto imprescindibile non solo per lo sviluppo neurologico ma anche per altre ipotesi // sì // sì sì // va bene //;va bene;sei molto preparata su questa parte senti la tesina // allora ci sono // deleh dei vizi di forma molto importanti //;;;;;1;;1;;1;;;;;;;1;1;;;;;;;;;;;;;;;;;
BOD1003;#1851037;doc#263;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1003&begin=207710&end=212100;207710;212100;BOD1003;;01:24:11;;https://search.corpuskiparla.it/corpus/conversations/BOD1003.html;https://search.corpuskiparla.it/corpus/conversations/BOD1003_jefferson.html;61-65;M;;intell;;;emilia-romagna;phd;1;lezione;su un aereo vero era un aer~ su un simulatore professionali che usano i piloti quindi non era sul computerino di casa //;va bene;detto questo c'' è un argomento di fondo su cui ehm // eh in qualche maniera se uno si scorda dopo è è come confonder la mappa;;;;;1;;;;;;;;;;;1;1;;;;;1;;;;;;;;;;;;
BOD1003;#1860118;doc#263;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1003&begin=5035949&end=5041657;5035949;5041657;BOD1003;;01:24:11;;https://search.corpuskiparla.it/corpus/conversations/BOD1003.html;https://search.corpuskiparla.it/corpus/conversations/BOD1003_jefferson.html;61-65;M;;intell;;;emilia-romagna;phd;1;lezione;di successo bassissime perchè // primo perché non muore nessuno secondo perché il guadagno è garantito comunque //;va bene;comunque a parte questo che dipende dal problema eh mh // e lo affrontiam domani il resto // spero che sia a posto se avete;;;;;1;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;
KPN010;#1863102;doc#264;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN010&begin=1144553&end=1145128;1144553;1145128;KPN010;;00:28:10;;https://search.corpuskiparla.it/corpus/conversations/KPN010.html;https://search.corpuskiparla.it/corpus/conversations/KPN010_jefferson.html;21-25;F;;stud;;;toscana;laurea in corso;4;pasto;ha iniziato // quindi // sì sì ma mangia anche i ricci ma gli fanno male loro // mangia xxx // no anche i ricci? ma non se fa //;va bene;// e si trova tutti però gli spini in bocca? // sì ma lui continua eh n~ cioè x // non gliene frega niente vabbè // mh no lui;;;;;1;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;
BOD2014;#1871716;doc#266;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2014&begin=270100&end=274038;270100;274038;BOD2014;;00:25:01;;https://search.corpuskiparla.it/corpus/conversations/BOD2014.html;https://search.corpuskiparla.it/corpus/conversations/BOD2014_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;// lo faccio più sul tardi che non c'' ho più niente da fare mi fumo una canna in giro // passeggiando mi piace // e // in casa;va bene;alla fine adesso mamma sta facendo un po'' di // col bed and breakfast va avanti // abbiamo dato in affitto due stanza fisse;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2014;#1873125;doc#266;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2014&begin=741563&end=742620;741563;742620;BOD2014;;00:25:01;;https://search.corpuskiparla.it/corpus/conversations/BOD2014.html;https://search.corpuskiparla.it/corpus/conversations/BOD2014_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;parte di persone morte dentro // non morte dentro però sì // addormentate proprio // mh // quindi tutto lì // però // dai;va bene;// e con la tua ragazza? // con l'' ele bene // molto // a volte ci sono ancora // m non sì dei contrasti tipo abbiamo litigato;;;;;1;1;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;
BOD2014;#1873853;doc#266;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2014&begin=1002710&end=1006728;1002710;1006728;BOD2014;;00:25:01;;https://search.corpuskiparla.it/corpus/conversations/BOD2014.html;https://search.corpuskiparla.it/corpus/conversations/BOD2014_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;interessante // boh non ti ricordi una bella storia? // una bella storia // e troppe ce ne sono di belle storie eh // allora;va bene;una non so eh parliamo parlami un po'' di pierpaolo // chi è pierpaolo? // // allora pierpaolo // ma allora // per chi ma l'';1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2016;#1876864;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=520657&end=521905;520657;521905;TOD2016;;00:30:39;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;// okay // quindi si trova // una lato puglia e uno lato calabria // no eh diciamo est e ovest // campania // ah okay;va bene;// e i capoluoghi di provincia li hai visitati potenza matera sei sei sei mai stata? // matera diverse volte potenza no //;;;;;1;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;
TOD2016;#1881218;doc#267;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=1834646&end=1835017;1834646;1835017;TOD2016;;00:30:39;;https://search.corpuskiparla.it/corpus/conversations/TOD2016.html;https://search.corpuskiparla.it/corpus/conversations/TOD2016_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;2;intervista semistrutturata;// una mia cugina da ferrara // e // un nostro amico qua dal piemonte // e dovremmo festeggiare lì // a casa di un mio amico //;va bene;// okay abbiamo finito grazie mille // mh prego // gentilissima // okay // allora aspe lo metto qua // eh in che zona di;;;;;1;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;
PBB030;#1881775;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=177224&end=182412;177224;182412;PBB030;;01:00:51;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;31-35;F;;intell;;;emilia-romagna;laurea;3;intervista semistrutturata;sì // mh per ora // mh ferrara // andava bene per un''età minore a // po'' più piccola // tren''anni // passati purtroppo // eh;va bene;bologna perchè ti da un sacco di opportunità c''hai anche un sacco di // impegno anche a livello sociale delle piccole //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB030;#1884127;doc#268;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB030&begin=847691&end=848303;847691;848303;PBB030;;01:00:51;;https://search.corpuskiparla.it/corpus/conversations/PBB030.html;https://search.corpuskiparla.it/corpus/conversations/PBB030_jefferson.html;21-25;F;;stud;;;sicilia;laurea in corso;3;intervista semistrutturata;passata così // // oh no // con c~ con gente che voleva vedere amedeus io non sopporto amadeus x // nu // // // // // e quindi //;va bene;// senza offesa amedeus // però // xx no eh // anche a me non // mh si non eh però ecco n~ l''anno scorso l''ho passato qua a;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
TOD2014;#1896073;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=362854&end=365058;362854;365058;TOD2014;;00:27:40;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;// quindi // ma ora nadia ci parla di corso monte cucco casa e quartiere e coinquilini // eh // e lavinia poi di venezia dai dai;va bene;più // // non c'' è molto da dire perchè era lontanissimo tipo quaranta minuti di mezzi // aha // cioè dove sta questo monte;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
TOD2014;#1896951;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=636473&end=640298;636473;640298;TOD2014;;00:27:40;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;3;intervista semistrutturata;a *nomepaese che è in provincia di ancona un po'' più a sud // mh // paese minuscolo facciamo forse quattromila persone se;va bene;// okay // e sul mare però quindi // ah almeno // su una collinetta a strapiombo sul mare quindi devo dire che senza;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2014;#1897079;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=670862&end=676993;670862;676993;TOD2014;;00:27:40;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;3;intervista semistrutturata;con la montagna dietro il verde quindi molto bello // okay // solo che poi nel paese non c'' è un cavolo da fare cioè in estate;va bene;vai al bar fa caldo // d'' inverno // niente la morte // ma senti ci passa l'' autostrada lì vicino quindi se tu invece che sta;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;
TOD2014;#1898369;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1066685&end=1068090;1066685;1068090;TOD2014;;00:27:40;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;di tutti i nonni fino alla xx okay? // e partiamo da nadia // di quale mi parli? // ehm // bah facciamo dei nonni pugliesi //;va bene;oh bene // sì che stanno stavano oramai // a ostuni in provincia di brindisi // mhm // okay // e niente avevano sta sta;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
TOD2014;#1899307;doc#269;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1350621&end=1353621;1350621;1353621;TOD2014;;00:27:40;;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;31-35;M;;stud;;;abruzzo;laurea in corso;3;intervista semistrutturata;aha // comunque // quando la erediterai fra quarant''anni dopo la la rimetti a nuovo tu // se no però è bella molto bella // e;vabene;mh // mi volete raccontare un aneddoto? e poi vi lascio // di tutte ''ste case che m'' avete di cui m'' avete parlato no? // sarà;;;;;1;;;;;1;;;;;;1;1;;;;;;;;;;;;;;;;;
KPC003;#1900707;doc#270;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC003&begin=188369&end=189343;188369;189343;KPC003;;00:30:56;;https://search.corpuskiparla.it/corpus/conversations/KPC003.html;https://search.corpuskiparla.it/corpus/conversations/KPC003_jefferson.html;21-25;M;;stud;;;toscana;laurea in corso;2;pasto;in due // perché è tanta ro~ effettivamente cioè è veramente tanta roba // impossibile così tanta // fidati è tanta //;va bene;ci fideremo // se non mi basta mi compri mi mi paghi una pizza dopo // // dai // a me me fa freddo sinceramente // vai xxxx un;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPS007;#1909615;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=818058&end=820400;818058;820400;KPS007;;00:37:21;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;26-30;F;;intell;;;abruzzo;laurea;2;pasto;con giuli e lo capisco // vabbè ma quello lo possiamo fare però pure domenica // domenica mattina // no tutto alla fine no;va bene;va bene dai // no no no è presto è presto vabbè poi dai vabbè poi nel caso poi vediamo // sì sì sì va bene se no poi mo capisco;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;
KPS007;#1909617;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=818058&end=820400;818058;820400;KPS007;;00:37:21;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;26-30;F;;intell;;;abruzzo;laurea;2;pasto;e lo capisco // vabbè ma quello lo possiamo fare però pure domenica // domenica mattina // no tutto alla fine no va bene;va bene;dai // no no no è presto è presto vabbè poi dai vabbè poi nel caso poi vediamo // sì sì sì va bene se no poi mo capisco pure io //;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
KPS007;#1909641;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=831798&end=834498;831798;834498;KPS007;;00:37:21;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;26-30;F;;intell;;;abruzzo;laurea;2;pasto;// no tutto alla fine no va bene va bene dai // no no no è presto è presto vabbè poi dai vabbè poi nel caso poi vediamo // sì sì sì;va bene;se no poi mo capisco pure io // va bene dai poi vediamo // dai allora ci sentiamo dopo // non l''ho ancora chiamato pa'' // mo;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS007;#1911741;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=1418721&end=1419677;1418721;1419677;KPS007;;00:37:21;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;21-25;F;;intell;;;abruzzo;dip_lic;2;pasto;tipo che ne so la nonna c''aveva la borsa // si doveva alzare fa mo la borsa dalla a lui // e niente // che te la porta lui // e io;va bene;// sì perchè ovviamente in tutto questo io ero uscita tipo in pigiama cioè // comunque m''ha risposto sara xx // vogliamo;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPS007;#1912410;doc#272;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS007&begin=1663586&end=1665169;1663586;1665169;KPS007;;00:37:21;;https://search.corpuskiparla.it/corpus/conversations/KPS007.html;https://search.corpuskiparla.it/corpus/conversations/KPS007_jefferson.html;21-25;F;;intell;;;abruzzo;dip_lic;2;pasto;che quel pantalone è mh non va bene secondo me // in che senso? // è un costume pa dico s~ fatto di costume // eh // and so? //;va bene;quindi vabbè // no se vuoi puoi mettertelo tu in ogni caso domani sera // mh // con qualcosa sopra // mo vediamo // il;;;;;1;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;
PBC020;#1918000;doc#273;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC020&begin=1708297&end=1709092;1708297;1709092;PBC020;;00:50:27;;https://search.corpuskiparla.it/corpus/conversations/PBC020.html;https://search.corpuskiparla.it/corpus/conversations/PBC020_jefferson.html;21-25;M;;stud;;;emilia-romagna;laurea in corso;3;intervista semistrutturata;// spero eh che ci siano le forze necessarie per eh per realizzarlo // eh più di questo non saprei proprio cosa dire //;va bene;cioè // eh sono un tantino preoccupato // per eh delle eh presenze all''interno di queste amministrazioni non proprio di;;;;;1;1;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;
BOA1011;#1931652;doc#275;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1011&begin=206686&end=207376;206686;207376;BOA1011;;00:04:15;;https://search.corpuskiparla.it/corpus/conversations/BOA1011.html;https://search.corpuskiparla.it/corpus/conversations/BOA1011_jefferson.html;21-25;F;;stud;;;basilicata;laurea in corso;3;ricevimento studenti;esempi i testi che abbiamo utilizzato in classe per per esemplificare il tipo di analisi // d''accordo // d'' accordo //;va bene;// perché le dispense le avevate lasciate anche da // da // rosi // rossi // sì // quindi le ho prese lì xx quindi sarebbero;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
BOA1011;#1931795;doc#275;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1011&begin=248171&end=248763;248171;248763;BOA1011;;00:04:15;;https://search.corpuskiparla.it/corpus/conversations/BOA1011.html;https://search.corpuskiparla.it/corpus/conversations/BOA1011_jefferson.html;56-60;F;;intell;;;basilicata;phd;3;ricevimento studenti;// perfetto // perché x lo avevate già preso perché // sì infatti // la parte comune è xx xx l'' orale // io ho già tutto // sì //;va bene;// ho già tutto // perfetto // va bene // va bene // grazie mille // arrivederci grazie // arrivederci // allora noi;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPN021;#1945588;doc#279;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=744439&end=748179;744439;748179;KPN021;;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;o alla pera o all''ace // c''è il succo alla pera succo all''ace acqua frizz tè alla pesca // se no metto su il tè caldo // no;va bene;cioè ah mh potremmo fare il tè caldo // grazie amo // sceglietevi i vostri gusti // io voglio il tè alla pesca perchè è il più;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPN021;#1946709;doc#279;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=1062439&end=1065619;1062439;1065619;KPN021;;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;di quella o in teoria c''è quella di bolo qua non vorrei dire una cavolata // ah è vero // sì è bologna // ho visto sì a me;va bene;quella qualsiasi amo // perchè è la tua // gli do una sciacquata // fa lo stesso // sciacquata // se no // scusa // è di dotto;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN021;#1949386;doc#279;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=1894444&end=1894909;1894444;1894909;KPN021;;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;F;;;;;veneto;;4;pasto;e non riuscivo a capire perchè robi non si muovesse sul telefono quando in realtà si stava muovendo // okay // sto male //;va bene;// no perchè // siamo tutti col tè caldo io ho la mia tazza di natale // sì // vai faccio lo snap // io quella di bolo // faccio;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
KPN021;#1951833;doc#279;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN021&begin=2636678&end=2643533;2636678;2643533;KPN021;;01:00:29;;https://search.corpuskiparla.it/corpus/conversations/KPN021.html;https://search.corpuskiparla.it/corpus/conversations/KPN021_jefferson.html;21-25;M;;stud;;;veneto;laurea in corso;4;pasto;la vado a riscrivere la pagina di wikipedia // beh potresti eh poi dov~ dovrebbero accettartela in teoria vedono se se se;va bene;o no // // che ridere // ma cacchio quando il san marino all''eurovision non ci dà mai un cacchio di punti gliela modificano;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN005;#1955351;doc#280;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=176159&end=177180;176159;177180;KPN005;;00:41:40;;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;4;pasto;// buon appetito // buon appetito // buon appetito // che bello // // la~ lasciamo questa o la volete al centro? // no no ma;va bene;lì // no no // vai vai // csaba direbbe // che va al centro // al centro // al ce~ al centro // come centrotavola // al;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN005;#1955938;doc#280;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=433566&end=434320;433566;434320;KPN005;;00:41:40;;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;4;pasto;// rosa mosqueta // dai che chiudiamo eh // vuoi andar fuori? // sì alla fine mi sa che sta registrazione fallirà // // // ma;va bene;cioè // no no // che rottura di palle // ma l''altra? // l''hai finita quella lì del // xxxxxxxx // xxxx // no ho fatto d~ sei;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
KPN005;#1962818;doc#280;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN005&begin=2223244&end=2224961;2223244;2224961;KPN005;;00:41:40;;https://search.corpuskiparla.it/corpus/conversations/KPN005.html;https://search.corpuskiparla.it/corpus/conversations/KPN005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;4;pasto;// ah no no la lasciam per terra // dico ascolta ma la il nonnino non riuscite a mett~ // no no no no non lo tocchiamo perchè //;va bene;lascialo lì // lascialo morire // xxx xxxxx // ma // ti giuro io per telefono mi scusi ascolti io un ambulanza non ce l''ho;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPC004;#1968453;doc#281;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC004&begin=1343652&end=1344101;1343652;1344101;KPC004;;00:26:41;;https://search.corpuskiparla.it/corpus/conversations/KPC004.html;https://search.corpuskiparla.it/corpus/conversations/KPC004_jefferson.html;26-30;M;;uff;;;lazio;laurea;2;pasto;cercando pure il costume sì // ah // aspe'' // eh così magari gli dico in che zona // beh io a via del corso non ci vengo //;va bene;// per fare un''aperitivo // no certo // perchè cioè // una volta l''ho fatto // ti danno quegli aperitivi annacquati // mh;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PBA005;#1970254;doc#282;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=397108&end=398060;397108;398060;PBA005;;00:34:07;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;un po'' bologna è bello il fatto che magari quando piove sei al coperto // non sempre non dappertutto // però;va bene;// x // però per buona parte sei al coperto // e è una sorta di ma~ di marciapiede coperto dai è carino // mh e sei mai stato;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
PBA005;#1971143;doc#282;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=740573&end=746000;740573;746000;PBA005;;00:34:07;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;ho visto // teatro comunale mi sembra // e non mi ricordo // mi sembra di sì // okay comunale // direi il teatro comunale //;;ehm mhmh mh cos''altro posso ch~ // am quindi hai detto che sulle due torri~ cioè sulla torre su cui si può salire non ci sei;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
PBA005;#1972536;doc#282;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=1307345&end=1310963;1307345;1310963;PBA005;;00:34:07;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;di bologna diciamo // o sui colli // o sui colli okay // tipo villa? sui colli // sì una cosa molto economica ecco // // ehm;va bene;ehm // a vedo che hai una maglietta dei lakers // quindi sei appassionato di basket // sì mh mi sono appassionato al basket;;;;;1;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;
PBA005;#1972946;doc#282;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=1456580&end=1457058;1456580;1457058;PBA005;;00:34:07;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;italiano non sia fatto così // mh non mi posso esprimere perché non lo seguo particolamente // e quindi non potrei dire //;va bene;// va bene // e invece se devo fare un paragone tra due città italiane ecco // tra bologna e tra un''altra città che mi è;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
