Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1: Regge qualcosa come una subordinata o un obliquo?;Test 2: Ha un soggetto?;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;;
PBA005;#1972949;doc#282;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA005&begin=1458647&end=1459198;1458647;1459198;PBA005;;00:34:07;;https://search.corpuskiparla.it/corpus/conversations/PBA005.html;https://search.corpuskiparla.it/corpus/conversations/PBA005_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;2;intervista semistrutturata;non sia fatto così // mh non mi posso esprimere perché non lo seguo particolamente // e quindi non potrei dire // va bene //;va bene;// e invece se devo fare un paragone tra due città italiane ecco // tra bologna e tra un''altra città che mi è vicina a dove;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
KPN004;#1988282;doc#285;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN004&begin=722859&end=724407;722859;724407;KPN004;;00:33:46;;https://search.corpuskiparla.it/corpus/conversations/KPN004.html;https://search.corpuskiparla.it/corpus/conversations/KPN004_jefferson.html;51-55;F;;uff;;;emilia-romagna;dip_tec_prof;3;pasto;con il primo preventivo // poi sicuramente secondo me ci dovr~ poi verrà qui // se ci interessa xxx // se ci interessa e se;va bene;// più o meno il preventivo // viene qui prende tutte le misure fa l''ordine // io glie l''ho detto mi piacerebbe per natale;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN004;#1988457;doc#285;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN004&begin=793407&end=794436;793407;794436;KPN004;;00:33:46;;https://search.corpuskiparla.it/corpus/conversations/KPN004.html;https://search.corpuskiparla.it/corpus/conversations/KPN004_jefferson.html;21-25;F;;stud;;;emilia-romagna;laurea in corso;3;pasto;se ci accompagnavi sabato perché // ci sono alcune cose che probabilmente indirizzano la scelta della cucina // eh;va bene;// adesso lei sabato // premesso che la facciamo fare poi da loro eh // lei sabato ci darà un progetto // mi ridai quello? //;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
TOA1001;#2016651;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=691557&end=692336;691557;692336;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;21-25;M;;stud;;;piemonte;laurea in corso;2;ricevimento studenti;mi ricordo se l'' avevan scritto loro però forse l'' aveva scritto qualcun altro // mh // xx val la pena controllare sì // no;va bene;// poi formalmente metterei piuttosto che uno studio tedesco occidentale uno studio pubblicato nella germania dell'';;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;
TOA1001;#2016934;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=829434&end=832008;829434;832008;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;est? // sì // sì mi pare di sì // mh // sì erano i due linguaggi giovanili // xxxxx // allora facciamo così mh // xxxxx //;va bene;qui sempre interverrei come sopra // sì // questo chissà se è ancora così // cioè i~ il problema è non è diciamo così eh un;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
TOA1001;#2017317;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=977426&end=978142;977426;978142;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;21-25;M;;stud;;;piemonte;laurea in corso;2;ricevimento studenti;al linguaggio giovanile eh specialmente in germania credo ma comunque anche in altri paesi europei quindi // no;va bene;// recuperi quel volume magari è già un una prima fonte utile // sì // qui lo stesso la francia e la presenza di anglismi nel;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;
TOA1001;#2017750;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1116734&end=1117598;1116734;1117598;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;21-25;M;;stud;;;piemonte;laurea in corso;2;ricevimento studenti;linea argomen~ dell'' argomentazione e anche dal tema stesso del lavoro no? quindi io lo eliminerei // sì // a sviare // no;va bene;// due cosette lì // qui cosa voleva dire? questo è un segno evidente di francesizzazione del termine ad esempio c'' est;;;;;1;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;
TOA1001;#2017971;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1212320&end=1213206;1212320;1213206;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;è comunque un prestito non adattato no? // ah // no sì cioè sì // va be~ // lasciamo solo questo va'' come esempio buono // qua;va bene;// qui metterei sempre un tradizionalmente lì // qui lo eliminerei dunque qui // ma cioè // sono considerazioni eh //;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1001;#2018304;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1338808&end=1339630;1338808;1339630;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;21-25;M;;stud;;;piemonte;laurea in corso;2;ricevimento studenti;appunto di avere in qualche modo sistemato anche in maniera critica personale più te~ più fonti no? // mescolare // ah;va bene;// così dipende tutta da banfi e sobrero diciamo no? // sì // qui c'' è un altro aspetto che non so quanto sia attuale // parla;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
TOA1001;#2018715;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=1497142&end=1499335;1497142;1499335;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;di fenomeni di adattamento come in termini quali // sì // oppure come nel caso // ques~ // sì questo le eliminerei // eh sì;va bene;qui // ecco questo mhin che senso diceva la forma di saluto buenos días interpretata erroneamente al femminile // eh //;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1001;#2020100;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=2107124&end=2107694;2107124;2107694;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;tra c~ tra le più recenti no che le davoeh la usi // ah va bene // sì // // allora finisco di scriverla e gliela mando //;va bene;// non so oggi non ce la faccio però domani o al massimo domenica ehm gliela invio // sì // va bene e magari riusciamo già a;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;
TOA1001;#2020122;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=2114419&end=2117788;2114419;2117788;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;41-45;M;;intell;;;piemonte;phd;2;ricevimento studenti;e gliela mando // va bene // non so oggi non ce la faccio però domani o al massimo domenica ehm gliela invio // sì //;va bene;e magari riusciamo già a vederci giovedì prossimo a ricevimento // xx // sì tanto è quasi finito e poi stavo accorciando;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
TOA1001;#2020324;doc#289;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1001&begin=2176518&end=2177204;2176518;2177204;TOA1001;;00:36:22;;https://search.corpuskiparla.it/corpus/conversations/TOA1001.html;https://search.corpuskiparla.it/corpus/conversations/TOA1001_jefferson.html;21-25;M;;stud;;;piemonte;laurea in corso;2;ricevimento studenti;analisi un po'' consistente no? che non sia solo // sì adesso xxx // va bene // un cenno // andiamo avanti passo per passo //;va bene;// // okay // mi mandi quello e poi le scrivo per un appuntamento settimana // eva non mi piace questo libro // non ti piace;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
KPN031;#2021859;doc#291;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN031&begin=36829&end=38290;36829;38290;KPN031;;00:52:03;;https://search.corpuskiparla.it/corpus/conversations/KPN031.html;https://search.corpuskiparla.it/corpus/conversations/KPN031_jefferson.html;26-30;M;;intell;;;lazio;laurea;3;pasto;ne faremo altre // x // ah se ci fai bere esce // eh infatti è quello quello è l''obbiettivo no ma // il peggio di noi // no vabbè;va bene;// abbiamo l''inchnusa nuova che mi piace molto // cos''è? // che è tipo scura cioè non scura rossa // a sì // ah // ah carina //;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
PTA013;#2056165;doc#295;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA013&begin=213140&end=213601;213140;213601;PTA013;;00:44:45;;https://search.corpuskiparla.it/corpus/conversations/PTA013.html;https://search.corpuskiparla.it/corpus/conversations/PTA013_jefferson.html;26-30;F;;intell;;;lombardia;phd;4;intervista semistrutturata;// ma per motivi economici o perché ti ispirerebbe come paese? // no perché mi ispirerebbe a me // okay // ma io non // //;va bene;// // ehm // hai mai vissuto fuori torino? // ho mai vissuto fuori torino? no // okay // ehm // ti trasferiresti all''estero;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
PTA013;#2062199;doc#295;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA013&begin=1811939&end=1814933;1811939;1814933;PTA013;;00:44:45;;https://search.corpuskiparla.it/corpus/conversations/PTA013.html;https://search.corpuskiparla.it/corpus/conversations/PTA013_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;4;intervista semistrutturata;// ho anche i miei quindici minuti di notorietà // ma sicuramente però non lo definisco un sogno americano // cioè //;va bene;fer~ per quanti soldi puoi ma che poi soldi puoi fare? // eh // tu hai tirato fuori degli esempi degli esempi già già troppo;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
PTA013;#2064168;doc#295;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA013&begin=2268710&end=2269600;2268710;2269600;PTA013;;00:44:45;;https://search.corpuskiparla.it/corpus/conversations/PTA013.html;https://search.corpuskiparla.it/corpus/conversations/PTA013_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;4;intervista semistrutturata;// ah okay d''accordo // ma non tifi una squadra? // no // a parte per xxxx // nien~ // ma è xx // sì no troppe delusioni //;vabbene;ci sta // // io lo appoggio va bene // troppe delusioni // xx // quest''anno spal e benevento mi hanno dato delle;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
PTA013;#2064176;doc#295;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA013&begin=2269945&end=2271350;2269945;2271350;PTA013;;00:44:45;;https://search.corpuskiparla.it/corpus/conversations/PTA013.html;https://search.corpuskiparla.it/corpus/conversations/PTA013_jefferson.html;26-30;M;;oper;;;piemonte;dip_tec_prof;4;intervista semistrutturata;tifi una squadra? // no // a parte per xxxx // nien~ // ma è xx // sì no troppe delusioni // vabbene ci sta // // io lo appoggio;va bene;// troppe delusioni // xx // quest''anno spal e benevento mi hanno dato delle soddisfazioni // // non indifferenti // che;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3004;#2071153;doc#296;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=1714077&end=1717055;1714077;1717055;BOA3004;;01:15:39;;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;F;;stud;;;trentino-alto-adige;laurea in corso;4;conversazione libera;però saranno cose molto~ // ciao ali // ah è vero doveva venire anche ali // mh // sì siamo ai san le~ ai san leo in fondo tu? //;va bene;io ti farò compagnia perché emi andrà via maria // maria farai compagnia a ali mentre mangia o devi andare a studiare? //;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
BOA3004;#2073724;doc#296;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3004&begin=2533508&end=2534942;2533508;2534942;BOA3004;;01:15:39;;https://search.corpuskiparla.it/corpus/conversations/BOA3004.html;https://search.corpuskiparla.it/corpus/conversations/BOA3004_jefferson.html;21-25;M;;stud;;;puglia;laurea in corso;4;conversazione libera;il foglio di dopo // basta basta // oh emi ci vediamo domani a procedura // oh ma dove vai? // a prendermi l'' acqua //;va bene;a domani ciao // ali vado a prendermi un'' acqua e torno // ciao bellezze // ciao bella // ciao // come state? // bene // ci sto;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;
TOD1015;#2082701;doc#297;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1015&begin=1165458&end=1172098;1165458;1172098;TOD1015;;02:16:58;;https://search.corpuskiparla.it/corpus/conversations/TOD1015.html;https://search.corpuskiparla.it/corpus/conversations/TOD1015_jefferson.html;46-50;M;;intell;;;calabria;phd;1;lezione;tutto il mondo // cioè la nostra cultura è mostrata nel massimo del suo splendore in tutto il mondo // quindi questo forse;va bene;perché noi italiani non siamo sempre così bravi a valorizzare le nostre bellezze // basta pens~ basta pensare a pompei;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD1015;#2095570;doc#297;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1015&begin=6539140&end=6540135;6539140;6540135;TOD1015;;02:16:58;;https://search.corpuskiparla.it/corpus/conversations/TOD1015.html;https://search.corpuskiparla.it/corpus/conversations/TOD1015_jefferson.html;46-50;M;;intell;;;calabria;phd;1;lezione;// da cui poi ci sarà pure il famoso detto // tipico dei nostri italiani francia e spagna purché se magna // qualunque;va bene;// ma insomma c'' è questa // continua guerra continua guerra tra la francia e la spagna e l'' italia non conta più niente // e;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD1015;#2096257;doc#297;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1015&begin=6820397&end=6822110;6820397;6822110;TOD1015;;02:16:58;;https://search.corpuskiparla.it/corpus/conversations/TOD1015.html;https://search.corpuskiparla.it/corpus/conversations/TOD1015_jefferson.html;46-50;M;;intell;;;calabria;phd;1;lezione;odia // contro cui scrive ferocemente // che è tutta disgregata // per cui // in questi casi // in questi casi // non;va bene;la repubblica // in questi casi ci vuole il principato assoluto // cioè // ci vuole il fondatore dello stato // che dia i;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA1006;#2110946;doc#300;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1006&begin=466818&end=467362;466818;467362;BOA1006;;00:08:15;;https://search.corpuskiparla.it/corpus/conversations/BOA1006.html;https://search.corpuskiparla.it/corpus/conversations/BOA1006_jefferson.html;56-60;F;;intell;;;basilicata;phd;2;ricevimento studenti;si possono definire gli obiettivi e anche il percorso // mh mh // e l''articolazione che il lavoro dovrebbe avere //;va bene;// okay // perfetto // eh io adesso lo scrivo così indicativamente come dialetti d'' italiano elle due su treviso le;;;;;1;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;
KPC011;#2111105;doc#301;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC011&begin=37514&end=38390;37514;38390;KPC011;;00:51:28;;https://search.corpuskiparla.it/corpus/conversations/KPC011.html;https://search.corpuskiparla.it/corpus/conversations/KPC011_jefferson.html;81-85;M;;pens;;;toscana;elem;3;pasto;// se ce lo vuoi mettere sì sì // il sale non lo so se la mamma ce l''ha messo // no no ma va bene // in cottura // de sale;va bene;// ah oka~ // xxx // eh lei il sale fa poco // xx // xx parmigiano un pochino d''olio // ieri il san sepolcro calcio femminile;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC011;#2118730;doc#301;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC011&begin=2582781&end=2583907;2582781;2583907;KPC011;;00:51:28;;https://search.corpuskiparla.it/corpus/conversations/KPC011.html;https://search.corpuskiparla.it/corpus/conversations/KPC011_jefferson.html;21-25;F;;stud;;;umbria;laurea in corso;3;pasto;venivano al borgo x~ // giù umbertide // mh // anto'' quanto? // farine un po'' selezionate speciali // s~ // un cucchiaino;va bene;// va bene questo? // sì sì sì // eh cavoli // grazie // se pagava qualcosa più antonia ma // eh costava più // rendeva più //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPC011;#2118733;doc#301;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC011&begin=2583813&end=2584647;2583813;2584647;KPC011;;00:51:28;;https://search.corpuskiparla.it/corpus/conversations/KPC011.html;https://search.corpuskiparla.it/corpus/conversations/KPC011_jefferson.html;81-85;M;;pens;;;toscana;elem;3;pasto;al borgo x~ // giù umbertide // mh // anto'' quanto? // farine un po'' selezionate speciali // s~ // un cucchiaino va bene //;va bene;questo? // sì sì sì // eh cavoli // grazie // se pagava qualcosa più antonia ma // eh costava più // rendeva più // sì // però;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA1010;#2135329;doc#304;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1010&begin=620410&end=620988;620410;620988;BOA1010;;00:21:26;;https://search.corpuskiparla.it/corpus/conversations/BOA1010.html;https://search.corpuskiparla.it/corpus/conversations/BOA1010_jefferson.html;56-60;F;;intell;;;basilicata;phd;3;ricevimento studenti;non me lo accettano e devo metterne solo due non arrivo a questi fantomatici trenta crediti // sì // è solo quello ileh //;va bene;// però vabb~ // invece nel caso mio è diverso perché io ho un altro piano di studi perché io sono di language society and;;;;;1;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;
BOA1010;#2136271;doc#304;;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1010&begin=908850&end=909433;908850;909433;BOA1010;;00:21:26;;https://search.corpuskiparla.it/corpus/conversations/BOA1010.html;https://search.corpuskiparla.it/corpus/conversations/BOA1010_jefferson.html;21-25;F;;stud;;;marche;laurea in corso;3;ricevimento studenti;focalizzazione precisa // sì esatto // esatto // eh sì lo concorda con la gialli // sì // la lidia gialli e poi lo indica //;va bene;// eh // quindi lei farà un anno // sì un anno sì // un anno accademico // da giu~ eh settembre a giugno // pieno // va bene //;;;;;1;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;
