Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;"Omissione: omettendo ""sai"" cambia il senso della predicazione";"Sintassi: ""sai"" regge una subordinata secondaria (es. sai che…)";"Prosodia: ""sai"" non costituisce un'unità prosodica indipendente";SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;Macrofunzioni;Microfunzioni
BOA3001;#2005026;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2107849&end=2113141;2107849;2113141;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;quando // sì // eh sono a collevento // gli hobbit e grampasso // sì // sì // e vengono attaccati dai cavalieri neri quando;sai;frodo viene pugnalato // sì // sì sì sì // però lì finisce il capitolo // sì // e io ora a iniziarne un altro ier sera nun ce la;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
BOA3001;#2005245;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2184089&end=2188046;2184089;2188046;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;vedere troppo come descrive legolas // eh sì lui penso che sia il più amato di tutti // mamma mia ci credo // è bello un sacco;sai;la mia scena preferita qual è? // sì lui sì // quale? // nel secondo // sì // durante la battaglia // sì // mi pare quella dove;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3001;#2005748;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2364736&end=2366697;2364736;2366697;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;quella dello scudo surf // mamma mia quell'' omo mi fa morire poi nello hobbit come se non bastasse lui // sì // sì // quello;sai;del ponte xxxx // ah sì quello me l'' avevi detto che anche lì ti sciogli // ti sciogli proprio xxx // sì frodo cosa ne pensi?;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
BOA3001;#2006242;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2544324&end=2546962;2544324;2546962;BO003;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;2;conversazione libera;è troppo fantastico per essere considerato bello o brutto // esatto ma anche edward mani di forbice // sì non è // che poi;sai;che io nella fabbrica di cioccolato // la mamma di charlie è bellatrix // è è sì lho so loro hanno fatto // ha ha lavorato mh;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3001;#2007002;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2854636&end=2858509;2854636;2858509;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;// lui sì era bellissimissimo // ma sul serio // johnny depp tanta roba // // anche ashton kutcher è molto bello // lo;sai;chi non è brutto anche quello che fa voldemort // sì // se lo vedi in panni normali è belloccio // eh sì sì sì sì // ralph;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3001;#2007295;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=2960479&end=2963674;2960479;2963674;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;è truccato ma anche il viso si prestava bene a // sì sì // anche sai chi è bellissimo // quello che fa mh eh thor // eh // // eh eh;sai;// // mica male eh // per niente ma non lo so io // // no no per niente // e invece ah no ti se~ ti è morto il telefono esat~ // sì //;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;Interazionale;Richiesta di accordo/conferma
BOA3001;#2008231;doc#270;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3001&begin=3266993&end=3278335;3266993;3278335;BO002;BOA3001;01:08:22;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3001.html;https://search.corpuskiparla.it/corpus/conversations/BOA3001_jefferson.html;21-25;F;BO;stud;no;simmetrico;toscana;laurea in corso;2;conversazione libera;subito quando eh tipo e che io sono italiana lui mi fa ah il padrino okay ora non è che abbiamo solo la mafia in italia;sai;com'' è // sì // // // ma tutti così // però // berlusconi mafia // eh mh // // // sì // sì lui adora il padrino proprio lui è;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN018;#2010265;doc#271;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN018&begin=8750&end=11270;8750;11270;PKP146;KPN018;00:23:25;libero;https://search.corpuskiparla.it/corpus/conversations/KPN018.html;https://search.corpuskiparla.it/corpus/conversations/KPN018_jefferson.html;56-60;M;VE;tec;no;simmetrico;veneto;dip_tec_prof;3;pasto;in biblioteca // sì sì sì // scusa noi dovremmo andare ora // bene // sì sulla carne secca // brava // eh // #vara // e insomma;sai;com''è fatta questa carne secca sì o no? // sì perché no aspetta deve stare all''aria // // deve stare all''aria // non;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2019;#2018640;doc#273;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2019&begin=461699&end=464939;461699;464939;BO119;BOD2019;00:32:02;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2019.html;https://search.corpuskiparla.it/corpus/conversations/BOD2019_jefferson.html;21-25;F;BO;stud;sì;simmetrico;umbria;laurea in corso;2;intervista semistrutturata;poi // lo so // in realtà cioè t'' accorgi // eh sì t'' accorgi perché eh sì // quando non devi fa le corse con gli autobus;sai;// tipo per esempio io non so che se prova a dover prende l'' autobus per carica'' il trolley e arriva'' a casa non l'' ho mai;;;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;1;;;Interazionale;Richiesta di accordo/conferma & Marcatura della conoscenza condivisa
BOD2019;#2020967;doc#273;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2019&begin=1131774&end=1135766;1131774;1135766;BO122;BOD2019;00:32:02;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2019.html;https://search.corpuskiparla.it/corpus/conversations/BOD2019_jefferson.html;21-25;M;BO;stud;sì;simmetrico;umbria;laurea in corso;2;intervista semistrutturata;// però // è sempre xx con le jam session e // avere anche un po'' // le palle di prendere e andare e far sentire quello che;sai;fare // è veramente l'' altro cinquanta per cento né un punto in più né un punto in meno // la pratica // esatto sì sì //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2019;#2023001;doc#273;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2019&begin=1733931&end=1737500;1733931;1737500;BO119;BOD2019;00:32:02;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2019.html;https://search.corpuskiparla.it/corpus/conversations/BOD2019_jefferson.html;21-25;F;BO;stud;sì;simmetrico;umbria;laurea in corso;2;intervista semistrutturata;non a a studiare una cosa // certo // sempre per fare magari un altro giro di conoscenze // esatto esatto // però quindi non;sai;se effettivamen~ vabbè adesso rimani a bologna in realtà // non c'' ho idea // rimango a bologna ma non ho idea di come di;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOD2019;#2023661;doc#273;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2019&begin=1919552&end=1926330;1919552;1926330;BO122;BOD2019;00:32:02;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2019.html;https://search.corpuskiparla.it/corpus/conversations/BOD2019_jefferson.html;21-25;M;BO;stud;sì;simmetrico;umbria;laurea in corso;2;intervista semistrutturata;sempre in giro in realtà // esatto sì // sì sì // il be~ il bello è quello poi // anche perché poi vabbè avendo un gruppo tuo;sai;che i periodi so schematizzati abbastanza in modo lineare quindi // cioè più o meno // quindi quando io so che quel mese;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS006;#2024403;doc#274;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=181548&end=182919;181548;182919;PKP001;KPS006;00:34:12;libero;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;21-25;F;MT;stud;no;simmetrico;basilicata;laurea in corso;5;pasto;lei eh // ah quindi // quindi avrà ventiquattr''anni venticinque // quanti ne avrà ? // più o meno quanto te // lo lo sai // lo;sai;quello che vai facendo // cioè nel senso // forse un altro poco di sale però // a~ // anche no non ne mettere // allora //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS006;#2026499;doc#274;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=993883&end=996281;993883;996281;PKP004;KPS006;00:34:12;libero;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;51-55;F;MT;intell;no;simmetrico;puglia;dip_tec_prof;5;pasto;mi avrebbe fatto una torticina piccola // addirittura? // sì lo disse // xxxx compì diciott''anni // e disse lui // lo;sai;che la mamma ha fatto una torta buonissima? // mi ricordo c''ero pure io // ah // ah lui ha fatto diciott''anni mo? // sì // lui;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS006;#2028441;doc#274;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=1763064&end=1764116;1763064;1764116;PKP001;KPS006;00:34:12;libero;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;21-25;F;MT;stud;no;simmetrico;basilicata;laurea in corso;5;pasto;// è come lo prendi // prendi di più perchè ti esponi // sì // al nemico // // // devo lavare i capelli oggi // mh // pure io //;sai;che devo fare io? // tu ti devi lava~ devi lavare la test all''asino // sai che devo fare io? // cosa devi fare? // // devi;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPS006;#2028457;doc#274;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS006&begin=1768004&end=1768891;1768004;1768891;PKP001;KPS006;00:34:12;libero;https://search.corpuskiparla.it/corpus/conversations/KPS006.html;https://search.corpuskiparla.it/corpus/conversations/KPS006_jefferson.html;21-25;F;MT;stud;no;simmetrico;basilicata;laurea in corso;5;pasto;// // devo lavare i capelli oggi // mh // pure io // sai che devo fare io? // tu ti devi lava~ devi lavare la test all''asino //;sai;che devo fare io? // cosa devi fare? // // devi andare a fare un giro? // sì // // mo vediamo // cosa? // se si dorme // un;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB005;#2031898;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=702412&end=706182;702412;706182;BOI016;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;M;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;// c''è questa fase in cui st~ // tutte le volte si va in centro che bello il centro come si sta bene // perchè c''è la vita tu lo;sai;bene cioè il centro a bologna // esatto vita notturna eccetera tranquilla poi insomma // loro si spostano // con i mezzi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB005;#2034130;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1252970&end=1258305;1252970;1258305;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;un po'' di abbellire qu~ // barca pilastro erano i quartieri // per quello che si può insomma // sì // e invece allora;sai;c''erano delle strade ancora non asfaltate quando sono venuta ad abitare qua tante strade non erano anco~ quindi //;;;;;1;;;;;;;;1;;;;;;;;1;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Esemplificazione
PBB005;#2034591;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1369560&end=1370083;1369560;1370083;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;lontani // però sai non ti davano una bella impressione insomma hai capito poi in realtà sono xx cioè e // ma va là dai // e;sai;che // son dei ragazzini // mica e xx // però c''è anche un po'' di pregiudizio xxx non so xxxx capito? // xxx un po'' più allerta;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBB005;#2034661;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1385670&end=1388257;1385670;1388257;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;magari fumano eccettera così hai la la figlia che deve passar lì magari dici no la vengo a prendere io perché // eh non si;sai;mai insomma ecco mh // anche solo per i commenti magari non necessariamente per i maschi x cioè poi perché non sai mai chi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Errore nella trascrizione della conversazione. Il parlante pronuncia ""sa"" e non ""sai""";;
PBB005;#2035079;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1489578&end=1495367;1489578;1495367;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;facevi gli esami anche all''università queste cose xxx // no ma mia mamma lei ci andò una volta da giovane coi tacchi // e;sai;così tutta la corona il rosario questa cosa qui per questa penitenza di non so che cosa // vabbè insomma // ed era rimasta;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB005;#2036601;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1864440&end=1870606;1864440;1870606;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;ecologica di c o due così // mh sì // se lasci a casa l~ soltanto il venti per cento delle macchine tutti i giorni // ma;sai;adesso poi col covid tanta gente ha cominciato con la smart eh però il traffico è sempre quello // mh // sì ma prima o poi si;;;;;1;1;1;;;;;;1;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Presa di turno & Marcatura della conoscenza condivisa & Gestione del topic: introduzione o ripresa di topic
PBB005;#2037084;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1984064&end=1987853;1984064;1987853;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;mettevo anche un''ora e mezza a tornare a casa la sera per fare anche di quindici chi~ xx anche meno secondo me // perché poi;sai;con la fiera adesso n~ non so se sono un po'' calate o no // eh con la fiera sai // xx le fiere non ci son più state xxxxx // tu;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB005;#2037104;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=1988064&end=1989862;1988064;1989862;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;chi~ xx anche meno secondo me // perché poi sai con la fiera adesso n~ non so se sono un po'' calate o no // eh con la fiera;sai;// xx le fiere non ci son più state xxxxx // tu cerchi anche di schivare però tutti cercano di schivare quindi // fai le;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB005;#2037422;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2073147&end=2074982;2073147;2074982;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;ci mancherebbe altro // però anche loro ho visto che con più trovano vicini // eh ma qua a bologna non ce la fanno xxx // però;sai;solo se trovi a vado // che c''è la stazione xx capito cioè magari parti da monzuno che costa poco poi dopo vedi che a sasso;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
PBB005;#2037560;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2105606&end=2111184;2105606;2111184;BOI015;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;F;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;c''è poco da fare // mhmh sì deve piacerti proprio dev~ x // deve piacerti o xx delle particolari esigenze perché poi;sai;i figli la scuola diventa eh // eh in pianura ti muovi molto meglio insomma c''è poco da fare // sì // sì // e per invece le;;;;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
PBB005;#2038608;doc#275;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB005&begin=2392015&end=2394779;2392015;2394779;BOI016;PBB005;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB005.html;https://search.corpuskiparla.it/corpus/conversations/PBB005_jefferson.html;56-60;M;BO;tec;sì;asimmetrico;emilia-romagna;dip_tec_prof;3;intervista semistrutturata;quello che dicevo prima perché tante persone // soprattutto dal sud vengono qua perché qui // se hai voglia di lavorare e;sai;fare qualcosa x // in tre giorni trovi da lavorare // se devi un po'' adattarti devi un po'' // secondo me il mondo è molto;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
