Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;"Omissione: omettendo ""sai"" cambia il senso della predicazione";"Sintassi: ""sai"" regge una subordinata secondaria (es. sai che…)";"Prosodia: ""sai"" non costituisce un'unità prosodica indipendente";SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Filler, riempimento dei tempi di formulazione;General extenders e marche di generalizzazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti;Macrofunzioni;Microfunzioni
BOA3006;#926495;doc#115;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3006&begin=499630&end=506720;499630;506720;BO021;BOA3006;00:09:45;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3006.html;https://search.corpuskiparla.it/corpus/conversations/BOA3006_jefferson.html;21-25;F;BO;stud;no;simmetrico;campania;laurea in corso;4;conversazione libera;avevano fottuto dieci centesimi // anche maria // no eh // no io ficcando la mano nel forno come una mongola tra l'' altro lo;sai;quando? quando abbiamo fatto il gioco da tavolo a casa // bastarda // i miei die~ // i miei dieci centesimi no // quando ho;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTB021;#944141;doc#117;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB021&begin=1304276&end=1307010;1304276;1307010;TOI067;PTB021;00:39:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB021.html;https://search.corpuskiparla.it/corpus/conversations/PTB021_jefferson.html;76-80;F;TO;pens;sì;asimmetrico;friuli-venezia-giulia;dip_tec_prof;2;intervista semistrutturata;rimane convinta delle loro abitudini dei loro usi e costumi // chi si ribella è finito // l''uomo poi lasciamo perdere //;sai;che sono anche un po'' femminista quindi // // però l''uomo lo vedo poco bene // ho più speranza nel mondo femminile;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTB021;#946126;doc#117;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB021&begin=1946055&end=1951199;1946055;1951199;TOI067;PTB021;00:39:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB021.html;https://search.corpuskiparla.it/corpus/conversations/PTB021_jefferson.html;76-80;F;TO;pens;sì;asimmetrico;friuli-venezia-giulia;dip_tec_prof;2;intervista semistrutturata;in dialetto non non è una cosa bella xxx // eh // secondo me invece è una cosa bella // se non è sguaiata // ma eh perché se;sai;parlare anche in italiano non vedo perché il tuo dialetto non lo devi ignorare // no? ma questo vale per tutte le regioni;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2001;#947534;doc#118;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2001&begin=47111&end=53440;47111;53440;TO082;TOD2001;00:22:04;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2001.html;https://search.corpuskiparla.it/corpus/conversations/TOD2001_jefferson.html;21-25;F;TO;stud;sì;simmetrico;piemonte;laurea in corso;2;intervista semistrutturata;// zona fighetta ma in realtà è ancora mh abbastanza torinese // mh // eh buona tipo ci son tutti i negozi quelli vecchi;sai;quelli specifici le boutique // le boutique // sì sì sì in quel senso // capito e ti piace vivere lì? // sì è molto carino //;;;;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & General extenders e marche di generalizzazione
TOD2001;#948148;doc#118;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2001&begin=258733&end=260008;258733;260008;TO082;TOD2001;00:22:04;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2001.html;https://search.corpuskiparla.it/corpus/conversations/TOD2001_jefferson.html;21-25;F;TO;stud;sì;simmetrico;piemonte;laurea in corso;2;intervista semistrutturata;molto di più badare a alla polvere a queste cose qua però no l'' ordine è un concetto relativo // certo // come ben;sai;// spero // // tu hai mai condiviso case con persone che non fossero la tua famiglia? // sì sì sì son stata fuori cinque anni;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2001;#949429;doc#118;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2001&begin=675630&end=680380;675630;680380;TO082;TOD2001;00:22:04;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2001.html;https://search.corpuskiparla.it/corpus/conversations/TOD2001_jefferson.html;21-25;F;TO;stud;sì;simmetrico;piemonte;laurea in corso;2;intervista semistrutturata;// ma sì secondo me è cambiata un po'' la cioè non so dirti se in bene o in male cioè cambiata un po'' l'' idea che // magari prima;sai;cercavi solo una casa e quindi l'' importante era avere un tetto adesso invece // mhmh // hai bisogno anche di avere tutte;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
TOD2001;#949985;doc#118;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2001&begin=849958&end=856043;849958;856043;TO082;TOD2001;00:22:04;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2001.html;https://search.corpuskiparla.it/corpus/conversations/TOD2001_jefferson.html;21-25;F;TO;stud;sì;simmetrico;piemonte;laurea in corso;2;intervista semistrutturata;è un problema // eh forse più per magari i libri queste cose qua che dici mh poi a un certo punto cominci ad avere roba e non;sai;dove metterla e quindi // però // cioè però con disponibilità infinita diciamo // sì sì lì vabbè cioè farei la sala pesi;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN028;#952367;doc#119;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=317050&end=317930;317050;317930;PKP119;KPN028;00:32:38;libero;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;51-55;M;FC;comm;no;simmetrico;sicilia;med;3;pasto;lui è come lui è come charlie chaplin xxx // vabbè che lei è giovane // cioè // la sally cos''ha trentasette anni // sì // mh //;sai;com''è // eh // guarda lui // lui può avere anche novant''anni // ah sì // basta che la // l''unico problema è che quando torna a;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN028;#952776;doc#119;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=482140&end=484233;482140;484233;PKP118;KPN028;00:32:38;libero;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;51-55;F;FC;intell;no;simmetrico;marche;laurea;3;pasto;a fine ottobre // se la vabbè se vuol venire prima va bene // questa chi la carolina? // ma te ma // mh // ma dagliela una data;sai;già la data? // gliel''ho detto si si ma infatti me l''aveva chiesto // l''ha già la data? // cioè so che è o il ventotto o il;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN028;#956785;doc#119;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=1945266&end=1946099;1945266;1946099;PKP119;KPN028;00:32:38;libero;https://search.corpuskiparla.it/corpus/conversations/KPN028.html;https://search.corpuskiparla.it/corpus/conversations/KPN028_jefferson.html;51-55;M;FC;comm;no;simmetrico;sicilia;med;3;pasto;volte la lavatrice // e non gli avevo chiesto mai niente // poi // chiama sempre te sei il suo tecnico // la xx sì sì sì // beh;sai;com''è // il lampadario in casa // la lam~ // ehmh // ''spetti che preparo // il file // mi ricorda il suo nome // allora io mi;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA006;#978330;doc#122;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=560705&end=561495;560705;561495;BOR020;PBA006;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA006.html;https://search.corpuskiparla.it/corpus/conversations/PBA006_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;trentino-alto-adige;laurea;2;intervista semistrutturata;e propria incognita // quando tu esci la sera puoi uscire puoi uscire un martedì come puoi uscire un sabato sera // non;sai;// l~ // la l''energia che si respira // mh // all''interno delle vie // delle mh è tutta diversa // e ti sembra di essere a casa;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA006;#981826;doc#122;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=1608735&end=1614935;1608735;1614935;BOI064;PBA006;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA006.html;https://search.corpuskiparla.it/corpus/conversations/PBA006_jefferson.html;21-25;F;BO;disocc;sì;asimmetrico;emilia-romagna;dip_lic;2;intervista semistrutturata;ragazzo // mh mi fece vedere questa cosa e io rimasi abbastanza male eh una cosa anche no interessante di bologna è che non;sai;mai quello che succede l''altra sera // l''altro giorno scusami stavo scendendo in centro appunto xx per andare a;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBA006;#981929;doc#122;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=1642805&end=1646725;1642805;1646725;BOI064;PBA006;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA006.html;https://search.corpuskiparla.it/corpus/conversations/PBA006_jefferson.html;21-25;F;BO;disocc;sì;asimmetrico;emilia-romagna;dip_lic;2;intervista semistrutturata;// delle costruzioni sono ferme qua da // centinaia di anni // sì al cinema in ce~ // rurali ruralissime e comunque non;sai;mai cosa sta per acca~ // poi ho un''altra cosa bellissima da dire di bologna // che ehm // durante il weekend con i t days //;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
PBA006;#982937;doc#122;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=1923190&end=1927970;1923190;1927970;BOI064;PBA006;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA006.html;https://search.corpuskiparla.it/corpus/conversations/PBA006_jefferson.html;21-25;F;BO;disocc;sì;asimmetrico;emilia-romagna;dip_lic;2;intervista semistrutturata;// possiam chiamarlo vandalismo? // non è vandalismo perchè comunque // forse un po''? // ma no in linea di ma~ cioè sì e no e;sai;co~ sai come si dice è è illegale se ti trovano // certo // è illegale se ti beccano se non ti beccano // habibi everything;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
PBA006;#985924;doc#122;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA006&begin=2765589&end=2771488;2765589;2771488;BOI064;PBA006;00:46:48;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA006.html;https://search.corpuskiparla.it/corpus/conversations/PBA006_jefferson.html;21-25;F;BO;disocc;sì;asimmetrico;emilia-romagna;dip_lic;2;intervista semistrutturata;che qua ehm // non è una città perfetta perchè i matti ci stanno ovunque e però sì è abbastanza sicura perchè ad esempio;sai;che // se ti sta per succedere qualcosa di brutto c''è // probabilmente qualcuno di fianco che // non è così indifferente;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
BOA3019;#991230;doc#124;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=312576&end=313639;312576;313639;BO152;BOA3019;00:23:15;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;F;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;// è dietro l'' arena del sole // dove c'' è la gelateria // di fronte alla gelateria // è un posto // un po'' // arena del s~ // non;sai;cos'' è l'' arena del? // questo nome non mi è nuovo // è il teatro gigante // quello di fianco a otto agosto? // mh mh // sì // ah;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;
BOA3019;#992024;doc#124;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=517415&end=519949;517415;519949;BO150;BOA3019;00:23:15;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;M;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;chiamano così // ah allora // affittate zocca in cambio di geremeas // è fatta // affittiamo esatto // eh oddio // oddio //;sai;un eh come si chiama quel gioco con // softair // mh? // tutta geremeas nostra // soffi teir // soffi teir // bellissimo;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3019;#993211;doc#124;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=762416&end=763523;762416;763523;BO151;BOA3019;00:23:15;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;M;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;polizio~ nel senso // boh a me // ma // delle due vederne tanti dà senso di meno sicurezza perché // no okay ma // sì ma perché;sai;che è // se ci sono vuol dire che c'' è qualcosa // xxx // non so quanti erano effettivamente // sì in effetti è veramente // no;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOA3019;#993617;doc#124;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3019&begin=851220&end=854188;851220;854188;BO150;BOA3019;00:23:15;libero;https://search.corpuskiparla.it/corpus/conversations/BOA3019.html;https://search.corpuskiparla.it/corpus/conversations/BOA3019_jefferson.html;21-25;M;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;conversazione libera;forchette per sinistri? // // non sono fatte perché a nessuno importa // per fare del male per fare i sinistri // eh // si //;sai;che comunque ci sono sempre più più mancini? // statisticamente? // cosa come mai? // il gender // controcorrente //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOD2014;#1000501;doc#125;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1395050&end=1401510;1395050;1401510;TO059;TOD2014;00:27:40;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2014.html;https://search.corpuskiparla.it/corpus/conversations/TOD2014_jefferson.html;21-25;F;TO;stud;sì;simmetrico;umbria;laurea in corso;3;intervista semistrutturata;scioccanti // ok~ // e quindi lei è rimasta traumatizzata da mh un giorno e il lo il giorno della befana l'' epifania // no;sai;la befana scende dal camino tutte ''ste cose e mio padre si era inventato una roba assurda aveva registrato // eh con un;;;;;1;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;Interazionale;Marcatura della conoscenza condivisa
BOD2005;#1005860;doc#126;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1375730&end=1377464;1375730;1377464;BO021;BOD2005;00:33:08;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD2005.html;https://search.corpuskiparla.it/corpus/conversations/BOD2005_jefferson.html;21-25;F;BO;stud;sì;simmetrico;campania;laurea in corso;3;intervista semistrutturata;grazie // poi cioè è antiossidante no è un è un prodotto // che va un sac~ cioè che va un sacco ed è naturale quindi // quello;sai;che non l'' avrei mai detto? // non ti fa male // no no è buonissimo lascia perdere // ma poi come la raccogli la bava di lumaca;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1007985;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=46248&end=49200;46248;49200;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;debbo fare? // niente // più niente? // niente niente // guarda // posso? // eh // forse a te non ti xxx // eh // se dalla coppa;sai;la coppa d''estate // non d''iinverno // eh // non quella di maiale // no è sempre maiale ma la coppa d''estate è più del;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;Metatestuale;Gestione del topic: introduzione o ripresa di topic
KPN006;#1010603;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=895717&end=897997;895717;897997;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;qualcuno // davvero eh non si sa è assurdo come ma in qualche modo si arrangia sempr+eµ // c''è la cloe che viene a mangiare;sai;// per la xxx // sai // chico vai a mangiare l''osso // no basta adesso vai a letto // no m~ a // // vuol stare in compagnia vuole;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;Interazionale;Richiesta di accordo/conferma
KPN006;#1010752;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=948922&end=951212;948922;951212;PKP021;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;51-55;M;BO;tec;no;simmetrico;emilia-romagna;dip_tec_prof;4;pasto;eran buoni i maccheroni // beh oh c''ero io come cuoco // sì eran stra buoni // ecco // guarda che si prende i meriti // tu non;sai;mai niente ma con i meriti xx // guardate ben // // guardate ben bene // s~ s~ son stato io // che io son partito anzi // io non;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1012381;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1347226&end=1348606;1347226;1348606;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;l''avete vista la raffaella // no comunque // no comunque pensavo // beh ce~ certo che mi dispiace // dato che è // lo;sai;perchè mi dispiace? // dai metti via il xxxx // perchè è sola // no ma infatti dato che siamo sotto natale ah beh che avrà dei;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1012700;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1412529&end=1413969;1412529;1413969;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;no ma lei è è buona // cioè così sì sì sì // no facciamo facciamo un pensierino sarà contenta // è buona buona buona gente //;sai;cosa diceva li~ // poi tua mamma ( mamma əh era pesa) // sai cosa diceva paolo? // paolo quando sapeva che doveva morire? //;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1012714;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1414169&end=1415889;1414169;1415889;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;un pensierino sarà contenta // è buona buona buona gente // sai cosa diceva li~ // poi tua mamma ( mamma əh era pesa) //;sai;cosa diceva paolo? // paolo quando sapeva che doveva morire? // eh // io non voglio morire ma voglio vivere // soccia;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1012961;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1480649&end=1481989;1480649;1481989;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;esiste il karma eh // la moglie fumava come un turco eh // io io parlerei piano // sì esiste il karma // ecco // torna tutto //;sai;che a ugo // eh mi mi mi dispiacciono loro // spe ma che ti dispiace ascolta qui // ugo si io l''ho incontrato due o tre volte;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1013790;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1674788&end=1676458;1674788;1676458;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;ne basta un goccio al mese e sei caciucco eh // sì esatto // quelle ne metti poco eh è forte // allora // poi // tu eh ehm che ne;sai;più di noi // ehm puoi sempre informarti // no no lo so chiedevo se // cosa // se è l''ama~ // comunque uno al al al al mese con un;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1014087;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1738347&end=1739807;1738347;1739807;PKP019;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;81-85;M;BO;pens;no;simmetrico;emilia-romagna;elem;4;pasto;è tua // ecco // grazie della compagnia // ah prego prego // prego nonno // comunque oggi ho fatto il cuoco // mh mh // ''spè;sai;perchè dico questo? // mh // eh // non ho fatto niente io // ho cotto // ma metter la roba dentro così era cosa c''era;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KPN006;#1014808;doc#127;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN006&begin=1903292&end=1904282;1903292;1904282;PKP020;KPN006;00:35:02;libero;https://search.corpuskiparla.it/corpus/conversations/KPN006.html;https://search.corpuskiparla.it/corpus/conversations/KPN006_jefferson.html;16-20;M;BO;stud;no;simmetrico;emilia-romagna;laurea in corso;4;pasto;camino // ma sì non accendiamo il ca~ // però per dire che c''è il caminetto // quindi in qualche modo si accende // sì // però;sai;cosa? // sai cosa nonno? // il il termo // l''hanno costruito loro l''hanno reso abitabile // è comodo // il termo // capito?;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBC010;#1041061;doc#131;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC010&begin=2508330&end=2514240;2508330;2514240;BOR001;PBC010;00:45:06;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC010.html;https://search.corpuskiparla.it/corpus/conversations/PBC010_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;2;intervista semistrutturata;dopo però // mh è più un orientamento per dire nella mia università c''è questo questo quest''altro // ma tu non;sai;cioè io ho fatto lo scientifico se avessi~ o anche i miei compagni che hanno scelto economia // tu non hai mai fatto una;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBC010;#1041101;doc#131;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC010&begin=2517590&end=2519841;2517590;2519841;BOR001;PBC010;00:45:06;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC010.html;https://search.corpuskiparla.it/corpus/conversations/PBC010_jefferson.html;21-25;F;BO;stud;sì;asimmetrico;emilia-romagna;laurea in corso;2;intervista semistrutturata;compagni che hanno scelto economia // tu non hai mai fatto una lezione di economia in vita tua // sì sì s~ // quindi non è che;sai;cos~ cioè magari // di che cosa si tratta // sì eh ti~ mi~ pensi che ti piaccia però poi vai all''università e vedi che in;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD001;#1042759;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=427629&end=432412;427629;432412;TOI020;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;TO;pens;sì;asimmetrico;basilicata;dip_tec_prof;3;intervista semistrutturata;hanno mandato da da roma per le carte elettroniche // e in effetti ci ci sono delle cose // che comunque proprio non no~ non;sai;perchè o non ti fanno il corso // eh mh quindi ti // cioè non ci sono corsi di formazione? // no ti fanno però cioè che ne so;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTD001;#1044844;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1149422&end=1155556;1149422;1155556;TOI020;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;TO;pens;sì;asimmetrico;basilicata;dip_tec_prof;3;intervista semistrutturata;nel senso che non dormivamo a casa // non c''erano delle situazioni // non dormivamo a casa di nessuno quindi // eh;sai;non hai l''obbligo poi di tornare perchè comunque a una certa ora sei a casa di altri così // sì sei a casa di altri // c''hanno;;;;;1;;;;;;;;1;;;;;1;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Marcatura della conoscenza condivisa & Prolettico, marca di formulazione: ecco
PTD001;#1045250;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1284049&end=1288637;1284049;1288637;TOI020;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;TO;pens;sì;asimmetrico;basilicata;dip_tec_prof;3;intervista semistrutturata;stressante comunque // poi come mi dicevano guarda che anche a torino è la stessa cosa perchè tanto nel quartiere // però;sai;nel quartiere io l''ho sempre vissuta così se tu non dai confidenza // e ti dicono qualcosa // affari loro // e te la dicono;;;;;1;;;1;;;;;;;;1;;;;;;;;;;;;;;1;;;Interazionale & Metatestuale;Richiesta di accordo/conferma & Gestione del topic: introduzione o ripresa di topic
PTD001;#1045388;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=1321811&end=1324202;1321811;1324202;TOI020;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;TO;pens;sì;asimmetrico;basilicata;dip_tec_prof;3;intervista semistrutturata;se ero diventata vedova e loro non l''a~ te lo giuro // veramente // // e non l''avevano saputo // e tu cos''hai detto? //;sai;io niente proprio io gli ho detto no // veramente è ancora vivo // sono andati dalla cugina di mio marito perchè un anno;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;Metatestuale;Filler, riempimento dei tempi di formulazione
PTD001;#1047682;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=2053792&end=2055322;2053792;2055322;TOI020;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;TO;pens;sì;asimmetrico;basilicata;dip_tec_prof;3;intervista semistrutturata;// sì non ci troviamo più // e qu~ non ti trovi più e diventa // perdi // posso? // sì sì // xx marcello mangia come un // no no;sai;che non me lo ri~ // no no no // e quindi no sì stavo registrando // eh che // no mi stavi dicendo che vi trovate a alla viglia di;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
