Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Manifestazione di accordo;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Gestione del topic: introduzione o ripresa di topic;Chiusura di un topic;Prolettico, marca di formulazione: ecco;Riformulazione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Filler, riempimento dei tempi di formulazione;Modulazione del grado di confidenza del parlante;Approssimazione;Specificazione;Attenuazione;Intensificazione;Polifunzionalità;Dubbî;Commenti
TOD1016;#495789;doc#62;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1016&begin=3631791&end=3635886;3631791;3635886;TO070;TOD1016;01:37:51;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1016.html;https://search.corpuskiparla.it/corpus/conversations/TOD1016_jefferson.html;46-50;F;TO;1;intell;no;asimmetrico;piemonte;lezione;phd;essere più diverse // questa qua è proprio l'' esemio di un'' aria // eh di pura contemplazione // sentiamola subito;dunque;don ottavio è una voce inveche più chiara // è una voce di tenore // anche questo non l'' abbiamo ancora detto le voci si //;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;0;;
TOD1016;#497568;doc#62;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1016&begin=4631440&end=4633144;4631440;4633144;TO070;TOD1016;01:37:51;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1016.html;https://search.corpuskiparla.it/corpus/conversations/TOD1016_jefferson.html;46-50;F;TO;1;intell;no;asimmetrico;piemonte;lezione;phd;esempio talmente bello talmente // funzionale che non posso non posso rinunciarvi quindi // lo lo ripeto semrpe // ehmh;dunque;// // eh ingresso in scena del commendatore // vi ricordate c'' è stata quella scena nel cimitero no? // in cui don giovanni;;;;;1;1;;;;;;;;;;1;;;;;;;1;;;;;;1;;
PTD012;#499988;doc#63;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=216950&end=222288;216950;222288;TOI068;PTD012;01:55:04;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD012.html;https://search.corpuskiparla.it/corpus/conversations/PTD012_jefferson.html;46-50;M;TO;2;intell;sì;asimmetrico;lazio;intervista semistrutturata;laurea;no? // appunto da quanto tempo è iniziato oppure c''è sempre stato cioè è sempre stata una zona di di transito? // mah io;dunque;la val di susa è nella storia una zona di passaggio no dicevamo // certo // ehm // i romani arrivano qui questa è la strada;;;;;1;;;;;;;;;;;;;1;;;;;1;;;;;;1;;
PBC009;#532576;doc#67;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=1976865&end=1983635;1976865;1983635;BOI022;PBC009;01:36:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC009.html;https://search.corpuskiparla.it/corpus/conversations/PBC009_jefferson.html;71-75;M;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;fa~ faccio il mio esempio // c''era un bisogno di fare delle attività che // nel sociale io per esempio dopo l''universi~ //;dunque;prima cosa autonomia dalla famiglia che era un tema eh che il sessantotto ha posto // e quindi io ho cercato di avere un;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;0;;
PBC009;#534300;doc#67;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=2718370&end=2724220;2718370;2724220;BOI022;PBC009;01:36:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC009.html;https://search.corpuskiparla.it/corpus/conversations/PBC009_jefferson.html;71-75;M;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;di porta lame più giovani sono del ventisette // sì sì // sì sì sì // sì sì // e mh // e lui andava in vacanza in croazia quindi;dunque;vado per ordine // mhmh // esperienza da partigiano caratterizzante per lui // poi va a lavorare al sindacato e lavora;;;;;1;1;;;;;;;;;;1;;1;;;;;;;;;;;1;;
TOD1015;#599181;doc#77;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1015&begin=1820&end=4530;1820;4530;TO069;TOD1015;02:16:58;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1015.html;https://search.corpuskiparla.it/corpus/conversations/TOD1015_jefferson.html;46-50;M;TO;1;intell;no;asimmetrico;calabria;lezione;phd;per favore fai caffè? // pure? // eh ottima idea // e l''ammazzacaffè? // ottima idea // due grazie // va bene // // // //;dunque;oggi iniziamo a entrare in medias res // diciamo entriamo negli argomenti più specifici // ieri abbiamo fatto una;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;1;;
TOD1015;#609197;doc#77;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1015&begin=4150586&end=4156822;4150586;4156822;TO069;TOD1015;02:16:58;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1015.html;https://search.corpuskiparla.it/corpus/conversations/TOD1015_jefferson.html;46-50;M;TO;1;intell;no;asimmetrico;calabria;lezione;phd;speranza // e non va considerato vero oratore chi sa parlare bene // se non ha anche il coraggio di parlare // si abbia;dunque;il coraggio di accusare chiunque compia azioni degne di essere fatte oggetto d'' accusa // e chi pecca contro tutti // sia;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD1015;#612153;doc#77;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1015&begin=5464020&end=5465421;5464020;5465421;TO069;TOD1015;02:16:58;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1015.html;https://search.corpuskiparla.it/corpus/conversations/TOD1015_jefferson.html;46-50;M;TO;1;intell;no;asimmetrico;calabria;lezione;phd;hanno la possibilità di farlo nel senso che non ci sono le leggi e quindi gli è lecito fare qualunque cosa // conchiudo;dunque;// contro alla comune opinione // la quale dice come i popoli quando sono principi cioè quando hanno il potere quando c'' è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
TOD1015;#617798;doc#77;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1015&begin=7751887&end=7758623;7751887;7758623;TO069;TOD1015;02:16:58;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1015.html;https://search.corpuskiparla.it/corpus/conversations/TOD1015_jefferson.html;46-50;M;TO;1;intell;no;asimmetrico;calabria;lezione;phd;convocare uno potente che la difenda contro a quello che in italia fosse diventato troppo potentecioè // non essendo;dunque;stata la chiesa potente da occupare la italia né avendo permesso che un altro la occupi // è stata cagione // che non è;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTA016;#618973;doc#78;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=6350&end=8880;6350;8880;TOR006;PTA016;00:40:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;F;TO;2;stud;sì;asimmetrico;piemonte;intervista semistrutturata;laurea in corso;di charimenti ditemi pure diciamo // vi è tutto chiaro? // okay ciao come ti chiami // ciao stefano // okay bene // e;dunque;tu lavori giusto // esatto // che lavoro fai // faccio il carrozziere // okay e da quanto tempo? // sonoho iniziato il;;;;;1;1;;;;;;;;;;1;;;;;;;1;;;;;;1;;
PTA016;#619419;doc#78;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA016&begin=147370&end=152700;147370;152700;TOR006;PTA016;00:40:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA016.html;https://search.corpuskiparla.it/corpus/conversations/PTA016_jefferson.html;21-25;F;TO;2;stud;sì;asimmetrico;piemonte;intervista semistrutturata;laurea in corso;avanti il nome che ha già // okay // per per rispetto // va bene // eh // quindi hai fa~ cioè e prima? allora mi hai detto che;dunque;è da cinque anni che fai il carrozziere // esatto // prima hai fatto altri lavori? // magari durante anche le scuole;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;0;;
PTA005;#684499;doc#86;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA005&begin=4468631&end=4470855;4468631;4470855;TOR001;PTA005;01:44:43;fisso;https://search.corpuskiparla.it/corpus/conversations/PTA005.html;https://search.corpuskiparla.it/corpus/conversations/PTA005_jefferson.html;26-30;F;TO;4;intell;sì;asimmetrico;lombardia;intervista semistrutturata;phd;no // mh mh mh // sembra di vedere eh faccio ridere un po'' alla buona // gotham city // // // // xxxxxxx // ma scherzato //;dunque;cosa fai durante il tempo libero? // eh ne faccio di cose // // alleno a football mi alleno sto con lei // // famiglia che tra;;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;1;;
BOD1009;#712225;doc#89;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1009&begin=1004300&end=1007666;1004300;1007666;BO102;BOD1009;01:01:01;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1009.html;https://search.corpuskiparla.it/corpus/conversations/BOD1009_jefferson.html;31-35;M;BO;1;intell;no;asimmetrico;estero;lezione;phd;tipo nessuna versione delle mappe che incontrate qualsiasi esse siano // sono tutte rappresentazioni politiche;dunque;ideologiche // perché non esiste la possibilitá di riproporre in due dimensioni la multidimensionalitá della terra;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD1009;#712989;doc#89;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1009&begin=1395685&end=1396151;1395685;1396151;BO102;BOD1009;01:01:01;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1009.html;https://search.corpuskiparla.it/corpus/conversations/BOD1009_jefferson.html;31-35;M;BO;1;intell;no;asimmetrico;estero;lezione;phd;// quello che chiamiamo cosi è uno s~ che è uno spazio evidentemente politico non è accessibile // per cui sì // no? //;dunque;// queste sono le grandi differenze storiche // da dove nascono? // come facciamo a accalappiare gli elementi;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;0;;
BOD1009;#713510;doc#89;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1009&begin=1655050&end=1656808;1655050;1656808;BO102;BOD1009;01:01:01;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1009.html;https://search.corpuskiparla.it/corpus/conversations/BOD1009_jefferson.html;31-35;M;BO;1;intell;no;asimmetrico;estero;lezione;phd;e noi puó cambiare // puó essere appunto bidirezionale creativo // non esistendo un rapporto di potere assoluto mai // e;dunque;neanche fra la mappa e noi // se sappiamo leggere la mappa se siamo in grado di capire la mappa // quindi se abbiamo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD1009;#714821;doc#89;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1009&begin=2339790&end=2345350;2339790;2345350;BO102;BOD1009;01:01:01;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1009.html;https://search.corpuskiparla.it/corpus/conversations/BOD1009_jefferson.html;31-35;M;BO;1;intell;no;asimmetrico;estero;lezione;phd;// trovare un punto nella terra depoliticizzato // imbocca al lupo ci si può provare ma insomma // ora la mappa per noi è;dunque;centrale è centrale // per quello che vi ho detto // ed è centrale perchè la rappresentazione di qualsiasi cosa // che noi;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD1009;#716642;doc#89;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1009&begin=3288091&end=3289410;3288091;3289410;BO102;BOD1009;01:01:01;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1009.html;https://search.corpuskiparla.it/corpus/conversations/BOD1009_jefferson.html;31-35;M;BO;1;intell;no;asimmetrico;estero;lezione;phd;// col concetto di apertura // col concetto quindi di chiusura per forza perchè ciò che è aperto può essere chiuso // e;dunque;// lo spatium lo spazio ha una dinamica politica // appena viene pensato dall'' uomo intrinseca e noi invece la portiamo;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
KPS004;#735127;doc#92;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS004&begin=3786890&end=3790367;3786890;3790367;PKP034;KPS004;02:02:15;libero;https://search.corpuskiparla.it/corpus/conversations/KPS004.html;https://search.corpuskiparla.it/corpus/conversations/KPS004_jefferson.html;81-85;F;LE;3;pens;no;simmetrico;puglia;pasto;dip_tec_prof;si alzò dal letto // allora siamo arrivati // è rimasta a letto tutto il giorno // allora appena siamo arrivati poi dopo;dunque;ci siamo riposa~ il giorno do~ // ho cominciato a dire allora facciamo // piazza dell''esedra via nazionale il traforo //;;;;;1;;;;;;;;;;;;;;1;;;;1;;;;;;1;;
PTD016;#761088;doc#96;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD016&begin=110785&end=112350;110785;112350;TOI076;PTD016;00:55:23;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD016.html;https://search.corpuskiparla.it/corpus/conversations/PTD016_jefferson.html;26-30;F;TO;4;disocc;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;fatto esperienze tipo di scavo? di quella roba lì? // sì sì sì sì negli x scavi archeologici ero proprio // dove? // allora;dunque;verrucchio // che è in provincia di rimini // ah // eh poi ad illasi // cheè provincia di verona // ad aosta // eh anche a viù;;;;;1;1;1;;;;;;;;;;;1;;;;;;;;;;;1;;
PBB025;#774822;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=320&end=4553;320;4553;BOR030;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;arriviamo // va bene // grazie per questa intervista // #arvetse // #arvetse // #arvetse // in gamba // mi hai saluta~ //;dunque;io comincerei chiedendoti in che zona di bologna vivi // vivo a sala bolognese // nella zona adesso non so se est ovest boh;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0;;
PBB025;#776781;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=727117&end=731642;727117;731642;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;// eh // rosso e giallo? // sì con palline rosse lucine quei colori // ah giallo cioè rosso e dorato dici // sì // e no e;dunque;a parte che quello lo faceva mia mamma // ed era il generale lei lo doveva fare lei // quindi finchè eravam piccoli eh poi //;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB025;#777408;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=969747&end=972012;969747;972012;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;festeggio // allora l''anno scorso // aspetta che anche lì abbiamo dei problemi di memoria // dunque dunque dunque;dunque;dunque dunque // cos''abbiam fatto l''anno scorso // intanto verso un po'' di tè // e da // mi ricordo da gatto // da animale //;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB025;#777409;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=969747&end=972012;969747;972012;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;// allora l''anno scorso // aspetta che anche lì abbiamo dei problemi di memoria // dunque dunque dunque dunque;dunque;dunque // cos''abbiam fatto l''anno scorso // intanto verso un po'' di tè // e da // mi ricordo da gatto // da animale // mhmh //;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB025;#777410;doc#97;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=969747&end=972012;969747;972012;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;// allora l''anno scorso // aspetta che anche lì abbiamo dei problemi di memoria // dunque dunque dunque dunque dunque;dunque;// cos''abbiam fatto l''anno scorso // intanto verso un po'' di tè // e da // mi ricordo da gatto // da animale // mhmh // però;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;0;;
PBB020;#787658;doc#99;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB020&begin=1517514&end=1523354;1517514;1523354;BOR017;PBB020;00:33:08;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB020.html;https://search.corpuskiparla.it/corpus/conversations/PBB020_jefferson.html;21-25;M;BO;2;tec;sì;asimmetrico;sicilia;intervista semistrutturata;dip_tec_prof;è sotto modena // okay // ma secondo la diocesi // è sotto bologna quindi comunque rimane nostro // // che cosa ne pensi;dunque;dello stato attuale dei nostri portici? c''è qualcosa che si potrebbe migliorare secondo te? // come la miglioreresti?;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PBA021;#838642;doc#106;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=431&end=4405;431;4405;BOR030;PBA021;00:45:31;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;// no // caldissimo // non va bene // #sparecchiam'' ja // xxxx // mhmh // non lo so vedi? trentacinque minu~ // perfetto;dunque;io inizierei chiedendoti in che zona di bologna vivi // allra io vivo a sala bolognese che è in provincia di bologna un po'';;;;;1;;1;;;;;;;;;1;;;;;;;;;;;;;1;;
PBA021;#840066;doc#106;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA021&begin=473692&end=476025;473692;476025;BOR030;PBA021;00:45:31;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA021.html;https://search.corpuskiparla.it/corpus/conversations/PBA021_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;// e quindi quello non l''ho mai potuto vivere perchè le scuole ini~ finiscono a inizio giugno quindi // giustamente //;dunque;visto che siamo in periodo natalizio // sì // io ti chiederei invece per natale se tu hai qualche tradizione particolare;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;0;;
PTB007;#862130;doc#108;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB007&begin=444268&end=446612;444268;446612;TOI021;PTB007;01:28:07;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB007.html;https://search.corpuskiparla.it/corpus/conversations/PTB007_jefferson.html;66-70;F;TO;2;pens;sì;asimmetrico;sicilia;intervista semistrutturata;elem;tu non hai sempre abitato a venaria // nel senso che hai abitato a venaria ma adesso non abiti più lì // no perché;dunque;// mi hai chiesto se? aspetta // se siete mai tornati in sicilia // sì quando eravamo piccole // e mia mamma sì è venuta è;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;0;;
PTB021;#942538;doc#117;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB021&begin=748009&end=750927;748009;750927;TOI067;PTB021;00:39:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB021.html;https://search.corpuskiparla.it/corpus/conversations/PTB021_jefferson.html;76-80;F;TO;2;pens;sì;asimmetrico;friuli-venezia-giulia;intervista semistrutturata;dip_tec_prof;siamo scesi con l''aereo a catania x aeroporto // quindi sì // e siete scesi a fontanarossa? // sì // ma che anni erano? //;dunque;sono andata sette anni fa // ah vabbè recente // sei o sette non mi ricordo più sì abbastanza di recente // ma per piacere un;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0;;
PTB021;#943026;doc#117;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB021&begin=923829&end=926190;923829;926190;TOI067;PTB021;00:39:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB021.html;https://search.corpuskiparla.it/corpus/conversations/PTB021_jefferson.html;76-80;F;TO;2;pens;sì;asimmetrico;friuli-venezia-giulia;intervista semistrutturata;dip_tec_prof;si ricorda altri periodi di crisi del genere // come questo meno di questo più di questo // personalmente ha vissuto //;dunque;come crisi economica // diciamo che c''era l''anno che mi son sposata nel sessantatré che c''è stata la congiuntura quelle;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0;;
PTB021;#944301;doc#117;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB021&begin=1364521&end=1365210;1364521;1365210;TOI067;PTB021;00:39:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PTB021.html;https://search.corpuskiparla.it/corpus/conversations/PTB021_jefferson.html;76-80;F;TO;2;pens;sì;asimmetrico;friuli-venezia-giulia;intervista semistrutturata;dip_tec_prof;a che cosa? // cioè lei il degrado del val~ di di un valore ics ad esempio quale valore lei vede degradato // uno per tutti //;dunque;xx // prima di tutto la maleducazione // mh // che sta imperando in un modo // qui non parlo di ragazzini eh parlo di persone;;;;;1;;1;;;;;;;;;;;;;;;;1;;;;;;1;;
BOA1001;#957201;doc#120;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1001&begin=128521&end=132755;128521;132755;BO020;BOA1001;00:37:20;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1001.html;https://search.corpuskiparla.it/corpus/conversations/BOA1001_jefferson.html;21-25;F;BO;2;stud;no;asimmetrico;campania;ricevimento studenti;laurea in corso;giulia // avevamo parl~ anna giulia // sì // avevamo parlato della tesi vero? // sì avevamo parlato della tesi ehmh //;dunque;lei mh mi aveva mh parlato di diverse possiblità // eh io // pensavo // eh // che eh potrei ehmh stenderemh il questionario;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOC1007;#986051;doc#123;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1007&begin=18691&end=22999;18691;22999;BO104;BOC1007;00:25:22;fisso;https://search.corpuskiparla.it/corpus/conversations/BOC1007.html;https://search.corpuskiparla.it/corpus/conversations/BOC1007_jefferson.html;36-40;F;BO;2;intell;sì;asimmetrico;emilia-romagna;esame;phd;standard qua è molto meno // va bene dai grazie mille di tutto e // basta? // sì // mh okay // avanti // salve sì ehmh;dunque;la ragazza per le regstrazioni? // xxx il registratore e continuiamo // ah // okay non abbiamo firmato nulla firmiamo;;;;;1;1;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOD1006;#1018885;doc#129;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=538456&end=540238;538456;540238;BO099;BOD1006;01:31:07;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;66-70;F;BO;1;intell;no;asimmetrico;emilia-romagna;lezione;phd;quanto meno alla sfera sessuale comunque // certo benissimo bravo // eh sregolatezza indecenza oscenità mh? // eh;dunque;// d~ d~ d~ d~ // ha s~ ha stentato non poco a staccare da un trattato molto licenzioso dell'' arte di amare le donne // libri;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;0;;
BOD1006;#1023528;doc#129;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=2686411&end=2691693;2686411;2691693;BO099;BOD1006;01:31:07;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;66-70;F;BO;1;intell;no;asimmetrico;emilia-romagna;lezione;phd;ma come realtà create // costruzioni della fantasia immutabili // e dun~ sono parole sempre di pirandello eh? // e;dunque;più reali e consistenti della volubile realtà degli attori // e e stia attenti è importante per pirandello // eh più //;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD1006;#1023566;doc#129;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=2702760&end=2705313;2702760;2705313;BO099;BOD1006;01:31:07;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;66-70;F;BO;1;intell;no;asimmetrico;emilia-romagna;lezione;phd;// eh più // allora scrive pirandello // i personaggi devono apparire come costruzioni della fantasia immutabili // e;dunque;più reali e constistenti // della volubile realtà degli attori // alle spalle di tutto ciò sta un saggio;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
BOD1006;#1025778;doc#129;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD1006&begin=3803177&end=3809657;3803177;3809657;BO099;BOD1006;01:31:07;fisso;https://search.corpuskiparla.it/corpus/conversations/BOD1006.html;https://search.corpuskiparla.it/corpus/conversations/BOD1006_jefferson.html;66-70;F;BO;1;intell;no;asimmetrico;emilia-romagna;lezione;phd;fuori da quindi è pensa che non sia stato consumato // nulla il rapporto sessuale non sia stato consumato // ehm // può;dunque;xxx la moglie a venir meno ai suoi doveri a x verso la sua onestà ma anche perché può costringere un uomo // un altro uomo a;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;
PTD005;#1032833;doc#130;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD005&begin=946244&end=947090;946244;947090;TOI054;PTD005;00:22:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD005.html;https://search.corpuskiparla.it/corpus/conversations/PTD005_jefferson.html;56-60;F;TO;2;comm;sì;asimmetrico;piemonte;intervista semistrutturata;dip_tec_prof;// ah quindi qua sopra prati~ // sì qua sopra // ah ho capito // e invece adesso cosa ti piace fare nel tuo tempo libero? // eh;dunque;// ammesso che tu ne abbia eh // mh ne ho poco ultimamente // e // ascolto molti video // e // di meditazione // e mi piace //;;;;;1;1;1;;;;;;;;;;;;;;;;1;;;;;;1;;
PBC010;#1034577;doc#131;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC010&begin=115430&end=124170;115430;124170;BOI029;PBC010;00:45:06;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC010.html;https://search.corpuskiparla.it/corpus/conversations/PBC010_jefferson.html;61-65;F;BO;2;intell;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;fossero loro stessi a creare questi contenuti // ma questo eh questo cambiamento è avvenuto mh perché lei ha voluto //;dunque;intanto non sono solo io nel senso che siamo in genere tutti gli insegnanti di lettere che tutti gli anni eh lavoriamo sul;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;0;;
PTD001;#1048840;doc#132;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD001&begin=2431116&end=2434779;2431116;2434779;TOI020;PTD001;00:51:20;fisso;https://search.corpuskiparla.it/corpus/conversations/PTD001.html;https://search.corpuskiparla.it/corpus/conversations/PTD001_jefferson.html;56-60;F;TO;3;pens;sì;asimmetrico;basilicata;intervista semistrutturata;dip_tec_prof;c''era // in casa inten~ // ma andavi eh in nelle fontane del paese // fonta~ // allora mia mamma si è sposata eh // nel;dunque;mio fratello è del quarantasette // ne ha avuto uno prima quarantasei quarantac~ // si sarà sposata nel quaran~ eh negli;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;0;;
