Reference;Token number;Document number;Anno di raccolta;annotation.audio_file;annotation.begin;annotation.end;annotation.participant_code;conversation.code;conversation.duration;conversation.topic;doc.full_conversation;doc.full_jefferson;Età;Genere;Luogo di raccolta;Occupazione;Presenza di moderatore;Rapporto tra i partecipanti;Regione di provenienza;Titolo di studio;Numero di partecipanti;Tipo di interazione;Left;KWIC;Right;Non SD;Test 1;Test 2;Test 3;SD;Cumulo;Presa di turno;Richiesta di accordo/conferma;Conferma dell'attenzione;Interruzione;Cessione del turno;Marcatura della conoscenza condivisa;Richiesta di attenzione;Strategie di cortesia;Introduzione di topic/passaggio a un nuovo topic/ripresa di un topic allora, quindi, dopo di che ecc.;Chiusura di un topic;Riformulazione;Digressione;Marcatura di citazione/discorso riportato;Esemplificazione;Marcatura dell'inferenza;Modulazione del grado di confidenza del parlante;Intensificazione;Polifunzionalità
TOA1003;#1009700;doc#146;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=1759603&end=1760603;1759603;1760603;TO065;TOA1003;01:02:39;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;51-55;M;TO;3;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;mh? // ehm // e poi questo è un carattere troppo grande // non so che cosa sia questo se un tredici // eh può essere // sì // ehm;direi;// u~ a~ perché lì ho usato un undici mi pare // eh // per le note un undici e questo sì dovrebbe essere un tredici // allora;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOA1003;#1009729;doc#146;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=1765105&end=1766407;1765105;1766407;TO065;TOA1003;01:02:39;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;51-55;M;TO;3;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;// u~ a~ perché lì ho usato un undici mi pare // eh // per le note un undici e questo sì dovrebbe essere un tredici // allora;direi;// direi che normalmente nello standard abbiamo dodici // dodici // per il testo e dieci per le note // note // va bene //;;;;;1;1;;;;;;;;;1;;;;;;;;;0
TOA1003;#1009731;doc#146;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=1766598&end=1770010;1766598;1770010;TO065;TOA1003;01:02:39;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;51-55;M;TO;3;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;perché lì ho usato un undici mi pare // eh // per le note un undici e questo sì dovrebbe essere un tredici // allora direi //;direi;che normalmente nello standard abbiamo dodici // dodici // per il testo e dieci per le note // note // va bene // eh? //;;;;;1;1;;;;;;;;;1;;;;;;;;;0
TOA1003;#1010085;doc#146;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=1878743&end=1879798;1878743;1879798;TO065;TOA1003;01:02:39;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;51-55;M;TO;3;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;// questo adesso poi lo vediamo quando poi sarà // ho capito // son cose che sì sì // quando sarà il momento // però io;direi;// tutto sommato lei se la cava abbastanza bene a scrivere // se mi posso permettere // a volte // c'' è verame~ è fino;;;;;1;1;;;;;;;;;1;;;;;;;;;0
TOA1003;#1010323;doc#146;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=1944304&end=1946205;1944304;1946205;TO065;TOA1003;01:02:39;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;51-55;M;TO;3;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;un po'' la scrittura // n~ a snellire un po'' // però in linea di massima ci siamo // ehm // con questi accorgimenti // io;direi;a questo punto // ehm poi vediamo se lei ha delle domande ma // n~ // ah no volevo solo dirle che mi son procurata in realtà mi;;;;;1;;;;;;;;;;1;;;;;;;;;0
TOA1003;#1014637;doc#146;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA1003&begin=3687692&end=3689302;3687692;3689302;TO065;TOA1003;01:02:39;libero;https://search.corpuskiparla.it/corpus/conversations/TOA1003.html;https://search.corpuskiparla.it/corpus/conversations/TOA1003_jefferson.html;51-55;M;TO;3;intell;no;asimmetrico;piemonte;ricevimento studenti;phd;di neri // sì? // di neri // così io poi scrivo a neri // sì sì // va bene // mh? // d'' accordo // d'' accordo? // grazie //;direi;che per il momento è tutto // mh? // benissimo // buon lavoro // grazie // arrivederci // arrivederci grazie //;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1017;#1015474;doc#147;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1017&begin=190490&end=197610;190490;197610;BO082;BOA1017;00:09:10;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1017.html;https://search.corpuskiparla.it/corpus/conversations/BOA1017_jefferson.html;41-45;M;BO;2;intell;no;asimmetrico;emilia-romagna;ricevimento studenti;phd;// gli argomenti che lei diciamo mi ha citato sarebbero troppi anche per una tesi magistrale verosimilmente quindi;direi;che focaliziamo // mhmh // sì sì sì // o facciamo una tesi // diciamo // su sul genere in generale come aveva detto // m // e;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1017;#1016517;doc#147;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1017&begin=501889&end=504635;501889;504635;BO082;BOA1017;00:09:10;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1017.html;https://search.corpuskiparla.it/corpus/conversations/BOA1017_jefferson.html;41-45;M;BO;2;intell;no;asimmetrico;emilia-romagna;ricevimento studenti;phd;in un paio di pagine anche con riferimento ai testi che citava // sì sì sì sì // il suo progetto di tesi e poi ci vediamo;direi;// l'' ideale sarebbe se riuscisse a farlo entro // e // per marzo diciamo no luglio lei vuole andare vero? // luglio allora;;;;;1;;;;;;;;;;;;;;;;;1;;0
KPN011;#1022748;doc#148;2020;https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN011&begin=1848065&end=1851802;1848065;1851802;PKP120;KPN011;00:42:06;libero;https://search.corpuskiparla.it/corpus/conversations/KPN011.html;https://search.corpuskiparla.it/corpus/conversations/KPN011_jefferson.html;26-30;F;RN;4;stud;no;simmetrico;emilia-romagna;pasto;laurea in corso;// l''unica parte difficile di questa torta tipo la cottura perchè // perchè ha comunque s~ ah va bene non so quello // non;direi;che si rovina cioè ma poi so~ non sono andata in fondo in fondo quindi // no no no si rovina sì sì sì // sì sì sì // va bene dai //;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA008;#1070530;doc#154;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA008&begin=1271355&end=1274887;1271355;1274887;BOI067;PBA008;00:42:44;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA008.html;https://search.corpuskiparla.it/corpus/conversations/PBA008_jefferson.html;21-25;F;BO;2;disocc;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;terra terra no del del colloquia~ cioè colloquiale proprio // mh // mhmh // ma e sono giovani i tuoi colleghi? // ehm no;direi;di no hanno mh ha~ // un''età stimata di trent''anni abbondanti // ah sei la piccina // sì sì sì sotto questi termini sono la;;;;;1;1;;;;;;;;1;;;;;;;;1;;1
PBA008;#1071018;doc#154;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA008&begin=1443200&end=1444246;1443200;1444246;BOR020;PBA008;00:42:44;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA008.html;https://search.corpuskiparla.it/corpus/conversations/PBA008_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;trentino-alto-adige;intervista semistrutturata;laurea;per quello e lavoro al mc donald cioè quindi // mh // no no c''hai ragione // lo lo onoro anche come come posizione // sì sì;direi;che // xx // sì // ehm // vabbè comunque dai no lavoro a parte adesso parliamo di // cavolate // parliamo più di cavolate //;1;;;;;;;;;;;;;;;;;;;;;;;0
TOD2010;#1088890;doc#157;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2010&begin=1609452&end=1618262;1609452;1618262;TO046;TOD2010;00:29:10;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD2010.html;https://search.corpuskiparla.it/corpus/conversations/TOD2010_jefferson.html;21-25;M;TO;2;stud;sì;simmetrico;piemonte;intervista semistrutturata;laurea in corso;quello perché // mhmh // eh è un festivaleh molto bello // in un paese incredibile // con della gente magnifica quindi;direi;quello però concerti specifici veramente noneh non me ne viene in mente manco uno // // quindi non non so // okay // // e a;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC023;#1090183;doc#158;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC023&begin=416870&end=418948;416870;418948;BOI058;PBC023;00:51:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC023.html;https://search.corpuskiparla.it/corpus/conversations/PBC023_jefferson.html;66-70;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;// con solo una famiglia insomma // e pensi che come città possa essere un buon posto per i tuoi figli e i tuoi nipoti? //;direi;direi di sì perché // c''è comunque del lavoro // ci sono appunto // le uners~ università per i giovani che vogliono;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBC023;#1090184;doc#158;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC023&begin=416870&end=418948;416870;418948;BOI058;PBC023;00:51:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC023.html;https://search.corpuskiparla.it/corpus/conversations/PBC023_jefferson.html;66-70;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;con solo una famiglia insomma // e pensi che come città possa essere un buon posto per i tuoi figli e i tuoi nipoti? // direi;direi;di sì perché // c''è comunque del lavoro // ci sono appunto // le uners~ università per i giovani che vogliono studiare //;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBC023;#1090209;doc#158;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC023&begin=430163&end=431471;430163;431471;BOI058;PBC023;00:51:25;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC023.html;https://search.corpuskiparla.it/corpus/conversations/PBC023_jefferson.html;66-70;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;// c''è comunque del lavoro // ci sono appunto // le uners~ università per i giovani che vogliono studiare // perciò;direi;che // una buona città insomma // eh quindi comunque non hai sempre vissuto nello stesso luogo // no assolutamente io non;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC004;#1114699;doc#160;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=1332900&end=1338494;1332900;1338494;BOI011;PBC004;00:58:50;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC004.html;https://search.corpuskiparla.it/corpus/conversations/PBC004_jefferson.html;66-70;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;// // storie particolari sui portici oltre al fatto della conservazione dei portici di legno // cosa mi viene in mente;direi;niente direi che la cosa più mh come dire // la cosa più mh // mh par~ eh originale e eh particolare che tu possa fare andando;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC004;#1114701;doc#160;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=1332900&end=1338494;1332900;1338494;BOI011;PBC004;00:58:50;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC004.html;https://search.corpuskiparla.it/corpus/conversations/PBC004_jefferson.html;66-70;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;particolari sui portici oltre al fatto della conservazione dei portici di legno // cosa mi viene in mente direi niente;direi;che la cosa più mh come dire // la cosa più mh // mh par~ eh originale e eh particolare che tu possa fare andando sotto i;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC004;#1121370;doc#160;2021;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC004&begin=3519699&end=3524147;3519699;3524147;BOR004;PBC004;00:58:50;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC004.html;https://search.corpuskiparla.it/corpus/conversations/PBC004_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;immagine di quello che ti ho fatto // va bene ma tanto sì // oppure // per // devo parlare ancora? // no per l''intervista;direi;che va bene così eh son cinquantotto minuti // va bene // cacchio // quindi // eh ma ragazzi mi dovevate fermare su dai // no;1;;;;;;;;;;;;;;;;;;;;;;;0
BOA1010;#1122194;doc#161;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1010&begin=222585&end=224433;222585;224433;BO026;BOA1010;00:21:26;libero;https://search.corpuskiparla.it/corpus/conversations/BOA1010.html;https://search.corpuskiparla.it/corpus/conversations/BOA1010_jefferson.html;56-60;F;BO;3;intell;no;asimmetrico;basilicata;ricevimento studenti;phd;qui sarebbe american literature mh // che questo è sì // afroamericana e però comunque è un è angloamericana // sì // sì sì;direi;di sì // sono queste tre? // eh no in realtà sì l'' ul~ l'' unica cosa è che io al secondo anno // ho il blocco quello degli esami;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBA020;#1132558;doc#163;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA020&begin=713549&end=716475;713549;716475;BOI089;PBA020;00:25:53;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA020.html;https://search.corpuskiparla.it/corpus/conversations/PBA020_jefferson.html;21-25;M;BO;3;comm;sì;asimmetrico;estero;intervista semistrutturata;dip_tec_prof;finisce // mh fine gennaio // che poi ogni anno cambia // la data precisa // ehm // è più una tradizione quella invece d~;direi;che // quella del trentun dicembre è più // com''è che si può dire // lo vivi ogni giorno // abitudine // un'' abitudine //;1;;;;;;;;;;;;;;;;;;;;;;;0
BOC1002;#1163499;doc#168;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=150393&end=153532;150393;153532;BO087;BOC1002;00:28:44;fisso;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;41-45;M;BO;2;intell;sì;asimmetrico;emilia-romagna;esame;phd;// un conto è dire fonte delle notizie bibliografiche sono i seguenti repertori // se non dice altro e dice solo questo io;direi;// che // se vuol dire che è secondaria è detto proprio male // mh // mh // però // anzitutto nasce come complemento di un'';1;;;;;;;;;;;;;;;;;;;;;;;0
BOC1002;#1163759;doc#168;2017/18;https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=245138&end=248777;245138;248777;BO087;BOC1002;00:28:44;fisso;https://search.corpuskiparla.it/corpus/conversations/BOC1002.html;https://search.corpuskiparla.it/corpus/conversations/BOC1002_jefferson.html;41-45;M;BO;2;intell;sì;asimmetrico;emilia-romagna;esame;phd;diversa perché è una uno stato diverso non lo so insomma // okay // però ecco // se solo qui il punto in cui // ne parlamh io;direi;che la cosa rimane // no dice poi chemh è stato difficile per alcuni eh andare a ritrovare insomma le informazioni;1;;;;;;;;;;;;;;;;;;;;;;;0
TOD1014;#1171694;doc#169;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=1259055&end=1260779;1259055;1260779;TO068;TOD1014;02:53:11;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;TO;1;intell;no;asimmetrico;sicilia;lezione;phd;sono al secondo anno del dams // non ho nessuna conoscenza particolare però // mi interessava questo corso // va bene;direi;che siamo xxx // l'' aula // il livello xxx omogeno per fortuna // sì // io sono arianna sono anch'' io del terzo anno del dams;1;;;;;;;;;;;;;;;;;;;;;;;0
TOD1014;#1181501;doc#169;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=5296614&end=5299682;5296614;5299682;TO068;TOD1014;02:53:11;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;TO;1;intell;no;asimmetrico;sicilia;lezione;phd;quindi da necessità di vestirsi // ma anche // la dimensione di // decoro // cioè la moda // è legata anche e soprattutto;direi;// i vestiti e poi anche la moda // alla tenuta della società // cioè è le~ se c'' è una società // moderna // c'' è la moda //;;;;;1;;;;;;;;;;;;;;;;;1;;0
TOD1014;#1183843;doc#169;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=6225797&end=6229329;6225797;6229329;TO068;TOD1014;02:53:11;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;TO;1;intell;no;asimmetrico;sicilia;lezione;phd;// la novità // dov'' è la moda? la moda chiaramente ha anche un aspetto distributivo // molto importante // fondamentale;direi;l'' accessibilità alla moda // dov'' è? // innanzitto dov'' è dove la possiamo guardare // sempre più sugli schermi //;;;;;1;;;;;;;;;;;;;;;;;;1;0
TOD1014;#1191333;doc#169;2019;https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD1014&begin=9858649&end=9864604;9858649;9864604;TO068;TOD1014;02:53:11;fisso;https://search.corpuskiparla.it/corpus/conversations/TOD1014.html;https://search.corpuskiparla.it/corpus/conversations/TOD1014_jefferson.html;36-40;F;TO;1;intell;no;asimmetrico;sicilia;lezione;phd;xxx protagoniste sono molto importanti per influenzare // xxx influenzano la moda // alla stregua dei designer // anzi;direi;che sono più importanti le serie i personaggi delle serie o le celebrity su instagram // che i designer ormai // infatti i;1;;;;;;;;;;;;;;;;;;;;;;;0
PBB022;#1218472;doc#175;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB022&begin=3530&end=7980;3530;7980;BOI086;PBB022;00:58:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB022.html;https://search.corpuskiparla.it/corpus/conversations/PBB022_jefferson.html;56-60;F;BO;3;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_tec_prof;// si // xx x xx xx // erano buoni poi questi mandarini // okay // allora in che zona di bologna vivi? // eh dunque nord ovest;direi;eh vicino alla san~ basta? // no no no no // // no no no no no spengo solo lo schermo perchè mi dà fastidio // di già ha già;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBB025;#1237196;doc#177;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=253780&end=256550;253780;256550;BOR030;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;21-25;F;BO;2;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;cioè mh no~ non so rispondere esattamente a questa domanda perchè // non è un problema non è un problema // eh eh // allora e;direi;invece // per quanto riguarda e bologna sempre // sappiamo che è ricca di manifestazioni ed eventi generalmente no?;;;;;1;1;;;;;;;;;1;;;;;;;;;0
PBB025;#1239844;doc#177;2023;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB025&begin=1230233&end=1231233;1230233;1231233;BOI092;PBB025;00:45:12;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB025.html;https://search.corpuskiparla.it/corpus/conversations/PBB025_jefferson.html;51-55;F;BO;2;artig;sì;asimmetrico;emilia-romagna;intervista semistrutturata;med;quando posso // okay // faccio un po'' su e giù // e pensi sia dovuto al fatto che anche il clima sia cambiato ultimamente //;direi;di sì // e io scappo dalla pianura perchè // c''è un gran caldo qui // e tutta esposta a sud // quindi ho una casa veramente;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBB009;#1249111;doc#178;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB009&begin=1967947&end=1969487;1967947;1969487;BOI027;PBB009;01:12:38;fisso;https://search.corpuskiparla.it/corpus/conversations/PBB009.html;https://search.corpuskiparla.it/corpus/conversations/PBB009_jefferson.html;31-35;M;BO;3;intell;sì;asimmetrico;calabria;intervista semistrutturata;laurea;sono gli aspetti proprio più quello dell''orgoglio personale è un aspetto che incide molto // sì // sì sì // eh tantissimo;direi;// e okay quindi mi hai detto che visto lavori qua a bologna cioè vivi a bologna sostanzialmente // sì sì vivo a bologna //;;;;;1;;;;;;;;;;;;;;;;;;1;0
PBC009;#1285669;doc#183;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=693294&end=699157;693294;699157;BOI023;PBC009;01:36:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC009.html;https://search.corpuskiparla.it/corpus/conversations/PBC009_jefferson.html;71-75;F;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;quindi di quei trent''anni credo di saperne il sape~ il sapibile // ah // // quindi faccio una somma insomma comunque sì;direi;di conoscere bologna molto // mhmh // xx // io direi che // anche per me il centro è un riferimento che ho cominciato a;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC009;#1285680;doc#183;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=702824&end=703882;702824;703882;BOI022;PBC009;01:36:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC009.html;https://search.corpuskiparla.it/corpus/conversations/PBC009_jefferson.html;71-75;M;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;il sapibile // ah // // quindi faccio una somma insomma comunque sì direi di conoscere bologna molto // mhmh // xx // io;direi;che // anche per me il centro è un riferimento che ho cominciato a conoscere // mano a mano che dalle medie sono andato alle;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC009;#1290796;doc#183;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=2904120&end=2912160;2904120;2912160;BOI022;PBC009;01:36:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC009.html;https://search.corpuskiparla.it/corpus/conversations/PBC009_jefferson.html;71-75;M;BO;3;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea;sua attività è il lavoro con le scuole // mh // legato proprio però al territorio e ai luoghi di cui eh parlavamo prima ecco;direi;che // poi abbiamo avuto come sempre ci vuole fortuna abbiamo // delle insegnanti stupende // xxx delle insegnanti con;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC009;#1297714;doc#183;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC009&begin=5790890&end=5792520;5790890;5792520;BOR002;PBC009;01:36:37;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC009.html;https://search.corpuskiparla.it/corpus/conversations/PBC009_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;volontà quella firma // n~ non // però i problemi ci sono c~ si vedono un po'' anche adesso i problemi ecco // bene io;direi;che // xx // per però non si finisce davvero di studiare che bello // xxx // xxx // allora // inizio subito chiedendole in;1;;;;;;;;;;;;;;;;;;;;;;;0
PBC007;#1297809;doc#184;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC007&begin=27910&end=31541;27910;31541;BOI019;PBC007;01:02:55;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC007.html;https://search.corpuskiparla.it/corpus/conversations/PBC007_jefferson.html;over 85;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_lic;son cinquant''anni che abi~ sessant''anni // che abito in questo quartiere // mhmh // un quartiere che è diventato anche;direi;// eh più abitato di quando io abitavo qui // perché son state costruite poi tante case eh // quando sono arrivata questa;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBC007;#1298115;doc#184;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC007&begin=144178&end=146888;144178;146888;BOI019;PBC007;01:02:55;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC007.html;https://search.corpuskiparla.it/corpus/conversations/PBC007_jefferson.html;over 85;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_lic;le ancora ce ne sono // sì // quindi ecco è una cosa più legata qua al quartiere più che a questa via anzi // sì sì sì sì // sì sì;direi;un po'' di meno da noi un po'' di meno // comunque è un un quartiere molto vivo perchè // eh coi portici // sì // diventa una una;;;;;1;;;;;;;;;;;;;;;;;;1;0
PBC007;#1298176;doc#184;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC007&begin=170950&end=172030;170950;172030;BOI019;PBC007;01:02:55;fisso;https://search.corpuskiparla.it/corpus/conversations/PBC007.html;https://search.corpuskiparla.it/corpus/conversations/PBC007_jefferson.html;over 85;F;BO;2;pens;sì;asimmetrico;emilia-romagna;intervista semistrutturata;dip_lic;mhmh // con con la città // anche xx // con la città da da dal dal dal centro // alla periferia // dal centro abitato // alla //;direi;quasi // anche alla collina la co~ la campagna // però adesso che ha parlato di portici lei scusi da quanti anni è che abita;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBA002;#1307712;doc#185;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=292750&end=295010;292750;295010;BOR010;PBA002;00:27:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;// e invece // bologna è piccolina adesso // beh rispetto ad altre sì // sì in effetti // mh sì // quindi beh siete contenti;direi;qui // e ecco una cosa che volevo che volevo chiedervi visto che comunque siete anche diciamo avete più o meno la mia la mia;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBA002;#1308596;doc#185;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=594130&end=595773;594130;595773;BOR010;PBA002;00:27:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;sono i portici // cioè andrebbero più // sponsorizzati // sai tipo con la spazzatura di sicuro // sì // non non è il massimo;direi;// ecco eh // infatti mi chiedevo anche proprio perchè sapevo che erano diventati patrimonio dell''unesco quindi //;;;;;1;;;;;;;;;;;;;;;;;1;;0
PBA002;#1310068;doc#185;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1110690&end=1113544;1110690;1113544;BOR010;PBA002;00:27:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;va bene così // vecchino // // io non c''entro // // e niente quindi // beh dai eh // vabbè lavori in proprio sei un dipendete;direi;che // sì è abbastanza evidente // sì direi // sì // è che non sono ancora diventata proprietaria // della pizzeria // s~ so;1;;;;;;;;;;;;;;;;;;;;;;;0
PBA002;#1310077;doc#185;2022;https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA002&begin=1115210&end=1115947;1115210;1115947;BOI053;PBA002;00:27:58;fisso;https://search.corpuskiparla.it/corpus/conversations/PBA002.html;https://search.corpuskiparla.it/corpus/conversations/PBA002_jefferson.html;21-25;F;BO;3;stud;sì;asimmetrico;emilia-romagna;intervista semistrutturata;laurea in corso;// // e niente quindi // beh dai eh // vabbè lavori in proprio sei un dipendete direi che // sì è abbastanza evidente // sì;direi;// sì // è che non sono ancora diventata proprietaria // della pizzeria // s~ so che vorresti però // invitare tutti i;;;;;1;;;;;;;;;;;;;;;;;1;;0
