corpus	conv_id	token_id	token_span	audio	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
ParlaTO	PTB022	561-16	561-16	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=1254985&end=1262571	yes	_	_	Intensificazione	è andato a vivere in aurora? // quartiere aurora // eh già già prim~ quando è iniziata la guerra ero già andato a vivere lì	praticamente	sempre // okay // okay // nella zona più o meno dov''ero nato poca distanza // mhmh mhmh // insomma // e e // in quel quartiere
ParlaTO	PTB022	648-1	648-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=1467582&end=1470163	yes	_	Filler	_	stato così // mhmhmh // e si ricorda poi nel corso degli anni // come è cambiata questa relazione cioè pian piano // eh	praticamente	// gli immigrati italiani sono // siamo diventati tutti italiani // // e quindi ci sentiamo abbastanza solidali // e
ParlaTO	PTB022	826-0	826-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB022&begin=1916214&end=1917619	yes	_	Prolettico	_	ha bisogno // eh può darsi // che a qualcuno serva ma insomma // oltretutto // esprimono le opinioni su questo su quello //	praticamente	adesso // vorrebbero fare la democrazia su internet cioè invece // di fare le elezioni // fanno le votazioni su internet
KIP	BOC1001	76-4	76-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1001&begin=267046&end=273651	yes	_	Filler	_	medioevo // sì // eh perchè poi diventava // diventava insomma un po'' lunga // che cos'' è un graduale? // eh un graduale è	praticamente	èmh un co~ mh sì un codice nel quale sono riportati i canti // gregoriani // mhmh // e appunto è // si tratta di uno di questi
KIP	BOC1001	88-2	88-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1001&begin=309002&end=311627	yes	_	Filler	Modulazione del grado di confidenza	appunto sono sono riportati qui // e invece che cos'' è un evangelistario? che io ho conosciuto con un altro nome // ehm beh	praticamente	sono // qual è l'' altro nome lo sa? l'' altro nome più comune dell''evangelistario // eh bri~ no // evangeliario
KIP	BOC1001	94-1	94-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1001&begin=326611&end=328573	yes	_	Filler	_	lo sa? l'' altro nome più comune dell''evangelistario // eh bri~ no // evangeliario evangeliario // ah // che cos'' è? // ehm	praticamente	è // vi troviamo all'' interno eh numerose miniature cioè le miniature rappresentano ehm le tappe dell'' anno liturgico
ParlaTO	TOD2013	418-3	418-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=1025931&end=1027385	yes	_	Introduzione o ripresa del topic	_	quindi fine giugno luglio adesso non so // e quindi cioè a s~ da settembre a novembre // due mesi e due case // sì // a torino	praticamente	// sì // sì // e perchè? // sì // perchè allora all'' inizio stavo in una stanza // eh però era verso barriera di milano // mhmh
ParlaTO	TOD2013	676-2	676-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=1667431&end=1674400	yes	_	Filler	_	era una casa molto // eh // antica barra vecchia entrambe le cose // eh antica per l'' età e vecchia perchè mal tenuta // eh e	praticamente	prima di tutto olio di gomito per pulirla tutta e togliere la quasiasi // inabitata da tantissimo tempo // era anche
ParlaTO	TOD2013	1402-10	1402-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2013&begin=3501650&end=3505779	yes	_	Riformulazione	_	e tradotto // eh // una filastrocca // aha // no? // la il corrispettivo antico della nostra fiera dell'' est	praticamente	// esatto // e e quindi abbiamo traslitterato tradotto fatto analisi grammaticale e quant altro // che drovremmo
KIPasti	KPS002	606-3	606-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=1224171&end=1227176	yes	_	_	Intensificazione	cinque ho preso // sei e mezzo // io sono arrivata ho mangiato e sono andata dal dentista // x // è vero // a farmi scannare	praticamente	poi sono uscita con voi // che // che hai fatto dal dentista? // la pulizia dei denti che per me // è una tragedia // perchè un
KIPasti	KPS002	625-4	625-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=1266916&end=1269129	yes	_	_	Intensificazione	perchè altrimenti le sputo sta cosa in faccia capito // perchè // fai un colpo di risata // quella si ritrova bagnata	praticamente	// quindi devo iniziare a pensare cose tristi quindi ci sarà quella povera cristiana che vede me là sotto che faccio le
KIPasti	KPS002	925-0	925-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS002&begin=1888025&end=1893598	yes	Presa di turno	_	Marcatura dell'inferenza	c''è sia letteratura traduzione poi c''è cinese // continuo con sto cinese // // boh // oddio non so se è una scelta buona //	praticamente	ti sei scelta questo corso di laurea perchè c''era cinese ed è la cosa che non ti piace fare // no // no scherzo te l~ n~ ne ne
KIPasti	KPS022	261-7	261-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=562584&end=565010	yes	_	_	Intensificazione	// mhmh // praticamente u~ uno // stava nella mia corsia // #accindvind // io stavo girando // la curva e me lo sono trovato	praticamente	nella macchina // madonna // stavo andando a lavoro cioè stava accompagnando a me a lavoro // cioè non so se hai capito la
KIPasti	KPS022	268-2	268-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=576679&end=578407	yes	_	Prolettico	_	// alle otto di mattina // io giravo la curva // lui veniva però non stava nella corsia sua stava nella mia // e quindi	praticamente	è stato un frontale // madonna // lui contromano senza assicurazione // ma s''è fatto male lui? // #n''s''è fatt'' niente //
KIPasti	KPS022	381-2	381-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=818864&end=823142	yes	_	Prolettico	_	lui mi l~ // andavo a abbassare la frizione e gina aveva il piede sotto all''altro pedale // subito ho imparato // e quindi	praticamente	non si abbassa e lei rimane col piede incastrato e io bestemmio // beh // questo ti può far fare un incidente eh xx // eh // ma
KIPasti	KPS022	941-22	941-22	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2274690&end=2281272	yes	_	_	Specificazione	abbiamo un problema della pressione okay che se perché quella macchina se non sta a pressione giusta il caffé esce acqua	praticamente	// ma voi c''avete quella a pistone ancora? // ovviamente // esatto quindi praticamente non si riscalda l''acqua l~ il
KIPasti	KPS022	944-2	944-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2283139&end=2289080	yes	_	Prolettico	_	giusta il caffé esce acqua praticamente // ma voi c''avete quella a pistone ancora? // ovviamente // esatto quindi	praticamente	non si riscalda l''acqua l~ il caffé è freddo esce acqua praticamente proprio // vomitevole insomma // mh // noi abbiamo
KIPasti	KPS022	991-5	991-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2416722&end=2419535	yes	_	Prolettico	_	a tavolino e stiamo perlando di una perso~ e io ti giuro alberto // mi ha tartassato l''esistenza // che voleva lì perché io	praticamente	che cosa successe // avevo un problema di mh di personale e io dissi vicino a alberta io conosco una ragazza che può venire
KIPasti	KPS022	1061-0	1061-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS022&begin=2620910&end=2628570	yes	_	Prolettico	_	dei ragazzi // ho detto albe'' // cioè per me non sta né in cielo né in terra che alla fine di tutto è gina // mo è vero //	praticamente	lei ha fatto coincidere quando siamo tornate a lavorare ci sono state due scadenze di contratto che lei non ha rinnovato
KIPasti	KPC007	55-2	55-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=108469&end=113000	yes	_	Prolettico|Esemplificazione	_	ha portato degli stecchini al posto della cannuccia ma a cosa serve secondo voi? // ma in che senso è del giro? // no perchè	praticamente	andiamo fuori ehm aspetta che devo vede'' la storia xxx // guarda che prendo la se~ seggiola eh // la // sì grazie // ah c''è
KIPasti	KPC007	65-4	65-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=121248&end=123400	yes	_	_	Specificazione	eh // la // sì grazie // ah c''è anche questa guarda // grazie // prego // ehm // mhmh // aspetta eh che vedo // okay è andata	praticamente	in una // tu l''hai saputa la storia de chicca? // no // // infatti stavo dove l''ha messa? // volevo la // ehm ca~ caffè ehm
KIPasti	KPC007	140-0	140-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=233350&end=237690	yes	Presa di turno	Prolettico	_	che siamo state da due romani? te l''ho detto? // no // praticamente siamo state da due hai capito qual è? quello no // no //	praticamente	è quello in fondo praticamente fai la vietta questa qua del duomo // mh mh // arrivi giù in fondo e sta sulla sinistra // mh
KIPasti	KPC007	140-5	140-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=233350&end=237690	yes	_	_	Approssimazione	te l''ho detto? // no // praticamente siamo state da due hai capito qual è? quello no // no // praticamente è quello in fondo	praticamente	fai la vietta questa qua del duomo // mh mh // arrivi giù in fondo e sta sulla sinistra // mh // e ho scoperto che lì vicino ce
KIPasti	KPC007	591-9	591-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=1202929&end=1206350	yes	_	Marca di generalizzazione	_	// è il monello che adesso ''st''anno è passato in reparto // già rido // abbiamo fatto tipo ''na gara de orienteering va beh	praticamente	così // xxxx no però è carinissimo // allora c''era un capo che faceva glie stava a spiega'' una cosa // e lui giocava tipo con
KIPasti	KPC007	631-1	631-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=1276311&end=1277313	yes	_	Prolettico	_	genitori è carini nel senso non è trascurato come bambino // non li conosco // diversi so'' trascurati // e però xxxxxx // e	praticamente	// ce viene lì da noi e ce fa // antonia aveva nascosto il telefono // xxx // #e noi gli famo // ma grazie ale che ce l''hai detto
KIPasti	KPC007	1192-7	1192-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPC007&begin=2135661&end=2139000	yes	_	_	Specificazione	in venti // ah ma voi ci siete andate? // certo amo pure lasciato trenta euro de compleanno // eh sì perchè ci siamo solo noi	praticamente	de scout // cioè m''ha costato sto compleanno due serate al xx // ah ma lui fa scout co'' voi? // sì // sì // adesso non fa più
ParlaTO	PTD007	754-5	754-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD007&begin=1312950&end=1315030	yes	_	_	Specificazione	fanno molte cose in civica // ma in civica siamo già più spostati verso il centro // mh mh // perché siamo già via garibaldi	praticamente	// mh mh // eh sì // e so che lì // sì fanno un sacco di di attività // ehm // credo ci sia in via ehm // dovrebbe essere vigone //
ParlaTO	PTD007	819-1	819-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD007&begin=1424746&end=1426315	yes	_	Prolettico	_	// in una scuola lì // per cui io mh // l''infanzia l''ho passata sì è vero abitavo // nel quartiere cit turin // però	praticamente	stavo tutto il giorno // nel quartiere san paolo perché stavo // con la nonna // e con la nonna andavamo spesso al mercato
ParlaTO	PTD007	966-8	966-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD007&begin=1650861&end=1654346	yes	_	_	Intensificazione	da una parte // cioè da parte a parte // servita con la metro è fantastico // io la trovo meravigliosa e infatti mi muovo	praticamente	solo con la metropolitana // fantastico // da quando c''è la metropolitana io ho risolto tutti i miei problemi // di
KIP	TOA3013	147-0	147-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3013&begin=248899&end=250453	yes	_	Prolettico	_	ah // come si chiamava la spiaggia delle bionde // ah non lo sapevo // sì // che bello // sì // e e poi se costeggi vai dentro //	praticamente	passi in mezzo al lago // e io sapevo solo quella strada lì // adesso non se c'' è una strada turistica per arrivare // passi
KIP	TOA3013	295-4	295-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOA3013&begin=482650&end=486800	yes	_	Introduzione o ripresa del topic	_	// oh comunque ale // eh // quando stavo dicendo la serata // che vabbè sono andata in cavallerizza // non c'' era nessuno	praticamente	pochissima gente però la musica era bella // xxx // ah grazie // sì? // poi son stata lì a ballarmela proprio // che cos'' è
ParlaTO	PTD020	224-1	224-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD020&begin=445510&end=450409	yes	Manifestazione di accordo	_	_	// e poi il liceo l''hai fatto qui // okay // e i tuoi amici vivono qui a torino? o // sì // sì la maggior parte sì // sì // ormai	praticamente	tutti quelli che vedo più frequentemente son tutti qua a torino sì // son tutti qua // ti piace la zona in cui vivi? // sì
KIPasti	KPN012	0-2	0-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN012&begin=1900&end=2973	yes	_	Filler	_	si potevano ancora guardare // va bene a posto così grazie mille // adesso ti faccio io stesso una domanda che // e quindi	praticamente	// #quando ho scoperto che che stava passando la seconda volta mi sono preciato perché // ho scoperto che sta~ // ma su che
KIPasti	KPN012	56-6	56-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN012&begin=131048&end=136035	yes	_	Filler	_	per questa cosa // producimi questa cosa qua e lo rivendi con il mio marchio // ah okay // e quindi niente ci ha fatto	praticamente	un un mega un mega coso con una carrozzina // che se avevi una maniera un tipo poca mobilità // allora la guidavi con le mani
KIPasti	KPN012	68-2	68-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN012&begin=159900&end=164632	yes	_	Prolettico	_	di disegno meccanico ma due coglioni // quando l''ascolti // eh perchè sono so~ cose super tecniche madonna // aspe che	praticamente	laura si sentirà masticare perchè sta sotto di te // mamma compà mi sono svegliato con la xxxx // // e anche ridacchiare //
KIPasti	KPN012	83-1	83-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN012&begin=179300&end=181400	yes	_	Filler	_	// ma non credo // a una lezione // beh vabbè // no non penso proprio // non dico niente // ehm // no // sto zitta // cioè	praticamente	non che cosa sta succedendo? // no niente // vabbè comunque sta ci sta sto professore che è proprio stupido // cioè in
KIPasti	KPN012	923-0	923-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN012&begin=1801000&end=1802212	yes	_	Prolettico	_	di matrix // xx no mangiava mamma mia sei inopportuna // aspe // nella mia università siamo s~ sono tutti xxxxxxxxx //	praticamente	scrivono tutti male // ecco // no a noi hanno scritto semplicemente // allora ragà no devo trovare assolutamente quello
ParlaBO	PBA007	37-17	37-17	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA007&begin=136563&end=145340	yes	_	_	Approssimazione	detto delle delle elementari e delle medie e poi? // sì // poi ho mh fatto il liceo galvani che è molto vicino al al centro è	praticamente	in centro // e prima ho fatto le pepoli e prima ho fatto le marconi // quindi le marconi erano le elementari e le pepoli le
ParlaBO	PBA007	366-2	366-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA007&begin=1190310&end=1191710	yes	_	_	Approssimazione	quindi // svoltato l''angolo quindi siamo bene o male tutti uniti lì // ma anche dal fatto che nel mio quartiere // c''è	praticamente	tutto // ci sono engozi di vestiti c''è la parrucchiera // c''è il negozio di alimentari lì vicino anzi due negozi di
ParlaBO	PBC002	40-3	40-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC002&begin=60140&end=62490	yes	_	_	Attenuazione	// un quartiere nuovo // mhmh // nuovo // nuovo degli anni settanta // ah beh // e per questo abbiamo un casone // mh di campi	praticamente	// okay // xx da qui dove siamo adesso verso l''autostada // è una zona che s~ è è nata // negli anni settanta in sostanza più o
ParlaBO	PBC002	755-6	755-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC002&begin=1556070&end=1561540	yes	_	Prolettico	_	// ah // l''atletica leggera // e diciamo la sua specialità era quella di speaker // alle ma~ varie manifestazioni per cui	praticamente	tutte le domeniche eravamo chiamati // o in città o fuori o a forlì o a ravenna // mhmh // o a faenza o // insomma eravam
ParlaBO	PBC002	761-0	761-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBC002&begin=1578350&end=1579250	yes	_	Filler	_	o // insomma eravam sempre in movimento per cui // diciamo la nostra vita in gioventù prima di sposarci poi da sposati //	praticamente	// nello sport // okay // quindi è una cosa che vi accomuna // lei pure ha fatto molto era // presente è stata tre volte // a
ParlaTO	TOD2001	289-11	289-11	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2001&begin=1013523&end=1018587	yes	_	Riformulazione	_	vabbè forse perché sono zone ancora abbastanza centrali // però tutto sommato vabbè anche santa rita in cui ho vissuto	praticamente	tu~ tutta la mia vita non // ora lo sto rivalutando molto nel senso che // quando me ne sono andata non mi sembrava una zona
ParlaBO	PBB014	40-7	40-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=70846&end=73921	yes	_	Prolettico	_	case e noi si giocava là in mezzo ai campi bello carino insomma non c''era il // mhmh // la consusione che c''è adesso insomma	praticamente	non c''era niente lì vicino // // // son stata bene // quindi sì non era diciamo la casalecchio di adesso che magari è un po''
ParlaBO	PBB014	846-1	846-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB014&begin=1583436&end=1584831	yes	_	_	Attenuazione	// // sì // // e ti capita di venirci proprio tutti i giorni cioè quando lavori ci capiti // tutti i giorni che lavori? // sì	praticamente	sì sì ìs sì // x // voi quanti giorni avete liberi a settimana uno o due? // mh non non c''è non esiste una regola // quindi puoi
KIP	BOD2005	102-8	102-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=252693&end=258979	yes	_	Prolettico	_	perché so~ son palazzine che ha costruito mio nonno insieme ai suoi fratelli // e quindi per la maggior parte so'' abitate	praticamente	dai figli dei fratelli dai figli dei figli eccetera // e poi // le case che son rimaste vuote sono state afittate a altri
KIP	BOD2005	104-14	104-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=260712&end=267573	yes	_	Prolettico	_	dai figli dei figli eccetera // e poi // le case che son rimaste vuote sono state afittate a altri però diciamo che	praticamente	là c'' è tutta la famiglia rossi di mia madre // e quindi là c'' era pure lidia mia cugina cioè stavamo sempre insieme era
KIP	BOD2005	179-8	179-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=452250&end=457617	yes	_	_	Approssimazione	l~ tipo // come si dice quella // vabbè // è una vi~ è una villa // villa a schiera tipo? // no n~ è una villetta con due case	praticamente	cioè un'' unica struttura divisa in due case // e tutte e due sono case mie // cioè una è mia una è di mia sorella intestate no?
KIP	BOD2005	658-4	658-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1657534&end=1661798	yes	_	Prolettico	_	ma // è così // e quindi niente abbiamo vissuto là // bello // no non era bello per niente // no cioè tranquillo però	praticamente	non hai molte libertà che // che normalmente hai quando vivi solamente con lui // si vabbè poi appunto // poi di tornare a
KIP	BOD2005	699-6	699-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2005&begin=1780072&end=1784013	yes	_	Prolettico	Specificazione	eh // ma la cucina ve la dovete pagà voi? si eh // o no vabbè la paga la vecchia // boh vediamo // boh un po'' la costruisce cioè	praticamente	dovrebbe costrui'' il top col // cartongesso mo vedrà come fa'' // ah se la costruisce proprio lui? // sì // però che coppia
ParlaBO	PBB017	1259-15	1259-15	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB017&begin=2946960&end=2952587	yes	_	Prolettico	_	vabbé adesso si cambia ovviamente crescendo // quindi magari adesso si ha più voglia di di stare in casa i primi anni	praticamente	non ci stavo mai // certo // andavo a lavorare tornavo a casa mi preparavo uscivo vivevo molto fuori // poi lavorando e
KIPasti	KPN003	50-9	50-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=87479&end=91236	yes	_	_	Marcatura dell'inferenza	abbastanza // tipo // cioè eran sui settanta minimo // maronna // eh // e quindi già sarebbero sui venti euro a testa	praticamente	// allora quella sarebbe solo quella // eh // invece quell''altra mh picc~ cioè secondo me era piccola ed era tipo una
KIPasti	KPN003	721-0	721-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN003&begin=1547406&end=1548126	yes	_	Prolettico	_	// però lo prendo lo stesso // // no no ma va bene // come la baguette appoggiata // è vero appo~ mettevano sempre il pane //	praticamente	// i panini nel cas~ nel sacchetto // senza chiuderlo // che comunque è bucherellato // e quindi tu li avevi nella cassa
KIPasti	KPN004	168-1	168-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN004&begin=387266&end=392387	yes	_	Prolettico	_	io la prendo volentieri se c''è // ila? // mhmh // vabbè dopo lo togliamo quello // anche le carote se vuoi le dai a me // però	praticamente	via della beverara è di là dal ponte quello ch~ quel~ dal ponte pedonale no? // ma sì ma poi non so perché la fan lì che non c''è
ParlaTO	PTD003	348-3	348-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD003&begin=649343&end=650702	yes	_	Prolettico	_	// va bene dicevi lavori fuori in che zona lavori? // eh lavoro in realtà su due zone // lavoro in via @nomeluogo // che sta	praticamente	// ai confini di torino // e poi soprattuto a ciriè // e quindi comunque devo fare la spola via @nomeluogo ciriè // per cui
ParlaTO	PTD003	609-7	609-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD003&begin=1106905&end=1110360	yes	_	Prolettico	_	// eh sì // a parte xxx locali // è proprio bello sì // è proprio bellissima // mh mh // e poi hanno questi banchi che sono	praticamente	mono prodotto // // sì ma son~ belli proprio // oggi solo carciofi // ho notato che c''è una signora // non so se c''è ancora
KIPasti	KPN028	125-8	125-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=258010&end=261310	yes	_	Chiusura del topic	Marcatura dell'inferenza	non ha fino a sabato xx però nel verdetto se lo perde definitivamente o glielo fanno perdere // ah quindi eh l~ l''ha perso	praticamente	// boh // ma perchè? // beh son contento io per xx // ma perchè lo deve perdere per forza? // no non è per forza // ah perchè
KIPasti	KPN028	241-0	241-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN028&begin=499350&end=500370	yes	_	_	Attenuazione	o il trenta // mh // sarà tanto se viene e sta un po'' // cioè settembre? // ottobre // ottobre // ah madonna // per i morti //	praticamente	sì // quindi festeggiamo halloween // quando fai la laurea tu // ah si // tra l''altro mh // ci vestiamo da gli addams vi // //
ParlaTO	PTB020	67-9	67-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB020&begin=184299&end=188598	yes	_	Filler	_	// verificare questo // com''era la vita anni fa? settant''anni fa // eh settant''anni diciamo sessant''anni fa quando	praticamente	// sessant''anni fa va bene // eh io son venuto a casa dal collegio // era un pochettino più mh // c''era più // più armonia //
ParlaTO	PTB020	296-1	296-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB020&begin=850803&end=852196	yes	Cessione del turno	_	_	ho cambiato ho trovato un''azienda che mi ha assunto // che poi era la fiat eh nient''altro che la fiat // eh certo // perché	praticamente	// quindi lei ha iniziato a lavorare ch''era piccolo era ragazzino eh eh // sì eh avevo quindic''anni praticamente // come
ParlaTO	PTB020	451-0	451-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB020&begin=1371716&end=1373102	yes	Richiesta di accordo/conferma	_	_	lei parla il dialetto // sì // lo parla abitualmente? // no perché con mia moglie non ho mai parlato in dialetto // ah //	praticamente	non // parlate in italiano? // sì // e invece in famiglia da piccolo si parlava italiano si parlava dialetto // anche
ParlaTO	PTB020	619-3	619-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB020&begin=1864007&end=1871015	yes	_	Prolettico	_	che doveva diplomarsi // ho capito e c~ cosa facevate in famiglia che lavoro favecano i suoi fratelli? // eh allora ehm	praticamente	non eravamo tutta la famiglia qui perché dei fratelli più più vecchi // che erano già sposati anche // ah // ehm uno
KIP	BOC1002	623-9	623-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOC1002&begin=1425520&end=1435570	yes	_	Prolettico	_	è l'' opac quali sono i suoi // mh mh // orrizzonti i suoi vantaggi e anche i suoi limiti // okay // sì ehmh alloramh l'' opac	praticamente	è un letteralmente significa on line public acces catagolg // eh ed è un servizio che viene offir~offerto dalle dalle
ParlaTO	PTD012	236-5	236-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTD012&begin=768295&end=771581	yes	_	Prolettico	_	si chiama in inghilterra // mhmhmh // perchè perchè il valico del brennero xxx non si passa più // perchè ci sono gli xx	praticamente	da da bolzano in su // sui treni viaggiano equipaggi misti di polizia italiana austriaca e tedesca // non vai da nessuna
KIP	BOD2008	438-3	438-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOD2008&begin=1509338&end=1514088	yes	_	Prolettico	_	mi sono // ritagliato molto tempo per questo quindi // facendolo tre tre annate alla fine quest'' anno // eh mi occupano	praticamente	tutti i pomeriggi della settimana // compresa da sabato e domenica // è fatica studiare così // e quindi farei fatic~
KIPasti	KPS013	49-1	49-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS013&begin=145853&end=151353	yes	_	Filler	_	dove abita beppe ci sono // dove non ci avevo pensato ci avrei pensato // ma che suono ha // non dite niente a xx // vabbè	praticamente	ehm sono andato con fabiana poi ne abbiamo trovata una in via indipendenza // fatto sta che sono andato in via
KIPasti	KPS013	54-1	54-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS013&begin=162927&end=165967	yes	_	Prolettico	_	c''erano già i clienti dentro // scusa ma marco rossi non // ho già chiesto // no marco non fa non fa non non xxx più // vabbè	praticamente	morale della favola // sono andat~ il tempo che sono andato a via indipendenza mi sono fatto tutta via indipendenza // ho
KIPasti	KPS013	250-0	250-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPS013&begin=798020&end=799670	yes	_	Prolettico	_	con il con il // aspetta poi ti racconto no no zitta non vede l''ora // con i colloqui // aspetta fammi raccontare //	praticamente	xxx // nonono aspetta mo racconto io // xx xx xx // allora prima ti racconto cosa successe in classe // allora no sicccome
KIP	BOA3016	273-1	273-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA3016&begin=540058&end=542263	yes	_	Prolettico	_	è che ti volevo dire // ah sì // xeh lei adesso ha fatto domanda per il tirocinio all'' estero in germania // eh // e io // sono	praticamente	certo che la prenderanno // quindi starà via penso un paio di mesi // mhbeh // e quindi // sì sì sì no si fa // un paio di mesi è
KIPasti	KPN030	29-2	29-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=43052&end=45160	yes	_	Prolettico	_	// ma è vegetariana hai detto? // di lusso // dicevi partiamo da~ dalla fine // xxx okay // un attimo // // allora dovevamo	praticamente	tornare // tipo alle // erano le sei che eravamo già tutti in bus perchè sai un po'' di ritardi generali diciamo erano circa
KIPasti	KPN030	57-2	57-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=104270&end=105320	yes	_	Filler	_	fumo // madonna // ohddio // da dietro si inizia a sentire una puzza assurda di bruciato cioè // era esploso il motore // e	praticamente	// ma come cazzo è? // oh mio dio // xx // incre~ io mi sarei cioè sarei avrei tipo adesso stiamo per morire // veramente mi
KIPasti	KPN030	130-11	130-11	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=253435&end=257123	yes	_	Prolettico	_	con la macchina // oddio però // madonna // vabbè mh // quindi noi cosa decidiamo di fare? dato che tutti dovevano andare	praticamente	in bagno // dovevamo essere già arrivati a casa perchè erano le otto~ // noi dovevamo arrivare massimo alle otto // oh
KIPasti	KPN030	226-8	226-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN030&begin=441494&end=448386	yes	_	Prolettico	_	taxi xx sì // stava a bologna sì // xx x eh sì cioè // a sto punto a questo tizio // erano comunque in ritardo di un botto siamo	praticamente	attivati che erano le undici e dovevamo arrivare t''ho detto massimo alle otto noi alle otto eravamo fuori ni mezzo alla
