corpus	conv_id	token_id	token_span	audio	SegnDisc	Func:Interazionale	Func:Metatestuale	Func:Cognitiva	left	form	right
ParlaTO	TOD2016	111-1	111-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=245458&end=248650	yes	_	Prolettico	_	come ho scoperto che qua hanno un corso di ebraico mh biblico // mh // e e quindi ho deciso di venire qui // okay // quindi	praticamente	tu sei venuta qui a torino per il corso di rossi // fondamentalmente // no lo tiene verdi il corso // ah verdi // sì // e ma
ParlaTO	TOD2016	407-0	407-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=747492&end=748011	yes	_	_	Attenuazione	a piedi vuol dire voleva dire passare attraverso a un traffico infernale // e rischiare di venire investita // mhmh //	praticamente	// e invece qui no // ehm // mettendole mh cioèá immagino che tu abbia visitato tornino ehm milano no più di una qualche
ParlaTO	TOD2016	687-1	687-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=1279110&end=1282375	yes	_	Prolettico	_	permetteva di en~ far entrare l'' aria così che io poteessi comunque respirare e non crepare // vivere okay // esatto // e	praticamente	questi vicini han fatto di tutto // perché io non fac~ non eh // non // perché io non non potessi fare questo buco // e
ParlaTO	TOD2016	789-1	789-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2016&begin=1482136&end=1486194	yes	_	_	Approssimazione	l'' abbiamo chiamato marley // ma il cane come dire lo lo senti cioè sei tu la mamma o è tua mamma la mamma del ? // entrambe	praticamente	no essendo molto affettuoso siamo // ah okay // tutti poi vabbè ovviamente mia madre essendo quella che passa più tempo
KIP	BOA1006	15-9	15-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=BOA1006&begin=29718&end=35708	yes	_	Filler	_	scorso mese mi aveva detto che era piena // mh // però mh io so che una mia collega // ale ha scritto dicendole che nonmh che	praticamente	ha trovato un'' altra re~ un'' altra relatrice // ah sì // ah quindi lei subito la sostituisce? // no e quindi no perché avevo
KIPasti	KPN007	1699-0	1699-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=2894070&end=2895453	yes	_	Introduzione o ripresa del topic	_	uno non lo butta // come sono venute? // ehm stavo leggendo una cosa interessante // // di~ di~ diccela anche a noi // //	praticamente	dice che // il il whiskey // mh whiskey // è solo quello scozzese // so~ ecco allora noi invece abbiamo // perché in america
KIPasti	KPN007	1724-5	1724-5	https://search.corpuskiparla.it/corpus/player/player.cgi?code=KPN007&begin=2925729&end=2929580	yes	_	Prolettico	_	il bourbon // perché se~ esatto se no sembrava // per differenziarlo dal whiskey // è giusto // e dicendo perché	praticamente	è lo stesso prodotto fatto con le stesse // made in // mh con le stesse // ingredienti // modalità gli stessi ingredienti
ParlaTO	PTA003	136-9	136-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=235298&end=238680	yes	_	_	Attenuazione	so che cos''hai so cosa ti sei fatto // ah ma quello xxxxxxx // questo per esperienza perché mi sono devastato il corpo	praticamente	// // avrei voluto intraprende l''università // mh mh // no questa è più bella del fisioterapista però // per un periodo //
ParlaTO	PTA003	289-3	289-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=523658&end=526127	yes	_	Marca di generalizzazione	_	andare a lavorare // vabbè lasciamo perdere andiamo andiamo avanti // // buono // xxx ob~ xx // degli obiettivi preccisi	praticamente	// // ottimo // ma dove studi? // a bergamo e pavia // ah a bergamo // ho capito // sì // dimmi // a *nomepaese studiavo // //
ParlaTO	PTA003	394-3	394-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=703272&end=706264	yes	_	_	Specificazione	minchiata // quello che ha inventato shazam tu pensi che // abbia un mutuo da pagare? // // // un''applicazione scaricata	praticamente	da tutta europa // quello // è là // tu vole~ sentivi la canzone // // // gli è venuta in mente una minchiata una notte // xxxx
ParlaTO	PTA003	776-2	776-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1314381&end=1317610	yes	_	_	Specificazione	di lavoro // mh mh // perché a livello industriale devi uscire // mh mh // quindi // tipo io lavoro ad alpignano // mh mh // e	praticamente	è sommersa di fabbriche torino // mh mh // eh tutte le ci~ le grandi città non ci son più le fabbriche x ormai eh nella città
ParlaTO	PTA003	878-1	878-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1486989&end=1489297	yes	_	_	Specificazione	// barriera di milano // okay // vanchiglia // vanchiglia // e avete sempre vissuto lì? // a parte otto mesi sì // // io	praticamente	sì da venticinque anni // prima anch''io // ero in barriera di milano ma ero piccolo quindi // mh mh // e ades~ poi ti sei okay
ParlaTO	PTA003	890-11	890-11	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1505207&end=1509132	yes	_	_	Specificazione	// noi stavamo in via @nome luogo prima // ah okay aspetta dov''è già? // via @nomeluogo è dove c''è af~ v~ attaccata al lidl	praticamente	// è la prima traversa di via aosta // ah ho capito sì sì sì sì sì sì sì sì sì sì sì // dalle parti del centro xx // sì più o meno sì
ParlaTO	PTA003	896-3	896-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1516060&end=1517524	yes	_	_	Approssimazione	di via aosta // ah ho capito sì sì sì sì sì sì sì sì sì sì sì // dalle parti del centro xx // sì più o meno sì // corso novara // eh sì	praticamente	sì // mh mh // e in vanchiglia tu invece dove stai? // corso belgio praticamente // ah okay // io stavo all''inizio inizio di
ParlaTO	PTA003	899-2	899-2	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1521329&end=1523409	yes	_	_	Approssimazione	xx // sì più o meno sì // corso novara // eh sì praticamente sì // mh mh // e in vanchiglia tu invece dove stai? // corso belgio	praticamente	// ah okay // io stavo all''inizio inizio di corso regina // ah okay // corso beglio è lunghissimo va da sassi // al
ParlaTO	PTA003	962-4	962-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1610289&end=1613536	yes	_	Prolettico	_	eh // sì sì x sei straniero // mh // no la nostra secondo me // quella più // messa al verde // mh mh // perché poi // a sassi si è	praticamente	nella zona precollinare // mh mh // eh gran madre // mh mh // c''abbiamo il parco del valentino abbiamo solo parchi // poi
ParlaTO	PTA003	988-9	988-9	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1658091&end=1662906	yes	_	_	Specificazione	certo // d''estate scendi con un telo // sei libero di andare tra colletta // parco del valentino oppure dove c''è lo chalet	praticamente	attaccata alla nostra zona // mh mh // eh ci sono cose che migliroereste della vostra zona? // sì una bomba in corso giulio
ParlaTO	PTA003	1021-6	1021-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=1723203&end=1725833	yes	_	Filler	_	la metro a rebaudengo c''è // adesso? // eh minchia è tre anni che c''è la metro a rebaudengo // cioè si chiama rebaudengo ma è	praticamente	// ah no nel senso che è xxx // cioè di c(ioè) // sì è dietro // c''hai presente corso grosseto? // eh // e via breglio? // sì no
ParlaTO	PTA003	1275-7	1275-7	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=2097601&end=2099515	yes	Marcatura della conoscenza condivisa	_	_	giorni // fa~ eh se fai fate le foto in palestra // // davanti ai bagni // che ruolo avete? // a calcio // eh io non non lo so più	praticamente	// // // // x campo // sono ormai // eh ormai dove c''è bisogno // ormai neanch''io // sono il tappabuchi // andre è il tappab~
ParlaTO	PTA003	1329-1	1329-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=2157728&end=2159131	yes	_	Prolettico	_	piccolino // da piccolino giocavo a centrocampo // mh // ehm mh guardate anche il calcio o ci giocate e basta sì? // sì // è	praticamente	una malattia // sì x // che squadra tifate // napoli // milan // davvero tifi napoli? // son napotelano // // // tu tifi
ParlaTO	PTA003	1385-3	1385-3	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=2223052&end=2225159	yes	_	Filler	_	giallo in giallo e nero in mezzo alle // mh // le righe rossonere // torino // mh mh // scritto sempre in giallo // e quello lì	praticamente	hanno // s~ hanno occupato una transenna che saranno // penso // mi~ mille persone almeno // ah un sacco così tante? // sì
ParlaTO	PTA003	1406-10	1406-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=2259165&end=2263547	yes	_	_	Intensificazione	sciolta? // sai che non me lo ricordo? // non così tanto secondo me // no // però negli ultimi anni quando c''era la fossa era	praticamente	inesistente // anche per tutte le persone che avevan preso // quelle che la portavano avanti che hanno preso daspo // mh
ParlaTO	PTA003	1717-1	1717-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=2721272&end=2723264	yes	Marcatura della conoscenza condivisa	_	_	biglietti per acquistarli // c''è ancora // prima l''abbonatom poi la tessera del tifoso e poi la vendita libera // quindi	praticamente	xx // c''è ancora // vogliono toglierla però secondo me non la leveranno mai // però solo per i settori ospiti in realtà
ParlaTO	PTA003	1991-10	1991-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=3203161&end=3206906	yes	Marcatura della conoscenza condivisa	_	_	tutta la vita // e poi a ballare vabbò // ballare // mh // ogni tanto il xx // quando c''era il cacao mo l''hanno chiuso	praticamente	era l''ultimo anno credo // godo // // tutte le volte che m''hanno lasciato fuori // // // cacao pick up // minchia era la era
ParlaTO	PTA003	2031-4	2031-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=3257743&end=3260428	yes	Marcatura della conoscenza condivisa	_	_	selezione che si fa a milano nei locali // mh mh // il problema è che // milano i locali son più belli // entri solo in lista	praticamente	al cacao // mh? // entri solo in lista // ma neanche // ma non è vero io sono andato due volte quest''anno senza niente // ma
ParlaTO	PTA003	2334-6	2334-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTA003&begin=3681507&end=3683494	yes	_	_	Specificazione	a allenamento // tipo xx ci mettiamo d''accrdo solo che gli allenamenti ultimamente // a dicembre non ci siamo allenati	praticamente	mai // infatti sto pensando di portare il monopoli durante la xx // facciamo allenamento quattro ore di monopoli // bon
ParlaTO	PTB002	1073-1	1073-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PTB002&begin=3195907&end=3197049	yes	Marcatura della conoscenza condivisa	_	Attenuazione	magari quando faccio poi // la mattina vengo di pomeriggio // cioè quindi tu facevi due lavori praticamente // ecco	praticamente	// e allora l''ho fatto per che poi non era per tanto oh dovevo fa una settimana da una settimana m''hanno fatto fa quattro o
ParlaBO	PBB020	44-0	44-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB020&begin=79243&end=80315	yes	_	_	Specificazione	a casalecchio appunto // eh da quanto vivi // a casalecchio // a casalecchio quindi? // sono // otto anni // otto anni //	praticamente	// // come ti trovi? // otto di trenta~ o~ otto di trentasette sono vecchia // come // xxxx // // come ti trovi in questa
ParlaBO	PBB020	312-14	312-14	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB020&begin=678533&end=683054	yes	_	_	Specificazione	a casalecchio gli autobus sono ben serviti // e trovo che bologna abbia una rete abbastanza capillare di autobus che fa	praticamente	qualunque cosa // questo è il futuro te lo dico da siciliano questo è il futuro // // grazie ne vado molto orgogliosa // //
ParlaBO	PBB020	646-0	646-0	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBB020&begin=1440897&end=1441692	yes	_	Introduzione o ripresa del topic	_	nasce il tiro di bologna nel senso // okay // si dice sempre stesso discorso che ci fosse la chiusura // sulle porte // e //	praticamente	// al piano superiore // all''altezza della porta c''era una corda // #che era legata alla porta del piano di sotto quindi
ParlaTO	TOD2014	23-4	23-4	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=49964&end=55156	yes	_	_	Approssimazione	quindi comunque sempre nel duemilaediciotto // mhm // eh in *nomeluogo // mhm // quindi vanchiglietta // ehm s~ ero	praticamente	alla fine di *nomeluogo quindi sotto // sotto superga // il xx era bellissimo cioè sono stata benissimo // ah okay // c''
ParlaTO	TOD2014	250-6	250-6	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=546356&end=554370	yes	_	_	Approssimazione	l'' ultimo anno ho cam~ ho cambiato casa perchè // comunque il posto non era dei migliori // mhm // eh sono andata u~ un po''	praticamente	in centro a mestre diciamo in un'' altra casa dove anche qui di nuovo c'' era il salotto cosa che io cerco sempre // ehm ero
ParlaTO	TOD2014	419-8	419-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=946060&end=951973	yes	_	_	Specificazione	open space // quindi e c'' è un bagnetto e poi al secondo piano ci sono le camere // anche io ho vissuto cioè ho dormito	praticamente	nella stessa camera di mia sorella per // parecchi anni poi quando lei ha cominciato ad essere più grande se ne voleva
ParlaTO	TOD2014	440-8	440-8	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1006999&end=1011068	yes	_	Prolettico	_	// mh eh // e quindi sì e quella è ancora è rimasta tutta cementata sì sì // così? // ehm // e niente invece l'' altra casa che è	praticamente	la casa de~ de~ della compagna di papà // una casa popolare molto semplice // okay // cucina salotto e c'' era sì la camera
ParlaTO	TOD2014	577-10	577-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1309889&end=1315803	yes	_	_	Specificazione	a dormire a casa dove hanno mille stanze che non utilizzano mai // perchè è così // e infatti sì casa di mia nonna è tutta su	praticamente	due piani eh dove ci stanno due camere // aha // il due bagni e un salotto cucina ma // non non ci sta mai nessuno perchè
ParlaTO	TOD2014	666-1	666-1	https://search.corpuskiparla.it/corpus/player/player.cgi?code=TOD2014&begin=1589288&end=1596544	yes	_	Prolettico	_	chiudeva in camera al buio tutto il giorno a~ // nel periodo che io ero lì tra l'' altro è cambiata anche una coinquilina // e	praticamente	questa nuova ragazza non ha saputo il suo nome per settimane perchè la vedeva così poco che // ma che davvero? // ma si
ParlaBO	PBA028	412-10	412-10	https://search.corpuskiparla.it/corpus/player/player.cgi?code=PBA028&begin=744367&end=749850	yes	_	_	Specificazione	viste per tutta l''estate // sì sì sì // mh buono // niente di // no cioè era buono effettivamente io non ho potuto mangiare	praticamente	niente io ho mangiato le solite cose quindi sai // sì // okay // un po'' di salumi cose del genere // sì sì sì sì // le altre
